<<<<<<< HEAD
-3.07876 -2.32478 8.19754e-05
-3.07876 -2.26195 0.000100967
-3.07876 -2.19911 9.87913e-05
-3.07876 -2.13628 8.91058e-05
-3.07876 -2.07345 9.11063e-05
-3.07876 -2.01062 0.000115033
-3.07876 -1.94779 0.000153808
-3.07876 -1.88496 0.000187239
-3.07876 -1.82212 0.000196112
-3.07876 -1.75929 0.000176299
-3.07876 -1.69646 0.000143094
-3.07876 -1.63363 0.000123174
-3.07876 -1.5708 0.0001403
-3.07876 -1.50796 0.000204591
-3.07876 -1.44513 0.000311438
-3.07876 -1.3823 0.000448182
-3.07876 -1.31947 0.000601058
-3.07876 -1.25664 0.000755886
-3.07876 -1.19381 0.000892801
-3.07876 -1.13097 0.000982178
-3.07876 -1.06814 0.000989836
-3.07876 -1.00531 0.000892855
-3.07876 -0.942478 0.000697573
-3.07876 -0.879646 0.000446305
-3.07876 -0.816814 0.000204402
-3.07876 -0.753982 3.19859e-05
-3.07876 -0.69115 0
-3.07876 -0.628319 0
-3.07876 -0.565487 2.29043e-06
-3.07876 -0.502655 3.32908e-05
-3.07876 -0.439823 3.21378e-05
-3.07876 -0.376991 6.40246e-06
-3.07876 -0.314159 0
-3.07876 -0.251327 0
-3.07876 -0.188496 0
-3.07876 -0.125664 8.90153e-06
-3.07876 -0.0628319 2.06535e-05
-3.07876 0 1.54333e-05
-3.07876 0.0628319 0
-3.07876 0.125664 0
-3.07876 0.188496 0
-3.07876 0.251327 0
-3.07876 0.314159 7.07484e-06
-3.07876 0.376991 1.2615e-05
-3.07876 0.439823 8.26209e-06
-3.07876 0.502655 0
-3.07876 0.565487 0
-3.07876 0.628319 0
-3.07876 0.69115 0
-3.07876 0.753982 4.7386e-06
-3.07876 0.816814 7.6661e-06
-3.07876 0.879646 4.77499e-06
-3.07876 0.942478 0
-3.07876 1.00531 0
-3.07876 1.06814 0
-3.07876 1.13097 0
-3.07876 1.19381 2.77717e-06
-3.07876 1.25664 4.74591e-06
-3.07876 1.31947 3.258e-06
-3.07876 1.3823 0
-3.07876 1.44513 0
-3.07876 1.50796 0
-3.07876 1.5708 0
-3.07876 1.63363 1.20787e-06
-3.07876 1.69646 3.20902e-06
-3.07876 1.75929 3.02777e-06
-3.07876 1.82212 8.72547e-07
-3.07876 1.88496 0
-3.07876 1.94779 0
-3.07876 2.01062 0
-3.07876 2.07345 0
-3.07876 2.13628 2.74736e-06
-3.07876 2.19911 3.88841e-06
-3.07876 2.26195 2.31296e-06
-3.07876 2.32478 0
-3.07876 2.38761 0
-3.07876 2.45044 0
-3.07876 2.51327 0
-3.07876 2.57611 3.37599e-06
-3.07876 2.63894 5.99413e-06
-3.07876 2.70177 4.20436e-06
-3.07876 2.7646 0
-3.07876 2.82743 0
-3.07876 2.89027 0
-3.07876 2.9531 0
-3.07876 3.01593 5.55502e-06
-3.07876 3.07876 9.88671e-06
-3.01593 -3.14159 1.14048e-06
-3.01593 -3.07876 0
-3.01593 -3.01593 0
-3.01593 -2.9531 0
-3.01593 -2.89027 0
-3.01593 -2.82743 1.98024e-06
-3.01593 -2.7646 3.53108e-06
-3.01593 -2.70177 2.26006e-06
-3.01593 -2.63894 0
-3.01593 -2.57611 0
-3.01593 -2.51327 0
-3.01593 -2.45044 0
-3.01593 -2.38761 1.54585e-05
-3.01593 -2.32478 4.59373e-05
-3.01593 -2.26195 8.55573e-05
-3.01593 -2.19911 0.000128365
-3.01593 -2.13628 0.000168075
-3.01593 -2.07345 0.000201031
-3.01593 -2.01062 0.000228012
-3.01593 -1.94779 0.000253435
-3.01593 -1.88496 0.000281891
-3.01593 -1.82212 0.000313861
-3.01593 -1.75929 0.000343552
-3.01593 -1.69646 0.000360978
-3.01593 -1.63363 0.000357767
-3.01593 -1.5708 0.000333459
-3.01593 -1.50796 0.000298202
-3.01593 -1.44513 0.000269566
-3.01593 -1.3823 0.000264608
-3.01593 -1.31947 0.000291089
-3.01593 -1.25664 0.000342245
-3.01593 -1.19381 0.000397757
-3.01593 -1.13097 0.000430837
-3.01593 -1.06814 0.000418898
-3.01593 -1.00531 0.000353744
-3.01593 -0.942478 0.000246813
-3.01593 -0.879646 0.00012622
-3.01593 -0.816814 2.56476e-05
-3.01593 -0.753982 0
-3.01593 -0.69115 0
-3.01593 -0.628319 0
-3.01593 -0.565487 1.68173e-05
-3.01593 -0.502655 2.98908e-05
-3.01593 -0.439823 2.03158e-05
-3.01593 -0.376991 0
-3.01593 -0.314159 0
-3.01593 -0.251327 0
-3.01593 -0.188496 0
-3.01593 -0.125664 8.96154e-06
-3.01593 -0.0628319 1.59715e-05
-3.01593 0 1.05354e-05
-3.01593 0.0628319 0
-3.01593 0.125664 0
-3.01593 0.188496 0
-3.01593 0.251327 0
-3.01593 0.314159 5.9235e-06
-3.01593 0.376991 9.52627e-06
-3.01593 0.439823 5.76981e-06
-3.01593 0.502655 0
-3.01593 0.565487 0
-3.01593 0.628319 0
-3.01593 0.69115 0
-3.01593 0.753982 3.9302e-06
-3.01593 0.816814 5.73002e-06
-3.01593 0.879646 3.16409e-06
-3.01593 0.942478 0
-3.01593 1.00531 0
-3.01593 1.06814 0
-3.01593 1.13097 0
-3.01593 1.19381 2.53277e-06
-3.01593 1.25664 3.44793e-06
-3.01593 1.31947 1.78613e-06
-3.01593 1.3823 0
-3.01593 1.44513 0
-3.01593 1.50796 0
-3.01593 1.5708 0
-3.01593 1.63363 1.54452e-06
-3.01593 1.69646 2.1096e-06
-3.01593 1.75929 1.14339e-06
-3.01593 1.82212 0
-3.01593 1.88496 0
-3.01593 1.94779 0
-3.01593 2.01062 0
-3.01593 2.07345 8.35388e-07
-3.01593 2.13628 1.3864e-06
-3.01593 2.19911 9.78531e-07
-3.01593 2.26195 0
-3.01593 2.32478 0
-3.01593 2.38761 0
-3.01593 2.45044 0
-3.01593 2.51327 3.05526e-07
-3.01593 2.57611 1.10484e-06
-3.01593 2.63894 1.19163e-06
-3.01593 2.70177 4.67741e-07
-3.01593 2.7646 0
-3.01593 2.82743 0
-3.01593 2.89027 0
-3.01593 2.9531 0
-3.01593 3.01593 1.21548e-06
-3.01593 3.07876 1.838e-06
-2.9531 -3.14159 0
-2.9531 -3.07876 1.48666e-06
-2.9531 -3.01593 6.41032e-06
-2.9531 -2.9531 6.57136e-06
-2.9531 -2.89027 1.02247e-06
-2.9531 -2.82743 0
-2.9531 -2.7646 0
-2.9531 -2.70177 0
-2.9531 -2.63894 5.9545e-06
-2.9531 -2.57611 1.30368e-05
-2.9531 -2.51327 9.56193e-06
-2.9531 -2.45044 0
-2.9531 -2.38761 0
-2.9531 -2.32478 0
-2.9531 -2.26195 5.09114e-06
-2.9531 -2.19911 4.76693e-05
-2.9531 -2.13628 9.33166e-05
-2.9531 -2.07345 0.000124088
-2.9531 -2.01062 0.000132736
-2.9531 -1.94779 0.00012833
-2.9531 -1.88496 0.000130087
-2.9531 -1.82212 0.000153025
-2.9531 -1.75929 0.000195463
-2.9531 -1.69646 0.000237543
-2.9531 -1.63363 0.000252308
-2.9531 -1.5708 0.000221907
-2.9531 -1.50796 0.00014795
-2.9531 -1.44513 4.94557e-05
-2.9531 -1.3823 0
-2.9531 -1.31947 0
-2.9531 -1.25664 0
-2.9531 -1.19381 0
-2.9531 -1.13097 0
-2.9531 -1.06814 0
-2.9531 -1.00531 0
-2.9531 -0.942478 0
-2.9531 -0.879646 0
-2.9531 -0.816814 0
-2.9531 -0.753982 0
-2.9531 -0.69115 0
-2.9531 -0.628319 1.53414e-05
-2.9531 -0.565487 1.36318e-05
-2.9531 -0.502655 3.67741e-06
-2.9531 -0.439823 0
-2.9531 -0.376991 0
-2.9531 -0.314159 0
-2.9531 -0.251327 1.12278e-06
-2.9531 -0.188496 2.75659e-06
-2.9531 -0.125664 1.85682e-06
-2.9531 -0.0628319 0
-2.9531 0 0
-2.9531 0.0628319 0
-2.9531 0.125664 0
-2.9531 0.188496 6.28085e-07
-2.9531 0.251327 8.44911e-07
-2.9531 0.314159 3.9474e-07
-2.9531 0.376991 0
-2.9531 0.439823 0
-2.9531 0.502655 0
-2.9531 0.565487 0
-2.9531 0.628319 4.14182e-07
-2.9531 0.69115 5.13962e-07
-2.9531 0.753982 2.3983e-07
-2.9531 0.816814 0
-2.9531 0.879646 0
-2.9531 0.942478 0
-2.9531 1.00531 0
-2.9531 1.06814 4.31975e-07
-2.9531 1.13097 6.31971e-07
-2.9531 1.19381 3.63273e-07
-2.9531 1.25664 0
-2.9531 1.31947 0
-2.9531 1.3823 0
-2.9531 1.44513 0
-2.9531 1.50796 6.41716e-07
-2.9531 1.5708 9.92839e-07
-2.9531 1.63363 5.84648e-07
-2.9531 1.69646 0
-2.9531 1.75929 0
-2.9531 1.82212 0
-2.9531 1.88496 0
-2.9531 1.94779 1.10076e-06
-2.9531 2.01062 1.62466e-06
-2.9531 2.07345 8.77538e-07
-2.9531 2.13628 0
-2.9531 2.19911 0
-2.9531 2.26195 0
-2.9531 2.32478 0
-2.9531 2.38761 1.96348e-06
-2.9531 2.45044 2.65082e-06
-2.9531 2.51327 1.22032e-06
-2.9531 2.57611 0
-2.9531 2.63894 0
-2.9531 2.70177 0
-2.9531 2.7646 3.22181e-07
-2.9531 2.82743 3.53227e-06
-2.9531 2.89027 4.2563e-06
-2.9531 2.9531 1.48427e-06
-2.9531 3.01593 0
-2.9531 3.07876 0
-2.89027 -3.14159 0
-2.89027 -3.07876 2.22351e-06
-2.89027 -3.01593 9.28603e-06
-2.89027 -2.9531 9.58291e-06
-2.89027 -2.89027 1.65977e-06
-2.89027 -2.82743 0
-2.89027 -2.7646 0
-2.89027 -2.70177 0
-2.89027 -2.63894 8.8138e-06
-2.89027 -2.57611 2.12977e-05
-2.89027 -2.51327 1.85198e-05
-2.89027 -2.45044 0
-2.89027 -2.38761 0
-2.89027 -2.32478 0
-2.89027 -2.26195 0
-2.89027 -2.19911 0
-2.89027 -2.13628 0
-2.89027 -2.07345 0
-2.89027 -2.01062 0
-2.89027 -1.94779 0
-2.89027 -1.88496 0
-2.89027 -1.82212 0
-2.89027 -1.75929 0
-2.89027 -1.69646 0
-2.89027 -1.63363 2.17799e-05
-2.89027 -1.5708 1.07194e-05
-2.89027 -1.50796 0
-2.89027 -1.44513 0
-2.89027 -1.3823 0
-2.89027 -1.31947 0
-2.89027 -1.25664 0
-2.89027 -1.19381 0
-2.89027 -1.13097 0
-2.89027 -1.06814 0
-2.89027 -1.00531 0
-2.89027 -0.942478 0
-2.89027 -0.879646 0
-2.89027 -0.816814 0
-2.89027 -0.753982 0
-2.89027 -0.69115 2.55951e-05
-2.89027 -0.628319 2.73446e-05
-2.89027 -0.565487 2.23125e-06
-2.89027 -0.502655 0
-2.89027 -0.439823 0
-2.89027 -0.376991 0
-2.89027 -0.314159 1.12583e-05
-2.89027 -0.251327 1.65057e-05
-2.89027 -0.188496 8.35272e-06
-2.89027 -0.125664 0
-2.89027 -0.0628319 0
-2.89027 0 0
-2.89027 0.0628319 0
-2.89027 0.125664 8.23373e-06
-2.89027 0.188496 9.33647e-06
-2.89027 0.251327 3.44505e-06
-2.89027 0.314159 0
-2.89027 0.376991 0
-2.89027 0.439823 0
-2.89027 0.502655 7.34147e-07
-2.89027 0.565487 5.31739e-06
-2.89027 0.628319 5.47443e-06
-2.89027 0.69115 1.70616e-06
-2.89027 0.753982 0
-2.89027 0.816814 0
-2.89027 0.879646 0
-2.89027 0.942478 4.91893e-07
-2.89027 1.00531 3.24793e-06
-2.89027 1.06814 3.41476e-06
-2.89027 1.13097 1.22391e-06
-2.89027 1.19381 0
-2.89027 1.25664 0
-2.89027 1.31947 0
-2.89027 1.3823 0
-2.89027 1.44513 1.88656e-06
-2.89027 1.50796 2.49788e-06
-2.89027 1.5708 1.44282e-06
-2.89027 1.63363 0
-2.89027 1.69646 0
-2.89027 1.75929 0
-2.89027 1.82212 0
-2.89027 1.88496 1.05527e-06
-2.89027 1.94779 2.45148e-06
-2.89027 2.01062 2.23221e-06
-2.89027 2.07345 3.93528e-07
-2.89027 2.13628 0
-2.89027 2.19911 0
-2.89027 2.26195 0
-2.89027 2.32478 6.81738e-07
-2.89027 2.38761 3.27996e-06
-2.89027 2.45044 3.67448e-06
-2.89027 2.51327 1.21059e-06
-2.89027 2.57611 0
-2.89027 2.63894 0
-2.89027 2.70177 0
-2.89027 2.7646 8.82237e-07
-2.89027 2.82743 5.28195e-06
-2.89027 2.89027 6.0063e-06
-2.89027 2.9531 1.85867e-06
-2.89027 3.01593 0
-2.89027 3.07876 0
-2.82743 -3.14159 0
-2.82743 -3.07876 1.38163e-06
-2.82743 -3.01593 5.62892e-06
-2.82743 -2.9531 5.83054e-06
-2.82743 -2.89027 1.07282e-06
-2.82743 -2.82743 0
-2.82743 -2.7646 0
-2.82743 -2.70177 0
-2.82743 -2.63894 5.46541e-06
-2.82743 -2.57611 1.39952e-05
-2.82743 -2.51327 1.32535e-05
-2.82743 -2.45044 0
-2.82743 -2.38761 0
-2.82743 -2.32478 0
-2.82743 -2.26195 0
-2.82743 -2.19911 0
-2.82743 -2.13628 0
-2.82743 -2.07345 0
-2.82743 -2.01062 0
-2.82743 -1.94779 0
-2.82743 -1.88496 0
-2.82743 -1.82212 0
-2.82743 -1.75929 0
-2.82743 -1.69646 0
-2.82743 -1.63363 0
-2.82743 -1.5708 0
-2.82743 -1.50796 0
-2.82743 -1.44513 0
-2.82743 -1.3823 0
-2.82743 -1.31947 0
-2.82743 -1.25664 0
-2.82743 -1.19381 0
-2.82743 -1.13097 0
-2.82743 -1.06814 0
-2.82743 -1.00531 0
-2.82743 -0.942478 0
-2.82743 -0.879646 0
-2.82743 -0.816814 0
-2.82743 -0.753982 0
-2.82743 -0.69115 2.86766e-05
-2.82743 -0.628319 1.84454e-05
-2.82743 -0.565487 0
-2.82743 -0.502655 0
-2.82743 -0.439823 0
-2.82743 -0.376991 0
-2.82743 -0.314159 1.33639e-05
-2.82743 -0.251327 1.63473e-05
-2.82743 -0.188496 6.8737e-06
-2.82743 -0.125664 0
-2.82743 -0.0628319 0
-2.82743 0 0
-2.82743 0.0628319 7.02067e-07
-2.82743 0.125664 8.688e-06
-2.82743 0.188496 9.25421e-06
-2.82743 0.251327 3.02562e-06
-2.82743 0.314159 0
-2.82743 0.376991 0
-2.82743 0.439823 0
-2.82743 0.502655 1.0511e-06
-2.82743 0.565487 5.50146e-06
-2.82743 0.628319 5.39912e-06
-2.82743 0.69115 1.44224e-06
-2.82743 0.753982 0
-2.82743 0.816814 0
-2.82743 0.879646 0
-2.82743 0.942478 7.92586e-07
-2.82743 1.00531 3.38755e-06
-2.82743 1.06814 3.2607e-06
-2.82743 1.13097 8.727e-07
-2.82743 1.19381 0
-2.82743 1.25664 0
-2.82743 1.31947 0
-2.82743 1.3823 3.14665e-07
-2.82743 1.44513 2.02316e-06
-2.82743 1.50796 2.18359e-06
-2.82743 1.5708 8.75795e-07
-2.82743 1.63363 0
-2.82743 1.69646 0
-2.82743 1.75929 0
-2.82743 1.82212 0
-2.82743 1.88496 1.1801e-06
-2.82743 1.94779 1.85137e-06
-2.82743 2.01062 1.30021e-06
-2.82743 2.07345 0
-2.82743 2.13628 0
-2.82743 2.19911 0
-2.82743 2.26195 0
-2.82743 2.32478 7.38783e-07
-2.82743 2.38761 2.17322e-06
-2.82743 2.45044 2.15488e-06
-2.82743 2.51327 4.94656e-07
-2.82743 2.57611 0
-2.82743 2.63894 0
-2.82743 2.70177 0
-2.82743 2.7646 7.13082e-07
-2.82743 2.82743 3.27079e-06
-2.82743 2.89027 3.56966e-06
-2.82743 2.9531 9.99458e-07
-2.82743 3.01593 0
-2.82743 3.07876 0
-2.7646 -3.14159 7.38122e-07
-2.7646 -3.07876 0
-2.7646 -3.01593 0
-2.7646 -2.9531 0
-2.7646 -2.89027 0
-2.7646 -2.82743 1.16843e-06
-2.7646 -2.7646 1.59124e-06
-2.7646 -2.70177 6.09513e-07
-2.7646 -2.63894 0
-2.7646 -2.57611 0
-2.7646 -2.51327 0
-2.7646 -2.45044 1.58682e-06
-2.7646 -2.38761 1.12413e-06
-2.7646 -2.32478 0
-2.7646 -2.26195 0
-2.7646 -2.19911 0
-2.7646 -2.13628 0
-2.7646 -2.07345 0
-2.7646 -2.01062 0
-2.7646 -1.94779 0
-2.7646 -1.88496 0
-2.7646 -1.82212 0
-2.7646 -1.75929 0
-2.7646 -1.69646 0
-2.7646 -1.63363 0
-2.7646 -1.5708 0
-2.7646 -1.50796 0
-2.7646 -1.44513 0
-2.7646 -1.3823 0
-2.7646 -1.31947 0
-2.7646 -1.25664 0
-2.7646 -1.19381 0
-2.7646 -1.13097 0
-2.7646 -1.06814 2.15715e-06
-2.7646 -1.00531 1.261e-05
-2.7646 -0.942478 2.32499e-05
-2.7646 -0.879646 2.94266e-05
-2.7646 -0.816814 2.83544e-05
-2.7646 -0.753982 2.04431e-05
-2.7646 -0.69115 8.97691e-06
-2.7646 -0.628319 0
-2.7646 -0.565487 0
-2.7646 -0.502655 0
-2.7646 -0.439823 0
-2.7646 -0.376991 1.91241e-06
-2.7646 -0.314159 4.63606e-06
-2.7646 -0.251327 3.83757e-06
-2.7646 -0.188496 6.661e-07
-2.7646 -0.125664 0
-2.7646 -0.0628319 0
-2.7646 0 0
-2.7646 0.0628319 6.97722e-07
-2.7646 0.125664 2.40058e-06
-2.7646 0.188496 2.17585e-06
-2.7646 0.251327 4.46462e-07
-2.7646 0.314159 0
-2.7646 0.376991 0
-2.7646 0.439823 0
-2.7646 0.502655 4.68769e-07
-2.7646 0.565487 1.45133e-06
-2.7646 0.628319 1.2499e-06
-2.7646 0.69115 1.67257e-07
-2.7646 0.753982 0
-2.7646 0.816814 0
-2.7646 0.879646 0
-2.7646 0.942478 3.9735e-07
-2.7646 1.00531 9.12191e-07
-2.7646 1.06814 6.79889e-07
-2.7646 1.13097 0
-2.7646 1.19381 0
-2.7646 1.25664 0
-2.7646 1.31947 0
-2.7646 1.3823 3.70886e-07
-2.7646 1.44513 5.81482e-07
-2.7646 1.50796 3.0993e-07
-2.7646 1.5708 0
-2.7646 1.63363 0
-2.7646 1.69646 0
-2.7646 1.75929 5.20278e-08
-2.7646 1.82212 3.85239e-07
-2.7646 1.88496 3.70233e-07
-2.7646 1.94779 3.31443e-08
-2.7646 2.01062 0
-2.7646 2.07345 0
-2.7646 2.13628 0
-2.7646 2.19911 2.89285e-07
-2.7646 2.26195 4.52516e-07
-2.7646 2.32478 2.17145e-07
-2.7646 2.38761 0
-2.7646 2.45044 0
-2.7646 2.51327 0
-2.7646 2.57611 1.35027e-07
-2.7646 2.63894 5.89801e-07
-2.7646 2.70177 5.81141e-07
-2.7646 2.7646 5.4811e-08
-2.7646 2.82743 0
-2.7646 2.89027 0
-2.7646 2.9531 0
-2.7646 3.01593 4.95218e-07
-2.7646 3.07876 1.03048e-06
-2.70177 -3.14159 3.60529e-06
-2.70177 -3.07876 0
-2.70177 -3.01593 0
-2.70177 -2.9531 0
-2.70177 -2.89027 0
-2.70177 -2.82743 6.02242e-06
-2.70177 -2.7646 9.0393e-06
-2.70177 -2.70177 4.33191e-06
-2.70177 -2.63894 0
-2.70177 -2.57611 0
-2.70177 -2.51327 0
-2.70177 -2.45044 2.42365e-06
-2.70177 -2.38761 2.2351e-05
-2.70177 -2.32478 3.63667e-05
-2.70177 -2.26195 3.55906e-05
-2.70177 -2.19911 2.04582e-05
-2.70177 -2.13628 1.02738e-06
-2.70177 -2.07345 0
-2.70177 -2.01062 0
-2.70177 -1.94779 9.28363e-06
-2.70177 -1.88496 2.11234e-05
-2.70177 -1.82212 1.80205e-05
-2.70177 -1.75929 0
-2.70177 -1.69646 0
-2.70177 -1.63363 0
-2.70177 -1.5708 0
-2.70177 -1.50796 0
-2.70177 -1.44513 5.54871e-05
-2.70177 -1.3823 0.000124222
-2.70177 -1.31947 0.000195691
-2.70177 -1.25664 0.00026479
-2.70177 -1.19381 0.000326568
-2.70177 -1.13097 0.00037189
-2.70177 -1.06814 0.000387357
-2.70177 -1.00531 0.000361378
-2.70177 -0.942478 0.000292923
-2.70177 -0.879646 0.000196362
-2.70177 -0.816814 9.76211e-05
-2.70177 -0.753982 2.27789e-05
-2.70177 -0.69115 0
-2.70177 -0.628319 0
-2.70177 -0.565487 0
-2.70177 -0.502655 1.04676e-05
-2.70177 -0.439823 1.20769e-05
-2.70177 -0.376991 3.66139e-06
-2.70177 -0.314159 0
-2.70177 -0.251327 0
-2.70177 -0.188496 0
-2.70177 -0.125664 2.58514e-06
-2.70177 -0.0628319 7.12205e-06
-2.70177 0 5.65437e-06
-2.70177 0.0628319 1.7851e-07
-2.70177 0.125664 0
-2.70177 0.188496 0
-2.70177 0.251327 0
-2.70177 0.314159 2.31955e-06
-2.70177 0.376991 4.4061e-06
-2.70177 0.439823 3.01499e-06
-2.70177 0.502655 0
-2.70177 0.565487 0
-2.70177 0.628319 0
-2.70177 0.69115 0
-2.70177 0.753982 1.5451e-06
-2.70177 0.816814 2.69499e-06
-2.70177 0.879646 1.80816e-06
-2.70177 0.942478 0
-2.70177 1.00531 0
-2.70177 1.06814 0
-2.70177 1.13097 0
-2.70177 1.19381 8.25365e-07
-2.70177 1.25664 1.70153e-06
-2.70177 1.31947 1.36107e-06
-2.70177 1.3823 1.55749e-07
-2.70177 1.44513 0
-2.70177 1.50796 0
-2.70177 1.5708 0
-2.70177 1.63363 2.10509e-07
-2.70177 1.69646 1.22486e-06
-2.70177 1.75929 1.43864e-06
-2.70177 1.82212 6.8685e-07
-2.70177 1.88496 0
-2.70177 1.94779 0
-2.70177 2.01062 0
-2.70177 2.07345 0
-2.70177 2.13628 1.18957e-06
-2.70177 2.19911 2.01188e-06
-2.70177 2.26195 1.40239e-06
-2.70177 2.32478 0
-2.70177 2.38761 0
-2.70177 2.45044 0
-2.70177 2.51327 0
-2.70177 2.57611 1.6641e-06
-2.70177 2.63894 3.20796e-06
-2.70177 2.70177 2.36952e-06
-2.70177 2.7646 0
-2.70177 2.82743 0
-2.70177 2.89027 0
-2.70177 2.9531 0
-2.70177 3.01593 2.94839e-06
-2.70177 3.07876 5.33669e-06
-2.63894 -3.14159 3.59602e-06
-2.63894 -3.07876 0
-2.63894 -3.01593 0
-2.63894 -2.9531 0
-2.63894 -2.89027 0
-2.63894 -2.82743 6.05887e-06
-2.63894 -2.7646 9.20698e-06
-2.63894 -2.70177 4.51658e-06
-2.63894 -2.63894 0
-2.63894 -2.57611 0
-2.63894 -2.51327 0
-2.63894 -2.45044 1.6458e-06
-2.63894 -2.38761 2.48627e-05
-2.63894 -2.32478 4.58468e-05
-2.63894 -2.26195 5.5513e-05
-2.63894 -2.19911 5.26094e-05
-2.63894 -2.13628 4.46987e-05
-2.63894 -2.07345 4.27883e-05
-2.63894 -2.01062 5.33051e-05
-2.63894 -1.94779 7.3188e-05
-2.63894 -1.88496 9.16954e-05
-2.63894 -1.82212 9.76961e-05
-2.63894 -1.75929 8.73262e-05
-2.63894 -1.69646 6.6823e-05
-2.63894 -1.63363 4.89818e-05
-2.63894 -1.5708 4.61762e-05
-2.63894 -1.50796 6.48616e-05
-2.63894 -1.44513 0.000104676
-2.63894 -1.3823 0.000161333
-2.63894 -1.31947 0.000229664
-2.63894 -1.25664 0.000303664
-2.63894 -1.19381 0.000373718
-2.63894 -1.13097 0.000424577
-2.63894 -1.06814 0.000438104
-2.63894 -1.00531 0.000401405
-2.63894 -0.942478 0.000316084
-2.63894 -0.879646 0.000201862
-2.63894 -0.816814 9.03205e-05
-2.63894 -0.753982 1.0918e-05
-2.63894 -0.69115 0
-2.63894 -0.628319 0
-2.63894 -0.565487 2.34173e-06
-2.63894 -0.502655 1.73162e-05
-2.63894 -0.439823 1.60628e-05
-2.63894 -0.376991 2.77166e-06
-2.63894 -0.314159 0
-2.63894 -0.251327 0
-2.63894 -0.188496 0
-2.63894 -0.125664 4.71663e-06
-2.63894 -0.0628319 1.05886e-05
-2.63894 0 7.81714e-06
-2.63894 0.0628319 0
-2.63894 0.125664 0
-2.63894 0.188496 0
-2.63894 0.251327 0
