<<<<<<< HEAD
-3.14159 -3.14159 0
-3.14159 -3.07876 0
-3.14159 -3.01593 0
-3.14159 -2.9531 0
-3.14159 -2.89027 0.000486196
-3.14159 -2.82743 0.00145803
-3.14159 -2.7646 0.00236886
-3.14159 -2.70177 0.00287767
-3.14159 -2.63894 0.00280024
-3.14159 -2.57611 0.00218868
-3.14159 -2.51327 0.00127772
-3.14159 -2.45044 0.000343269
-3.14159 -2.38761 0
-3.14159 -2.32478 0
-3.14159 -2.26195 0
-3.14159 -2.19911 0
-3.14159 -2.13628 0
-3.14159 -2.07345 0
-3.14159 -2.01062 0
-3.14159 -1.94779 0
-3.14159 -1.88496 0
-3.14159 -1.82212 0.000381901
-3.14159 -1.75929 0.000702242
-3.14159 -1.69646 0.000885854
-3.14159 -1.63363 0.00103387
-3.14159 -1.5708 0.00125179
-3.14159 -1.50796 0.0015875
-3.14159 -1.44513 0.00200938
-3.14159 -1.3823 0.00242872
-3.14159 -1.31947 0.00274392
-3.14159 -1.25664 0.00287812
-3.14159 -1.19381 0.00279509
-3.14159 -1.13097 0.00249736
-3.14159 -1.06814 0.00201965
-3.14159 -1.00531 0.0014262
-3.14159 -0.942478 0.000808519
-3.14159 -0.879646 0.000273021
-3.14159 -0.816814 0
-3.14159 -0.753982 0
-3.14159 -0.69115 0
-3.14159 -0.628319 0
-3.14159 -0.565487 9.49975e-05
-3.14159 -0.502655 0.000136231
-3.14159 -0.439823 8.00003e-05
-3.14159 -0.376991 0
-3.14159 -0.314159 0
-3.14159 -0.251327 0
-3.14159 -0.188496 0
-3.14159 -0.125664 4.42239e-05
-3.14159 -0.0628319 7.30804e-05
-3.14159 0 4.68623e-05
-3.14159 0.0628319 0
-3.14159 0.125664 0
-3.14159 0.188496 0
-3.14159 0.251327 0
-3.14159 0.314159 2.56248e-05
-3.14159 0.376991 4.3475e-05
-3.14159 0.439823 2.8469e-05
-3.14159 0.502655 0
-3.14159 0.565487 0
-3.14159 0.628319 0
-3.14159 0.69115 0
-3.14159 0.753982 1.44184e-05
-3.14159 0.816814 2.66067e-05
-3.14159 0.879646 1.9218e-05
-3.14159 0.942478 0
-3.14159 1.00531 0
-3.14159 1.06814 0
-3.14159 1.13097 0
-3.14159 1.19381 6.04317e-06
-3.14159 1.25664 1.7462e-05
-3.14159 1.31947 1.68202e-05
-3.14159 1.3823 5.18676e-06
-3.14159 1.44513 0
-3.14159 1.50796 0
-3.14159 1.5708 0
-3.14159 1.63363 0
-3.14159 1.69646 1.43998e-05
-3.14159 1.75929 2.05223e-05
-3.14159 1.82212 1.21988e-05
-3.14159 1.88496 0
-3.14159 1.94779 0
-3.14159 2.01062 0
-3.14159 2.07345 0
-3.14159 2.13628 1.87622e-05
-3.14159 2.19911 3.14181e-05
-3.14159 2.26195 1.98337e-05
-3.14159 2.32478 0
-3.14159 2.38761 0
-3.14159 2.45044 0
-3.14159 2.51327 0
-3.14159 2.57611 3.93552e-05
-3.14159 2.63894 5.29239e-05
-3.14159 2.70177 1.92883e-05
-3.14159 2.7646 0
-3.14159 2.82743 0
-3.14159 2.89027 0
-3.14159 2.9531 4.19023e-05
-3.14159 3.01593 0.000103119
-3.14159 3.07876 4.49011e-05
-3.07876 -3.14159 0
-3.07876 -3.07876 0
-3.07876 -3.01593 0
-3.07876 -2.9531 0
-3.07876 -2.89027 0.000300816
-3.07876 -2.82743 0.000863105
-3.07876 -2.7646 0.00139179
-3.07876 -2.70177 0.0016969
-3.07876 -2.63894 0.00167959
-3.07876 -2.57611 0.00137513
-3.07876 -2.51327 0.000919281
-3.07876 -2.45044 0.000465617
-3.07876 -2.38761 0.000110311
-3.07876 -2.32478 0
-3.07876 -2.26195 0
-3.07876 -2.19911 0
-3.07876 -2.13628 0
-3.07876 -2.07345 0
-3.07876 -2.01062 0
-3.07876 -1.94779 0.00023909
-3.07876 -1.88496 0.000599695
-3.07876 -1.82212 0.000908913
-3.07876 -1.75929 0.00112107
-3.07876 -1.69646 0.00124885
-3.07876 -1.63363 0.00134861
-3.07876 -1.5708 0.00148126
-3.07876 -1.50796 0.00167446
-3.07876 -1.44513 0.00190703
-3.07876 -1.3823 0.00212023
-3.07876 -1.31947 0.0022449
-3.07876 -1.25664 0.00222867
-3.07876 -1.19381 0.0020522
-3.07876 -1.13097 0.00173222
-3.07876 -1.06814 0.00131494
-3.07876 -1.00531 0.000864596
-3.07876 -0.942478 0.000449998
-3.07876 -0.879646 0.000129936
-3.07876 -0.816814 0
-3.07876 -0.753982 0
-3.07876 -0.69115 0
-3.07876 -0.628319 0
-3.07876 -0.565487 5.11282e-05
-3.07876 -0.502655 6.58673e-05
-3.07876 -0.439823 3.53789e-05
-3.07876 -0.376991 0
-3.07876 -0.314159 0
-3.07876 -0.251327 0
-3.07876 -0.188496 0
-3.07876 -0.125664 2.18107e-05
-3.07876 -0.0628319 3.44289e-05
-3.07876 0 2.14918e-05
-3.07876 0.0628319 0
-3.07876 0.125664 0
-3.07876 0.188496 0
-3.07876 0.251327 0
-3.07876 0.314159 1.20635e-05
-3.07876 0.376991 2.03724e-05
-3.07876 0.439823 1.33935e-05
-3.07876 0.502655 0
-3.07876 0.565487 0
-3.07876 0.628319 0
-3.07876 0.69115 0
-3.07876 0.753982 6.52739e-06
-3.07876 0.816814 1.24915e-05
-3.07876 0.879646 9.32653e-06
-3.07876 0.942478 2.78796e-07
-3.07876 1.00531 0
-3.07876 1.06814 0
-3.07876 1.13097 0
-3.07876 1.19381 2.43611e-06
-3.07876 1.25664 8.30793e-06
-3.07876 1.31947 8.50883e-06
-3.07876 1.3823 3.10696e-06
-3.07876 1.44513 0
-3.07876 1.50796 0
-3.07876 1.5708 0
-3.07876 1.63363 0
-3.07876 1.69646 7.12185e-06
-3.07876 1.75929 1.07425e-05
-3.07876 1.82212 6.74045e-06
-3.07876 1.88496 0
-3.07876 1.94779 0
-3.07876 2.01062 0
-3.07876 2.07345 0
-3.07876 2.13628 9.83102e-06
-3.07876 2.19911 1.67296e-05
-3.07876 2.26195 1.06096e-05
-3.07876 2.32478 0
