<<<<<<< HEAD
-3.14159 -3.14159 0.000105806
-3.14159 -3.07876 0.000135081
-3.14159 -3.01593 7.56424e-05
-3.14159 -2.9531 0
-3.14159 -2.89027 0
-3.14159 -2.82743 0
-3.14159 -2.7646 0
-3.14159 -2.70177 3.23154e-05
-3.14159 -2.63894 7.48487e-05
-3.14159 -2.57611 6.74649e-05
-3.14159 -2.51327 1.75047e-05
-3.14159 -2.45044 0
-3.14159 -2.38761 0
-3.14159 -2.32478 0
-3.14159 -2.26195 0
-3.14159 -2.19911 6.07872e-05
-3.14159 -2.13628 8.60886e-05
-3.14159 -2.07345 5.19712e-05
-3.14159 -2.01062 0
-3.14159 -1.94779 0
-3.14159 -1.88496 0
-3.14159 -1.82212 0
-3.14159 -1.75929 7.1517e-05
-3.14159 -1.69646 0.000132644
-3.14159 -1.63363 9.763e-05
-3.14159 -1.5708 0
-3.14159 -1.50796 0
-3.14159 -1.44513 0
-3.14159 -1.3823 0
-3.14159 -1.31947 0.000120364
-3.14159 -1.25664 0.000234717
-3.14159 -1.19381 0.000170311
-3.14159 -1.13097 0
-3.14159 -1.06814 0
-3.14159 -1.00531 0
-3.14159 -0.942478 0
-3.14159 -0.879646 0
-3.14159 -0.816814 0
-3.14159 -0.753982 0
-3.14159 -0.69115 0
-3.14159 -0.628319 0
-3.14159 -0.565487 0
-3.14159 -0.502655 0
-3.14159 -0.439823 0
-3.14159 -0.376991 0
-3.14159 -0.314159 0
-3.14159 -0.251327 0
-3.14159 -0.188496 0
-3.14159 -0.125664 0
-3.14159 -0.0628319 0
-3.14159 0 0
-3.14159 0.0628319 0
-3.14159 0.125664 0
-3.14159 0.188496 0
-3.14159 0.251327 0
-3.14159 0.314159 0
-3.14159 0.376991 0
-3.14159 0.439823 0
-3.14159 0.502655 0
-3.14159 0.565487 0
-3.14159 0.628319 0
-3.14159 0.69115 0
-3.14159 0.753982 0
-3.14159 0.816814 0
-3.14159 0.879646 0
-3.14159 0.942478 0
-3.14159 1.00531 9.72019e-05
-3.14159 1.06814 0.000387365
-3.14159 1.13097 0.000632494
-3.14159 1.19381 0.000774907
-3.14159 1.25664 0.000792484
-3.14159 1.31947 0.000728258
-3.14159 1.3823 0.000666573
-3.14159 1.44513 0.000675358
-3.14159 1.50796 0.000760387
-3.14159 1.5708 0.000867322
-3.14159 1.63363 0.000929578
-3.14159 1.69646 0.000924222
-3.14159 1.75929 0.000892012
-3.14159 1.82212 0.000905458
-3.14159 1.88496 0.0010088
-3.14159 1.94779 0.00117539
-3.14159 2.01062 0.00131534
-3.14159 2.07345 0.00132917
-3.14159 2.13628 0.00117094
-3.14159 2.19911 0.000878275
-3.14159 2.26195 0.000551341
-3.14159 2.32478 0.000296664
-3.14159 2.38761 0.000171951
-3.14159 2.45044 0.000162789
-3.14159 2.51327 0.000199457
-3.14159 2.57611 0.000199275
-3.14159 2.63894 0.000110053
-3.14159 2.70177 0
-3.14159 2.7646 0
-3.14159 2.82743 0
-3.14159 2.89027 0
-3.14159 2.9531 0
-3.14159 3.01593 0
-3.14159 3.07876 0
-3.07876 -3.14159 1.5646e-05
-3.07876 -3.07876 6.46521e-05
-3.07876 -3.01593 3.34679e-05
-3.07876 -2.9531 0
-3.07876 -2.89027 0
-3.07876 -2.82743 0
-3.07876 -2.7646 1.44812e-05
-3.07876 -2.70177 3.2922e-05
-3.07876 -2.63894 1.93487e-05
-3.07876 -2.57611 0
-3.07876 -2.51327 0
-3.07876 -2.45044 0
-3.07876 -2.38761 8.94359e-06
-3.07876 -2.32478 3.73648e-05
-3.07876 -2.26195 3.45729e-05
-3.07876 -2.19911 0
-3.07876 -2.13628 0
-3.07876 -2.07345 0
-3.07876 -2.01062 0
-3.07876 -1.94779 3.55898e-05
-3.07876 -1.88496 6.33563e-05
-3.07876 -1.82212 3.99487e-05
-3.07876 -1.75929 0
-3.07876 -1.69646 0
-3.07876 -1.63363 0
-3.07876 -1.5708 0
-3.07876 -1.50796 7.35006e-05
-3.07876 -1.44513 0.000102729
-3.07876 -1.3823 4.91298e-05
-3.07876 -1.31947 0
-3.07876 -1.25664 0
-3.07876 -1.19381 0
-3.07876 -1.13097 5.29455e-06
-3.07876 -1.06814 9.95595e-05
-3.07876 -1.00531 4.79314e-05
-3.07876 -0.942478 0
-3.07876 -0.879646 0
-3.07876 -0.816814 0
-3.07876 -0.753982 0
-3.07876 -0.69115 0
-3.07876 -0.628319 0
-3.07876 -0.565487 0
-3.07876 -0.502655 0.000586333
-3.07876 -0.439823 0.00140276
-3.07876 -0.376991 0.00220748
-3.07876 -0.314159 0.00296283
-3.07876 -0.251327 0.00359284
-3.07876 -0.188496 0.00397602
-3.07876 -0.125664 0.00399259
-3.07876 -0.0628319 0.00359776
-3.07876 0 0.00286886
-3.07876 0.0628319 0.00198975
-3.07876 0.125664 0.0011779
-3.07876 0.188496 0.000596669
-3.07876 0.251327 0.000301411
-3.07876 0.314159 0.00024254
-3.07876 0.376991 0.000312363
-3.07876 0.439823 0.000401218
-3.07876 0.502655 0.000432916
-3.07876 0.565487 0.000370814
-3.07876 0.628319 0.0002059
-3.07876 0.69115 0
-3.07876 0.753982 0
-3.07876 0.816814 0
-3.07876 0.879646 0
-3.07876 0.942478 0
-3.07876 1.00531 0
-3.07876 1.06814 0
-3.07876 1.13097 0
-3.07876 1.19381 0
-3.07876 1.25664 0
-3.07876 1.31947 0
-3.07876 1.3823 0
-3.07876 1.44513 0
-3.07876 1.50796 0
-3.07876 1.5708 0
-3.07876 1.63363 0
-3.07876 1.69646 0
-3.07876 1.75929 0
-3.07876 1.82212 0
-3.07876 1.88496 0
-3.07876 1.94779 0
-3.07876 2.01062 0
-3.07876 2.07345 0
-3.07876 2.13628 0
-3.07876 2.19911 0
-3.07876 2.26195 0
-3.07876 2.32478 0
-3.07876 2.38761 0
-3.07876 2.45044 0
-3.07876 2.51327 0
-3.07876 2.57611 0
-3.07876 2.63894 0
-3.07876 2.70177 0
-3.07876 2.7646 0
-3.07876 2.82743 0
-3.07876 2.89027 0
-3.07876 2.9531 0
-3.07876 3.01593 0
-3.07876 3.07876 0
-3.01593 -3.14159 0
-3.01593 -3.07876 0
-3.01593 -3.01593 0
-3.01593 -2.9531 3.20302e-06
-3.01593 -2.89027 6.15043e-05
-3.01593 -2.82743 8.71749e-05
-3.01593 -2.7646 6.24338e-05
-3.01593 -2.70177 0
-3.01593 -2.63894 0
-3.01593 -2.57611 0
-3.01593 -2.51327 0
-3.01593 -2.45044 2.59497e-05
-3.01593 -2.38761 0.000105464
-3.01593 -2.32478 0.000117369
-3.01593 -2.26195 4.20246e-05
-3.01593 -2.19911 0
-3.01593 -2.13628 0
-3.01593 -2.07345 0
-3.01593 -2.01062 1.22755e-05
-3.01593 -1.94779 0.000156426
-3.01593 -1.88496 0.000197053
-3.01593 -1.82212 8.44667e-05
-3.01593 -1.75929 0
-3.01593 -1.69646 0
-3.01593 -1.63363 0
-3.01593 -1.5708 1.94173e-05
-3.01593 -1.50796 0.000263353
-3.01593 -1.44513 0.000329231
-3.01593 -1.3823 0.000131586
-3.01593 -1.31947 0
-3.01593 -1.25664 0
-3.01593 -1.19381 0
-3.01593 -1.13097 9.17887e-05
-3.01593 -1.06814 0.000561874
-3.01593 -1.00531 0.000705708
-3.01593 -0.942478 0.000330659
-3.01593 -0.879646 0
-3.01593 -0.816814 0
-3.01593 -0.753982 0
-3.01593 -0.69115 0.00109124
-3.01593 -0.628319 0.00405375
-3.01593 -0.565487 0.00796923
-3.01593 -0.502655 0.012256
-3.01593 -0.439823 0.0163684
-3.01593 -0.376991 0.0199601
-3.01593 -0.314159 0.0229065
-3.01593 -0.251327 0.0252173
-3.01593 -0.188496 0.0269154
-3.01593 -0.125664 0.0279565
-3.01593 -0.0628319 0.0282222
-3.01593 0 0.027583
-3.01593 0.0628319 0.0259927
-3.01593 0.125664 0.0235657
-3.01593 0.188496 0.0205899
-3.01593 0.251327 0.0174565
-3.01593 0.314159 0.0145312
-3.01593 0.376991 0.0120283
-3.01593 0.439823 0.00995826
-3.01593 0.502655 0.00817663
-3.01593 0.565487 0.00650288
-3.01593 0.628319 0.00483547
-3.01593 0.69115 0.00319561
-3.01593 0.753982 0.00168463
-3.01593 0.816814 0.00039813
-3.01593 0.879646 0
-3.01593 0.942478 0
-3.01593 1.00531 0
-3.01593 1.06814 0
-3.01593 1.13097 0
-3.01593 1.19381 0
-3.01593 1.25664 0
-3.01593 1.31947 0
-3.01593 1.3823 0
-3.01593 1.44513 0
-3.01593 1.50796 0
-3.01593 1.5708 0
-3.01593 1.63363 0
-3.01593 1.69646 0
-3.01593 1.75929 0
-3.01593 1.82212 0
-3.01593 1.88496 0
-3.01593 1.94779 0
-3.01593 2.01062 0
-3.01593 2.07345 0
-3.01593 2.13628 0
-3.01593 2.19911 0
-3.01593 2.26195 0
-3.01593 2.32478 0
-3.01593 2.38761 0
-3.01593 2.45044 0
-3.01593 2.51327 0
-3.01593 2.57611 0
-3.01593 2.63894 0
-3.01593 2.70177 0
-3.01593 2.7646 0
-3.01593 2.82743 0
-3.01593 2.89027 0
-3.01593 2.9531 0
-3.01593 3.01593 0
-3.01593 3.07876 0
-2.9531 -3.14159 0
-2.9531 -3.07876 0
-2.9531 -3.01593 0
-2.9531 -2.9531 3.57947e-05
-2.9531 -2.89027 0.000163548
-2.9531 -2.82743 0.000168389
-2.9531 -2.7646 6.64706e-05
