#! FIELDS phi2 phi4 hhphi2phi4 dhhphi2phi4_phi2 dhhphi2phi4_phi4
#! SET min_phi2 -pi
#! SET max_phi2 pi
#! SET nbins_phi2  50
#! SET periodic_phi2 true
#! SET min_phi4 -pi
#! SET max_phi4 pi
#! SET nbins_phi4  50
#! SET periodic_phi4 true
 -3.141593 -3.141593 0.009621 0.035310 0.074814
 -3.015929 -3.141593 0.015053 0.054704 0.092583
 -2.890265 -3.141593 0.024774 0.099844 0.105900
 -2.764602 -3.141593 0.036791 0.075836 0.126977
 -2.638938 -3.141593 0.043080 0.029772 0.145297
 -2.513274 -3.141593 0.045344 0.007772 0.180332
 -2.387610 -3.141593 0.044355 -0.026623 0.200487
 -2.261947 -3.141593 0.039932 -0.033447 0.180108
 -2.136283 -3.141593 0.036357 -0.028401 0.157196
 -2.010619 -3.141593 0.032558 -0.027610 0.144441
 -1.884956 -3.141593 0.029899 -0.016602 0.115783
 -1.759292 -3.141593 0.027535 -0.021485 0.088423
 -1.633628 -3.141593 0.025500 -0.003549 0.073640
 -1.507964 -3.141593 0.027837 0.039867 0.079424
 -1.382301 -3.141593 0.033055 0.029408 0.102814
 -1.256637 -3.141593 0.033508 -0.018530 0.096147
 -1.130973 -3.141593 0.030597 -0.023130 0.100516
 -1.005310 -3.141593 0.026028 -0.056526 0.108422
 -0.879646 -3.141593 0.017314 -0.071610 0.090511
 -0.753982 -3.141593 0.010449 -0.031158 0.069349
 -0.628319 -3.141593 0.008780 -0.006663 0.057172
 -0.502655 -3.141593 0.006732 -0.023989 0.036496
 -0.376991 -3.141593 0.004130 -0.014021 0.027116
 -0.251327 -3.141593 0.003341 0.000382 0.027671
 -0.125664 -3.141593 0.003684 0.004289 0.029365
 0.000000 -3.141593 0.004676 0.010962 0.042582
 0.125664 -3.141593 0.005431 -0.001619 0.050528
 0.251327 -3.141593 0.005081 0.000752 0.050303
 0.376991 -3.141593 0.005580 0.004581 0.056233
 0.502655 -3.141593 0.006163 0.006459 0.058286
 0.628319 -3.141593 0.007549 0.016646 0.075477
 0.753982 -3.141593 0.010607 0.031065 0.103205
 0.879646 -3.141593 0.014216 0.021479 0.128778
 1.005310 -3.141593 0.015316 -0.005241 0.138372
 1.130973 -3.141593 0.012907 -0.031812 0.120350
 1.256637 -3.141593 0.008155 -0.037983 0.088681
 1.382301 -3.141593 0.004234 -0.024632 0.054688
 1.507964 -3.141593 0.001769 -0.014529 0.024021
 1.633628 -3.141593 0.000498 -0.006149 0.007110
 1.759292 -3.141593 0.000075 -0.001295 0.001363
 1.884956 -3.141593 0.000006 -0.000139 0.000144
 2.010619 -3.141593 0.000000 -0.000006 0.000005
 2.136283 -3.141593 0.000000 0.000000 0.000000
 2.261947 -3.141593 0.000000 0.000000 0.000000
 2.387610 -3.141593 0.000000 0.000003 0.000004
 2.513274 -3.141593 0.000003 0.000054 0.000066
 2.638938 -3.141593 0.000038 0.000813 0.000696
 2.764602 -3.141593 0.000422 0.006797 0.005728
 2.890265 -3.141593 0.002141 0.021464 0.021492
 3.015929 -3.141593 0.005585 0.030762 0.046172

 -3.141593 -3.015929 0.022530 0.072390 0.124717
 -3.015929 -3.015929 0.031265 0.066628 0.166331
 -2.890265 -3.015929 0.041951 0.115319 0.179087
