#! FIELDS time phi psi ttsketch.bias
#! SET min_phi -pi
#! SET max_phi pi
#! SET min_psi -pi
#! SET max_psi pi
 316.400015 -1.340026 1.253637 0.000000
 316.600015 -1.421996 1.482539 0.000000
 316.800015 -1.271307 1.701089 0.000000
 317.000015 -1.702012 0.839597 0.000000
 317.200015 -1.117649 0.542991 0.000000
 317.400015 -1.280264 0.728926 0.000000
 317.600015 -1.285424 1.444991 0.000000
 317.800015 -1.293848 1.389139 0.000000
 318.000015 -1.614676 1.051652 0.000000
 318.200015 -1.427066 0.816684 0.000000
 318.400015 -1.321418 0.735714 0.000000
 318.600015 -1.037781 0.426825 0.000000
 318.800015 -1.222083 0.039566 0.000000
 319.000015 -1.184638 0.078328 0.000000
 319.200015 -1.325409 0.488814 0.000000
 319.400015 -1.188004 1.001991 0.000000
 319.600015 -1.468055 1.521249 0.000000
 319.800015 -1.409059 1.090392 0.000000
 320.000015 -1.147404 0.953780 0.000000
 320.200015 -1.344558 0.702322 0.000000
 320.400015 -1.480675 0.901769 0.000000
 320.600015 -1.571419 1.313167 0.000000
 320.800015 -1.427561 1.375755 0.000000
 321.000015 -1.549309 1.101425 0.000000
 321.200015 -1.233917 0.863685 0.000000
 321.400015 -1.698578 1.085181 0.000000
 321.600015 -1.386892 0.969120 0.000000
 321.800015 -1.299007 0.859248 0.000000
 322.000015 -1.362017 0.234861 0.000000
 322.200015 -1.307317 0.194045 0.000000
 322.400015 -1.229772 -0.207841 0.000000
 322.600015 -1.160161 0.496164 0.000000
 322.800015 -1.285449 1.357355 0.000000
 323.000015 -1.288941 1.478869 0.000000
 323.200015 -1.382782 1.970059 0.000000
 323.400015 -1.363543 1.609896 0.000000
 323.600015 -1.249135 1.427266 0.000000
 323.800015 -1.198539 0.650900 0.000000
 324.000015 -1.427971 0.958404 0.000000
 324.200015 -1.286046 0.756606 0.000000
 324.400015 -1.117454 1.151609 0.000000
 324.600015 -1.135060 0.816651 0.000000
 324.800015 -1.459230 1.088165 0.000000
 325.000015 -1.203905 1.044942 0.000000
 325.200015 -1.420084 1.142007 0.000000
 325.400015 -1.316033 1.025955 0.000000
 325.600015 -1.186317 0.806258 0.000000
 325.800015 -1.275622 0.935173 0.000000
 326.000015 -1.523183 0.574467 0.000000
 326.200015 -1.419845 0.633627 0.000000
 326.400016 -1.241876 0.280921 0.000000
 326.600016 -1.428232 1.293253 0.000000
 326.800016 -1.123187 1.256044 0.000000
 327.000016 -1.270008 0.880899 0.000000
 327.200016 -1.520418 0.601968 0.000000
 327.400016 -1.519629 0.730843 0.000000
 327.600016 -1.473577 1.025269 0.000000
 327.800016 -1.525712 1.125193 0.000000
 328.000016 -1.410925 1.025284 0.000000
 328.200016 -1.388216 1.228223 0.000000
 328.400016 -1.631720 0.968701 0.000000
 328.600016 -1.188360 1.191447 0.000000
 328.800016 -1.632220 1.463364 0.000000
 329.000016 -1.548343 1.345635 0.000000
 329.200016 -1.594966 0.736830 0.000000
 329.400016 -1.965177 1.606630 0.000000
 329.600016 -1.457462 2.136761 0.000000
 329.800016 -1.312677 2.395720 0.000000
 330.000016 -1.505692 2.515413 0.000000
 330.200016 -1.457353 2.520808 0.000000
 330.400016 -1.504650 2.141920 0.000000
 330.600016 -1.081599 1.866927 0.000000
 330.800016 -1.649356 1.013759 0.000000
 331.000016 -1.066802 0.533452 0.000000
 331.200016 -1.325672 1.005274 0.000000
 331.400016 -1.577437 1.459882 0.000000
 331.600016 -1.326045 1.776790 0.000000
 331.800016 -1.345324 2.204277 0.000000
 332.000016 -1.362871 2.247374 0.000000
 332.200016 -1.297171 1.877264 0.000000
 332.400016 -1.554563 1.264176 0.000000
 332.600016 -1.569560 0.880311 0.000000
 332.800016 -1.591228 1.033606 0.000000
 333.000016 -1.560716 0.511258 0.000000
 333.200016 -1.446608 0.541759 0.000000
 333.400016 -1.354414 1.099147 0.000000
 333.600016 -1.206090 1.131219 0.000000
 333.800016 -1.397161 1.260116 0.000000
 334.000016 -1.167428 0.854397 0.000000
 334.200016 -1.277087 0.557642 0.000000
 334.400016 -1.475327 0.471212 0.000000
 334.600016 -1.321808 0.727805 0.000000
 334.800016 -1.380438 0.683247 0.000000
 335.000016 -1.379356 1.363162 0.000000
 335.200016 -1.066621 1.843234 0.000000
 335.400016 -1.474330 0.843184 0.000000
 335.600016 -1.490251 1.002614 0.000000
 335.800016 -1.298052 1.423876 0.000000
 336.000016 -1.329346 1.000554 0.000000
 336.200016 -1.495664 1.165542 0.000000
 336.400016 -1.268117 1.057262 0.000000
 336.600016 -1.497729 1.229778 0.000000
 336.800016 -1.274944 1.297533 0.000000
 337.000016 -1.435198 1.423373 0.000000
 337.200016 -1.356121 0.918448 0.000000
 337.400016 -1.219658 0.702306 0.000000
 337.600016 -1.771736 0.652123 0.000000
 337.800016 -0.784921 0.047341 0.000000
 338.000016 -1.253028 0.164622 0.000000
 338.200016 -1.192679 0.849296 0.000000
 338.400016 -1.449299 1.124310 0.000000
 338.600016 -1.538981 0.886361 0.000000
 338.800016 -1.479571 1.172940 0.000000
 339.000016 -1.305087 0.981785 0.000000
 339.200016 -1.254231 1.341914 0.000000
 339.400016 -1.440773 0.802481 0.000000
 339.600016 -1.460192 0.655595 0.000000
 339.800016 -1.334254 0.878123 0.000000
 340.000016 -1.520098 0.713598 0.000000
 340.200016 -1.176613 0.480145 0.000000
 340.400016 -1.522417 1.197055 0.000000
 340.600016 -1.541985 0.764767 0.000000
 340.800016 -1.252193 0.615430 0.000000
 341.000016 -1.407697 0.688849 0.000000
 341.200016 -1.257340 0.651785 0.000000
 341.400016 -1.712458 0.741961 0.000000
 341.600016 -1.410954 0.607247 0.000000
 341.800016 -1.278925 1.322343 0.000000
 342.000016 -1.219364 1.266368 0.000000
 342.200016 -1.166816 1.147422 0.000000
 342.400016 -1.315731 1.140545 0.000000
 342.600016 -1.265812 1.674054 0.000000
 342.800016 -1.692594 2.209324 0.000000
 343.000016 -1.767691 2.506368 0.000000
 343.200016 -1.753633 2.272942 0.000000
 343.400016 -2.081207 2.032689 0.000000
 343.600016 -1.754599 2.666049 0.000000
 343.800016 -1.885980 2.731761 0.000000
 344.000016 -2.497150 2.599178 0.000000
 344.200016 -2.396263 2.962344 0.000000
 344.400016 -2.837791 2.615760 0.000000
 344.600016 -2.399680 2.676477 0.000000
 344.800016 -1.960205 2.541577 0.000000
 345.000016 -1.386499 2.632770 0.000000
 345.200016 -0.963541 2.477824 0.000000
 345.400016 -1.698314 2.211488 0.000000
 345.600016 -2.405097 1.811250 0.000000
 345.800016 -2.373156 1.490971 0.000000
 346.000016 -1.709649 0.584522 0.000000
 346.200016 -0.985370 0.491979 0.000000
 346.400016 -1.471435 0.801089 0.000000
 346.600016 -1.439454 0.616780 0.000000
 346.800016 -1.577142 0.728053 0.000000
 347.000016 -1.492426 1.548252 0.000000
 347.200016 -1.278980 2.484063 0.000000
 347.400017 -1.573113 2.263924 0.000000
 347.600017 -1.669389 2.302564 0.000000
 347.800017 -1.597557 2.055465 0.000000
 348.000017 -1.325908 2.138395 0.000000
 348.200017 -1.679230 2.534136 0.000000
 348.400017 -2.577514 2.610058 0.000000
 348.600017 -2.438794 2.712821 0.000000
 348.800017 -1.720809 2.551849 0.000000
 349.000017 -1.171727 1.918269 0.000000
 349.200017 -1.335152 1.202577 0.000000
 349.400017 -1.131731 0.597118 0.000000
 349.600017 -1.717458 0.656646 0.000000
 349.800017 -1.610401 1.097327 0.000000
 350.000017 -1.232282 0.575689 0.000000
 350.200017 -1.767396 0.975630 0.000000
 350.400017 -1.409066 1.139866 0.000000
 350.600017 -1.401657 0.670946 0.000000
 350.800017 -1.492362 0.400607 0.000000
 351.000017 -1.832743 0.941750 0.000000
 351.200017 -1.459937 1.106003 0.000000
 351.400017 -1.672170 0.903363 0.000000
 351.600017 -1.249111 1.364671 0.000000
 351.800017 -1.171424 0.895230 0.000000
 352.000017 -1.479330 1.347970 0.000000
 352.200017 -1.001126 0.546267 0.000000
 352.400017 -1.349528 0.766519 0.000000
 352.600017 -1.148655 1.152382 0.000000
 352.800017 -1.581796 1.527305 0.000000
 353.000017 -1.620533 1.269702 0.000000
 353.200017 -1.333543 0.788069 0.000000
 353.400017 -1.340377 1.188652 0.000000
 353.600017 -1.467088 1.214673 0.000000
 353.800017 -1.632885 1.141435 0.000000
 354.000017 -1.557318 1.755697 0.000000
 354.200017 -1.194834 1.631623 0.000000
 354.400017 -1.585536 1.927379 0.000000
 354.600017 -1.606138 2.201934 0.000000
 354.800017 -1.878446 2.518607 0.000000
 355.000017 -2.165546 2.476201 0.000000
 355.200017 -2.153291 2.660339 0.000000
 355.400017 -2.360105 3.046578 0.000000
 355.600017 -2.523140 2.848702 0.000000
 355.800017 -2.472380 2.750190 0.000000
 356.000017 -1.976995 2.945160 0.000000
 356.200017 -2.911009 2.614484 0.000000
 356.400017 -2.553765 2.630909 0.000000
 356.600017 -2.206049 2.962254 0.000000
 356.800017 -2.561778 3.005747 0.000000
 357.000017 -2.606912 2.774257 0.000000
 357.200017 -2.514738 2.921757 0.000000
 357.400017 -2.442996 2.633457 0.000000
 357.600017 -2.716834 2.828436 0.000000
 357.800017 -2.186580 2.784520 0.000000
 358.000017 -1.674746 2.662378 0.000000
 358.200017 -2.297836 2.209656 0.000000
 358.400017 -2.891994 3.090001 0.000000
 358.600017 -2.573422 2.715588 0.000000
 358.800017 -2.641488 3.100955 0.000000
 359.000017 -2.716371 2.549538 0.000000
 359.200017 -2.414487 2.527251 0.000000
 359.400017 -2.800836 2.422580 0.000000
 359.600017 -2.453691 2.809222 0.000000
 359.800017 -2.448568 2.969384 0.000000
 360.000017 -2.594498 2.908778 0.000000
 360.200017 -2.748322 2.882870 0.000000
 360.400017 -2.647225 2.972821 0.000000
 360.600017 -2.284890 2.576065 0.000000
 360.800017 -2.399938 2.777605 0.000000
 361.000017 -2.767902 2.989412 0.000000
 361.200017 -2.301743 2.526936 0.000000
 361.400017 -2.609350 2.449574 0.000000
 361.600017 -2.450562 2.731707 0.000000
 361.800017 -2.508850 2.864775 0.000000
 362.000017 -2.535506 2.704021 0.000000
 362.200017 -2.788525 2.965694 0.000000
 362.400017 -2.577854 2.609866 0.000000
 362.600017 -2.269337 2.832916 0.000000
 362.800017 -2.577931 2.766345 0.000000
 363.000017 -2.603054 2.997665 0.000000
 363.200017 -2.860624 2.989142 0.000000
 363.400017 -2.086419 -3.096655 0.000000
 363.600017 -2.513167 2.687927 0.000000
 363.800017 -2.780536 2.331512 0.000000
 364.000017 -2.460514 2.803351 0.000000
 364.200017 -2.472199 2.838176 0.000000
 364.400017 -2.689472 2.627708 0.000000
 364.600017 -2.599838 2.725962 0.000000
 364.800017 -2.216975 2.661399 0.000000
 365.000017 -2.512977 2.710482 0.000000
 365.200017 -2.635385 2.573780 0.000000
 365.400017 -2.521606 2.527764 0.000000
 365.600017 -2.523546 2.818896 0.000000
 365.800017 -2.513978 2.610369 0.000000
 366.000017 -2.311883 2.324826 0.000000
 366.200017 -2.558476 2.874683 0.000000
 366.400017 -2.844182 3.004528 0.000000
 366.600017 -2.404048 2.844215 0.000000
 366.800017 -2.750772 2.597113 0.000000
 367.000017 -2.288495 2.812276 0.000000
 367.200017 -2.755801 2.479087 0.000000
 367.400017 -2.584202 2.802081 0.000000
 367.600017 -2.406966 -3.094130 0.000000
 367.800017 -2.796633 2.806414 0.000000
 368.000017 -2.364781 3.061655 0.000000
 368.200017 -2.703106 2.954400 0.000000
 368.400017 -2.457407 2.991517 0.000000
 368.600018 -2.553151 2.471149 0.000000
 368.800018 -2.609671 2.580898 0.000000
 369.000018 -2.591845 2.398295 0.000000
 369.200018 -2.448176 2.463479 0.000000
 369.400018 -2.742957 2.459341 0.000000
 369.600018 -2.497513 2.467778 0.000000
 369.800018 -2.473151 2.600461 0.000000
 370.000018 -2.427420 3.014904 0.000000
 370.200018 -2.781879 -3.107772 0.000000
 370.400018 -2.712630 2.584166 0.000000
 370.600018 -2.591933 2.774301 0.000000
 370.800018 -2.687767 2.536674 0.000000
 371.000018 -2.433528 2.537265 0.000000
 371.200018 -2.223386 2.399694 0.000000
 371.400018 -2.276069 2.500529 0.000000
 371.600018 -2.376155 2.832471 0.000000
 371.800018 -2.740554 2.824162 0.000000
 372.000018 -2.444852 2.481791 0.000000
 372.200018 -2.302662 2.387319 0.000000
 372.400018 -2.068475 2.553028 0.000000
 372.600018 -1.411394 2.653588 0.000000
 372.800018 -1.906878 2.198365 0.000000
 373.000018 -2.467560 1.752509 0.000000
 373.200018 -2.145406 1.872541 0.000000
 373.400018 -2.091767 2.519025 0.000000
 373.600018 -2.275155 2.422471 0.000000
 373.800018 -2.398146 2.877550 0.000000
 374.000018 -2.093162 2.635530 0.000000
 374.200018 -2.514232 2.505267 0.000000
 374.400018 -2.659386 -3.043708 0.000000
 374.600018 -2.569085 3.110537 0.000000
 374.800018 -2.213418 2.935148 0.000000
 375.000018 -2.692253 2.359461 0.000000
 375.200018 -2.442019 2.405299 0.000000
 375.400018 -1.969416 2.613973 0.000000
 375.600018 -2.487956 2.976327 0.000000
 375.800018 -2.587378 2.818917 0.000000
 376.000018 -2.017379 2.703540 0.000000
 376.200018 -1.894608 2.003861 0.000000
 376.400018 -1.648180 1.515795 0.000000
 376.600018 -1.173837 1.196945 0.000000
 376.800018 -1.145695 0.417583 0.000000
 377.000018 -1.357903 0.766510 0.000000
 377.200018 -1.165060 0.921960 0.000000
 377.400018 -1.826060 0.983650 0.000000
 377.600018 -2.219648 1.569312 0.000000
 377.800018 -2.544972 1.860978 0.000000
 378.000018 -2.497019 2.730487 0.000000
 378.200018 -2.244775 -2.970390 0.000000
 378.400018 -2.360197 2.942612 0.000000
 378.600018 -2.693861 2.560510 0.000000
 378.800018 -2.135291 2.064002 0.000000
 379.000018 -2.480027 2.199093 0.000000
 379.200018 -1.777082 2.534067 0.000000
 379.400018 -1.816974 2.643524 0.000000
 379.600018 -2.596006 2.186383 0.000000
 379.800018 -2.341680 2.408566 0.000000
 380.000018 -2.237369 2.488919 0.000000
 380.200018 -1.912890 3.041613 0.000000
 380.400018 -2.486109 2.780615 0.000000
 380.600018 -2.402212 2.451665 0.000000
 380.800018 -1.498372 2.655315 0.000000
 381.000018 -1.750943 2.758150 0.000000
 381.200018 -1.933204 2.429815 0.000000
 381.400018 -1.746805 2.817455 0.000000
 381.600018 -2.049645 2.899992 0.000000
 381.800018 -2.425425 2.512947 0.000000
 382.000018 -2.511148 2.750019 0.000000
 382.200018 -2.534291 2.532638 0.000000
 382.400018 -1.865723 2.160110 0.000000
 382.600018 -1.942911 1.888781 0.000000
 382.800018 -2.111534 2.424715 0.000000
 383.000018 -2.123056 2.345025 0.000000
 383.200018 -2.346446 1.740023 0.000000
 383.400018 -2.392161 2.591066 0.000000
 383.600018 -2.517427 3.057860 0.000000
 383.800018 -2.202876 2.175804 0.000000
 384.000018 -2.330627 2.627605 0.000000
 384.200018 -2.394289 2.679773 0.000000
 384.400018 -2.240953 2.410447 0.000000
 384.600018 -2.452815 2.616894 0.000000
 384.800018 -2.543576 2.897543 0.000000
 385.000018 -2.501033 2.405707 0.000000
 385.200018 -2.311374 2.206747 0.000000
 385.400018 -2.181356 2.612859 0.000000
 385.600018 -2.469464 2.952732 0.000000
 385.800018 -2.702032 2.978359 0.000000
 386.000018 -2.929667 2.930257 0.000000
 386.200018 -2.321644 2.805722 0.000000
 386.400018 -2.579061 2.319563 0.000000
 386.600018 -2.290593 2.601716 0.000000
 386.800018 -2.518627 2.728313 0.000000
 387.000018 -2.348568 2.494471 0.000000
 387.200018 -2.332215 2.310800 0.000000
 387.400018 -2.158164 2.525228 0.000000
 387.600018 -2.414587 2.878474 0.000000
 387.800018 -2.499348 2.884908 0.000000
 388.000018 -2.650001 2.760582 0.000000
 388.200018 -2.834705 2.773399 0.000000
 388.400018 -2.760016 2.685180 0.000000
 388.600018 -2.609736 2.553533 0.000000
 388.800018 -2.025497 -3.129117 0.000000
 389.000018 -1.471373 2.601504 0.000000
 389.200018 -1.286024 2.590175 0.000000
 389.400018 -1.365511 2.284119 0.000000
 389.600019 -1.237802 1.660139 0.000000
 389.800019 -1.201639 1.502340 0.000000
 390.000019 -1.162432 0.818314 0.000000
 390.200019 -1.230320 0.007344 0.000000
 390.400019 -1.318772 1.197963 0.000000
 390.600019 -1.384787 1.238129 0.000000
 390.800019 -1.419803 1.274720 0.000000
 391.000019 -1.224426 0.766379 0.000000
 391.200019 -1.243424 0.574786 0.000000
 391.400019 -1.356569 -0.015488 0.000000
 391.600019 -1.383357 0.425043 0.000000
 391.800019 -1.593000 0.789816 0.000000
 392.000019 -1.434871 1.018823 0.000000
 392.200019 -1.517208 0.463634 0.000000
 392.400019 -1.691961 0.762929 0.000000
 392.600019 -1.263319 1.489687 0.000000
 392.800019 -1.335477 1.351839 0.000000
 393.000019 -1.540325 1.105638 0.000000
 393.200019 -1.159783 0.474957 0.000000
 393.400019 -1.294302 0.729290 0.000000
 393.600019 -1.545264 1.515164 0.000000
 393.800019 -1.308060 1.367998 0.000000
 394.000019 -1.443433 1.319114 0.000000
 394.200019 -1.469491 1.446606 0.000000
 394.400019 -1.870058 1.216742 0.000000
 394.600019 -1.621187 1.101940 0.000000
 394.800019 -1.088433 0.828443 0.000000
 395.000019 -1.098113 0.518195 0.000000
 395.200019 -1.321876 0.867720 0.000000
 395.400019 -1.437839 0.800952 0.000000
 395.600019 -1.413950 0.559119 0.000000
 395.800019 -1.522686 0.789080 0.000000
 396.000019 -1.333924 1.361710 0.000000
 396.200019 -1.505728 1.305646 0.000000
 396.400019 -1.154868 1.198412 0.000000
 396.600019 -1.580011 0.384940 0.000000
 396.800019 -1.628690 0.714208 0.000000
 397.000019 -1.349080 0.836186 0.000000
 397.200019 -1.310179 0.472936 0.000000
 397.400019 -1.241476 0.142323 0.000000
 397.600019 -1.752890 0.211613 0.000000
 397.800019 -1.295913 -0.056062 0.000000
 398.000019 -1.199915 -0.188091 0.000000
 398.200019 -1.185109 -0.133903 0.000000
 398.400019 -2.275143 1.117528 0.000000
 398.600019 -2.083662 0.812974 0.000000
 398.800019 -1.139392 0.753588 0.000000
 399.000019 -1.602954 1.106010 0.000000
 399.200019 -1.497240 1.379731 0.000000
 399.400019 -1.582376 1.242792 0.000000
 399.600019 -1.144152 0.784095 0.000000
 399.800019 -1.449386 -0.078343 0.000000
 400.000019 -1.701463 0.092444 0.000000
 400.200019 -1.183868 0.345222 0.000000
 400.400019 -1.483182 0.744122 0.000000
 400.600019 -0.991450 1.152565 0.000000
 400.800019 -1.441472 1.252345 0.000000
 401.000019 -1.224247 1.473281 0.000000
 401.200019 -1.622940 1.537651 0.000000
 401.400019 -1.429776 1.172659 0.000000
 401.600019 -1.337440 0.990245 0.000000
 401.800019 -1.361022 1.215075 0.000000
 402.000019 -1.213046 1.276650 0.000000
 402.200019 -1.506550 1.118208 0.000000
 402.400019 -1.393628 1.098929 0.000000
 402.600019 -1.402204 1.311854 0.000000
 402.800019 -1.394458 1.093180 0.000000
 403.000019 -1.436482 0.890442 0.000000
 403.200019 -1.687694 0.657580 0.000000
 403.400019 -1.572533 0.571608 0.000000
 403.600019 -1.378543 0.705237 0.000000
 403.800019 -1.244975 1.203271 0.000000
 404.000019 -1.621821 1.260135 0.000000
 404.200019 -0.962356 1.321350 0.000000
 404.400019 -1.425448 1.075513 0.000000
 404.600019 -1.411984 0.891761 0.000000
 404.800019 -1.543591 1.001370 0.000000
 405.000019 -1.254524 0.917724 0.000000
 405.200019 -1.240629 1.232622 0.000000
 405.400019 -1.391204 1.223016 0.000000
 405.600019 -1.297062 0.763375 0.000000
 405.800019 -1.300122 0.245155 0.000000
 406.000019 -0.870915 0.056422 0.000000
 406.200019 -1.012337 0.525945 0.000000
 406.400019 -1.435830 0.719617 0.000000
 406.600019 -1.276796 0.714219 0.000000
 406.800019 -1.391601 0.852455 0.000000
 407.000019 -1.254213 0.493328 0.000000
 407.200019 -1.467884 0.774510 0.000000
 407.400019 -1.155592 1.167661 0.000000
 407.600019 -1.240649 1.525435 0.000000
 407.800019 -1.529207 1.684809 0.000000
 408.000019 -1.320219 1.853295 0.000000
 408.200019 -1.302968 1.712638 0.000000
 408.400019 -1.304221 1.191871 0.000000
 408.600019 -1.601587 1.155490 0.000000
 408.800019 -1.341035 1.296929 0.000000
 409.000019 -1.473161 1.033032 0.000000
 409.200019 -1.241297 0.649676 0.000000
 409.400019 -1.197181 0.951677 0.000000
 409.600019 -1.371784 0.922052 0.000000
 409.800019 -1.414838 1.050334 0.000000
 410.000019 -1.401055 0.983355 0.000000
 410.200019 -1.447395 0.689337 0.000000
 410.400019 -1.396033 0.337892 0.000000
 410.600020 -1.443798 1.148000 0.000000
 410.800020 -1.663329 1.478637 0.000000
 411.000020 -0.994514 1.216556 0.000000
 411.200020 -1.720108 1.294337 0.000000
 411.400020 -1.280035 1.360926 0.000000
 411.600020 -1.632607 1.483653 0.000000
 411.800020 -1.431650 1.039708 0.000000
 412.000020 -1.235225 0.178383 0.000000
 412.200020 -1.541068 0.405272 0.000000
 412.400020 -1.557605 0.596897 0.000000
 412.600020 -1.167875 0.531335 0.000000
 412.800020 -1.289989 0.688074 0.000000
 413.000020 -1.166127 1.095920 0.000000
 413.200020 -1.293744 0.911535 0.000000
 413.400020 -1.189219 0.540169 0.000000
 413.600020 -1.316697 0.621153 0.000000
 413.800020 -1.454399 0.791431 0.000000
 414.000020 -1.208482 0.911139 0.000000
 414.200020 -1.232500 0.781370 0.000000
 414.400020 -1.583796 1.093309 0.000000
 414.600020 -1.286179 0.492629 0.000000
 414.800020 -1.016656 1.180734 0.000000
 415.000020 -1.577504 1.055539 0.000000
 415.200020 -1.361671 0.485923 0.000000
 415.400020 -1.734704 0.632574 0.000000
 415.600020 -1.235664 1.332702 0.000000
 415.800020 -1.264340 1.128000 0.000000
 416.000020 -1.529185 0.764978 0.000000
 416.200020 -1.215646 1.173624 0.000000
 416.400020 -1.793398 1.340551 0.000000
 416.600020 -1.569382 1.998600 0.000000
 416.800020 -1.516608 2.205179 0.000000
 417.000020 -1.799159 1.805380 0.000000
 417.200020 -1.319912 2.039719 0.000000
 417.400020 -1.387554 1.605703 0.000000
 417.600020 -1.461994 1.501129 0.000000
 417.800020 -1.180201 1.039272 0.000000
 418.000020 -1.369033 0.541105 0.000000
 418.200020 -1.237987 0.816350 0.000000
 418.400020 -1.461788 1.209821 0.000000
 418.600020 -1.143104 1.131195 0.000000
 418.800020 -1.427618 1.224139 0.000000
 419.000020 -1.480666 1.153162 0.000000
 419.200020 -1.553956 1.265958 0.000000
 419.400020 -1.580458 0.890272 0.000000
 419.600020 -1.534673 0.838327 0.000000
 419.800020 -1.386783 0.973391 0.000000
 420.000020 -1.555993 1.303076 0.000000
 420.200020 -1.684320 1.484589 0.000000
 420.400020 -1.390538 0.963760 0.000000
 420.600020 -1.586228 0.655313 0.000000
 420.800020 -1.069718 1.004388 0.000000
 421.000020 -1.526915 0.947735 0.000000
 421.200020 -1.219812 0.304301 0.000000
 421.400020 -1.718667 0.646773 0.000000
 421.600020 -1.439614 0.855502 0.000000
 421.800020 -1.388310 1.346821 0.000000
 422.000020 -1.602252 1.165671 0.000000
 422.200020 -1.486586 0.993785 0.000000
 422.400020 -1.520031 0.746004 0.000000
 422.600020 -1.213898 1.105661 0.000000
 422.800020 -1.451781 0.983203 0.000000
 423.000020 -1.275210 0.712283 0.000000
 423.200020 -1.257091 0.884087 0.000000
 423.400020 -1.223895 0.903615 0.000000
 423.600020 -1.430665 0.650851 0.000000
 423.800020 -1.398464 1.220519 0.000000
 424.000020 -1.046043 1.158417 0.000000
 424.200020 -1.382116 0.876978 0.000000
 424.400020 -1.320113 0.734311 0.000000
 424.600020 -1.484135 1.081526 0.000000
 424.800020 -1.413161 1.088377 0.000000
 425.000020 -1.049883 0.970660 0.000000
 425.200020 -1.751320 0.821906 0.000000
 425.400020 -1.764932 0.762042 0.000000
 425.600020 -1.689718 0.491308 0.000000
 425.800020 -1.338059 0.524589 0.000000
 426.000020 -1.358104 0.958320 0.000000
 426.200020 -1.454153 1.276532 0.000000
 426.400020 -1.360077 0.649067 0.000000
 426.600020 -1.527338 0.613867 0.000000
 426.800020 -1.511468 0.444126 0.000000
 427.000020 -1.425979 0.944562 0.000000
 427.200020 -1.290063 0.519997 0.000000
 427.400020 -1.296458 1.300925 0.000000
 427.600020 -1.704864 1.544039 0.000000
 427.800020 -1.274356 1.079048 0.000000
 428.000020 -1.386117 1.441855 0.000000
 428.200020 -1.455570 1.429940 0.000000
 428.400020 -1.307389 0.590212 0.000000
 428.600020 -1.701247 0.772742 0.000000
 428.800020 -1.146294 1.080569 0.000000
 429.000020 -1.304414 0.428299 0.000000
 429.200020 -1.551827 0.974225 0.000000
 429.400020 -1.483542 1.490146 0.000000
 429.600020 -1.263998 1.701097 0.000000
 429.800020 -1.687751 1.666636 0.000000
 430.000020 -1.359649 1.456132 0.000000
 430.200020 -1.474858 1.235163 0.000000
 430.400020 -1.578553 1.606169 0.000000
 430.600020 -1.483750 2.213409 0.000000
 430.800020 -1.324269 2.432373 0.000000
 431.000020 -1.601952 2.308953 0.000000
 431.200020 -1.771473 2.116067 0.000000
 431.400020 -1.962035 2.440348 0.000000
 431.600020 -1.523587 2.769594 0.000000
 431.800021 -1.293576 2.410860 0.000000
 432.000021 -1.911050 2.316308 0.000000
 432.200021 -2.620129 2.453963 0.000000
 432.400021 -1.741545 2.634423 0.000000
 432.600021 -1.833660 3.003033 0.000000
 432.800021 -1.920809 2.588918 0.000000
 433.000021 -2.591742 2.840399 0.000000
 433.200021 -2.525576 2.909008 0.000000
 433.400021 -2.287690 2.780989 0.000000
 433.600021 -2.336322 2.598588 0.000000
 433.800021 -2.698286 2.583515 0.000000
 434.000021 -2.750837 2.560434 0.000000
 434.200021 -1.937135 2.666270 0.000000
 434.400021 -1.308390 2.559148 0.000000
 434.600021 -1.173032 2.241404 0.000000
 434.800021 -1.621038 1.302987 0.000000
 435.000021 -1.363827 0.783874 0.000000
 435.200021 -1.478762 1.220839 0.000000
 435.400021 -1.312460 1.032976 0.000000
 435.600021 -1.490669 1.035957 0.000000
 435.800021 -1.270262 1.028118 0.000000
 436.000021 -1.589936 0.683892 0.000000
 436.200021 -1.276930 0.517009 0.000000
 436.400021 -1.378442 0.662089 0.000000
 436.600021 -1.325370 0.283520 0.000000
 436.800021 -1.095526 0.418510 0.000000
 437.000021 -1.596519 0.514394 0.000000
 437.200021 -1.595284 0.412622 0.000000
 437.400021 -1.371914 0.678081 0.000000
 437.600021 -1.290479 0.964136 0.000000
 437.800021 -1.523183 1.285824 0.000000
 438.000021 -1.240139 1.266474 0.000000
 438.200021 -1.465862 0.898990 0.000000
 438.400021 -1.510553 0.884626 0.000000
 438.600021 -1.351997 1.172085 0.000000
 438.800021 -1.224540 1.545247 0.000000
 439.000021 -1.484058 1.918649 0.000000
 439.200021 -1.654055 1.997009 0.000000
 439.400021 -1.494913 2.092140 0.000000
 439.600021 -1.708096 2.287421 0.000000
 439.800021 -1.825589 2.274533 0.000000
 440.000021 -1.513092 2.119430 0.000000
 440.200021 -1.730980 2.609280 0.000000
 440.400021 -2.310758 2.389804 0.000000
 440.600021 -2.573328 2.794252 0.000000
 440.800021 -2.388391 2.639959 0.000000
 441.000021 -2.097689 2.363003 0.000000
 441.200021 -2.135061 2.467575 0.000000
 441.400021 -1.927358 2.381975 0.000000
 441.600021 -1.651910 2.800292 0.000000
 441.800021 -1.683063 2.850536 0.000000
 442.000021 -1.302811 2.535606 0.000000
 442.200021 -1.573414 2.540067 0.000000
 442.400021 -1.572796 2.435010 0.000000
 442.600021 -1.317664 2.278364 0.000000
