#! FIELDS phi2 ffphi2 dffphi2_phi2
#! SET min_phi2 -pi
#! SET max_phi2 pi
#! SET nbins_phi2  100
#! SET periodic_phi2 true
 -3.141593 16.655888 -44.361895
 -3.078761 13.849633 -44.780429
 -3.015929 11.253188 -36.261336
 -2.953097 9.265139 -28.565168
 -2.890265 7.528958 -26.489867
 -2.827433 6.051813 -20.108733
 -2.764602 4.908911 -17.221829
 -2.701770 3.868205 -16.120294
 -2.638938 2.781279 -18.330603
 -2.576106 1.844691 -9.266360
 -2.513274 1.576003 -1.569914
 -2.450442 1.432841 -3.133657
 -2.387610 1.307409 -0.133373
 -2.324779 1.359412 1.063199
 -2.261947 1.471602 3.047939
 -2.199115 1.717659 3.758179
 -2.136283 1.808032 -1.095825
 -2.073451 1.774068 1.705276
 -2.010619 2.015041 4.349901
 -1.947787 2.196225 2.232785
 -1.884956 2.436171 4.777276
 -1.822124 2.635985 1.683917
 -1.759292 2.798319 3.560876
 -1.696460 2.854915 -3.689897
 -1.633628 2.428368 -7.759025
 -1.570796 1.988948 -6.680563
 -1.507964 1.554991 -6.867893
 -1.445133 1.158092 -5.850495
 -1.382301 0.840005 -3.956136
 -1.319469 0.642721 -2.727352
 -1.256637 0.504954 -1.492314
 -1.193805 0.435744 -0.980164
 -1.130973 0.447548 2.568238
 -1.068142 0.852502 9.800106
 -1.005310 1.571919 13.137772
 -0.942478 2.603770 19.522257
 -0.879646 3.870173 19.818957
 -0.816814 5.175389 22.239974
 -0.753982 6.607257 22.797368
 -0.691150 8.168733 28.087617
 -0.628319 10.120679 31.930961
 -0.565487 11.981254 27.548191
 -0.502655 13.814735 31.597209
 -0.439823 15.932381 34.512777
 -0.376991 18.024993 30.597852
 -0.314159 19.792099 26.845128
 -0.251327 21.551456 28.082814
 -0.188496 23.109252 20.150683
 -0.125664 24.156111 13.966206
 -0.062832 24.891455 8.942653
 0.000000 25.320921 5.126256
 0.062832 25.546997 1.938339
 0.125664 25.517086 -3.705594
 0.188496 25.022444 -12.128999
 0.251327 24.122874 -14.925065
 0.314159 23.221380 -14.072951
 0.376991 22.254670 -17.804646
 0.439823 21.042929 -18.721704
 0.502655 20.024635 -14.404741
 0.565487 19.170195 -12.290525
 0.628319 18.551806 -7.508541
 0.691150 18.098911 -7.881277
 0.753982 17.701348 -2.577001
 0.816814 17.846290 6.016021
 0.879646 18.340286 9.787717
 0.942478 19.141631 15.932636
 1.005310 20.333532 21.641013
 1.068142 21.856478 27.125647
 1.130973 23.816156 34.856745
 1.193805 26.144067 38.314129
 1.256637 28.609113 39.538229
 1.319469 31.224651 44.650346
 1.382301 34.299117 51.513221
 1.445133 37.573932 51.735997
 1.507964 40.857316 51.385953
 1.570796 44.129983 52.980688
 1.633628 47.617192 55.950278
 1.696460 51.044471 49.953618
 1.759292 53.704796 35.729818
 1.822124 56.159138 43.693200
 1.884956 59.197347 54.575888
 1.947787 63.743882 94.366149
 2.010619 71.519380 152.178787
 2.073451 91.707036 -244.380948
 2.136283 78.241447 -183.030994
 2.199115 68.646773 -122.757037
 2.261947 62.735560 -66.379331
 2.324779 60.098944 -20.304616
 2.387610 59.480211 -10.120240
 2.450442 57.194851 -62.633101
 2.513274 53.069838 -62.059320
 2.576106 49.436804 -55.357054
 2.638938 45.902174 -58.419192
 2.701770 42.078313 -62.232343
 2.764602 38.171679 -62.131453
 2.827433 34.258253 -62.136628
 2.890265 30.424992 -59.413478
 2.953097 26.758298 -58.235970
 3.015929 23.061947 -58.445961
 3.078761 19.599259 -50.760255
