#! FIELDS psi3 hhpsi3 dhhpsi3_psi3
#! SET min_psi3 -pi
#! SET max_psi3 pi
#! SET nbins_psi3  100
#! SET periodic_psi3 true
 -3.141593 0.172690 -0.217533
 -3.078761 0.159240 -0.207575
 -3.015929 0.146646 -0.186853
 -2.953097 0.135814 -0.156497
 -2.890265 0.126904 -0.122495
 -2.827433 0.120506 -0.080192
 -2.764602 0.116096 -0.064312
 -2.701770 0.112073 -0.061979
 -2.638938 0.107872 -0.072050
 -2.576106 0.103365 -0.065423
 -2.513274 0.099351 -0.065524
 -2.450442 0.094986 -0.070399
 -2.387610 0.090360 -0.074984
 -2.324779 0.086032 -0.056123
 -2.261947 0.083245 -0.035992
 -2.199115 0.081085 -0.031294
 -2.136283 0.079100 -0.033129
 -2.073451 0.076880 -0.033761
 -2.010619 0.074867 -0.031962
 -1.947787 0.072560 -0.038982
 -1.884956 0.070292 -0.029495
 -1.822124 0.069026 -0.008721
 -1.759292 0.069161 0.014240
 -1.696460 0.070857 0.041002
 -1.633628 0.074195 0.064161
 -1.570796 0.078314 0.064005
 -1.507964 0.082423 0.073947
 -1.445133 0.087798 0.092372
 -1.382301 0.093151 0.079582
 -1.319469 0.098927 0.116383
 -1.256637 0.107865 0.160647
 -1.193805 0.118023 0.162680
 -1.130973 0.128932 0.191212
 -1.068142 0.141693 0.211628
 -1.005310 0.155631 0.236394
 -0.942478 0.170942 0.248757
 -0.879646 0.186577 0.245275
 -0.816814 0.200582 0.198867
 -0.753982 0.212104 0.181610
 -0.691150 0.224880 0.234938
 -0.628319 0.240955 0.269551
 -0.565487 0.258387 0.293618
 -0.502655 0.277254 0.291665
 -0.439823 0.292831 0.207045
 -0.376991 0.304174 0.156790
 -0.314159 0.310363 0.029753
 -0.251327 0.308087 -0.086422
 -0.188496 0.300155 -0.160208
 -0.125664 0.288156 -0.209795
 -0.062832 0.274468 -0.219562
 0.000000 0.260300 -0.224744
 0.062832 0.246591 -0.204623
 0.125664 0.234568 -0.172242
 0.188496 0.224858 -0.136497
 0.251327 0.216467 -0.129645
 0.314159 0.208884 -0.105264
 0.376991 0.202306 -0.109826
 0.439823 0.194931 -0.114734
 0.502655 0.188298 -0.096064
 0.565487 0.181667 -0.118202
 0.628319 0.173617 -0.131049
 0.691150 0.164816 -0.149843
 0.753982 0.154911 -0.158937
 0.816814 0.144922 -0.153335
 0.879646 0.136011 -0.128969
 0.942478 0.127823 -0.134458
 1.005310 0.119369 -0.123854
 1.068142 0.112923 -0.079645
 1.130973 0.108668 -0.059301
 1.193805 0.104945 -0.058360
 1.256637 0.101575 -0.042417
 1.319469 0.099982 -0.007539
 1.382301 0.099950 0.004487
 1.445133 0.100571 0.017028
 1.507964 0.101730 0.020619
 1.570796 0.103332 0.033525
 1.633628 0.105978 0.051651
 1.696460 0.109546 0.062870
 1.759292 0.114107 0.087247
 1.822124 0.120525 0.114763
 1.884956 0.127768 0.114606
 1.947787 0.135325 0.134883
 2.010619 0.144935 0.167622
 2.073451 0.155119 0.148772
 2.136283 0.163694 0.140479
 2.199115 0.174310 0.200602
 2.261947 0.187951 0.228920
 2.324779 0.202073 0.210295
 2.387610 0.212685 0.128034
 2.450442 0.219215 0.090980
 2.513274 0.224113 0.067835
 2.576106 0.228064 0.063634
 2.638938 0.231638 0.045850
 2.701770 0.232916 -0.001437
 2.764602 0.231910 -0.027156
 2.827433 0.228362 -0.089772
 2.890265 0.220554 -0.151662
 2.953097 0.209573 -0.188098
 3.015929 0.197818 -0.179365
 3.078761 0.186111 -0.198927
