#! FIELDS phi3 phi4 hhphi3phi4
#! SET min_phi3 -pi
#! SET max_phi3 pi
#! SET min_phi4 -pi
#! SET max_phi4 pi
     -3.141592653589793     -3.141592653589793 -0.0005419202756051129
     -3.141592653589793     -3.015928947446201   0.006001800991802031
     -3.141592653589793      -2.89026524130261    0.01423057323667053
     -3.141592653589793     -2.764601535159018    0.02060422112582494
     -3.141592653589793     -2.638937829015426    0.02936724197936758
     -3.141592653589793     -2.513274122871834    0.03842913214259042
     -3.141592653589793     -2.387610416728243    0.03990841104205022
     -3.141592653589793     -2.261946710584651     0.0372050699845014
     -3.141592653589793     -2.136283004441059    0.04249579626731814
     -3.141592653589793     -2.010619298297468    0.05524430591236202
     -3.141592653589793     -1.884955592153876    0.05892296294547293
     -3.141592653589793     -1.759291886010284    0.04839244770587427
     -3.141592653589793     -1.633628179866693     0.0441968980644751
     -3.141592653589793     -1.507964473723101    0.05944356292596874
     -3.141592653589793     -1.382300767579509    0.07955830144533435
     -3.141592653589793     -1.256637061435917    0.09770490004415038
     -3.141592653589793     -1.130973355292325     0.1200285246971448
     -3.141592653589793     -1.005309649148733     0.1232769766388148
     -3.141592653589793     -0.879645943005142    0.08194178318604174
     -3.141592653589793    -0.7539822368615505    0.02907254068454404
     -3.141592653589793    -0.6283185307179586   0.009227197667548611
     -3.141592653589793    -0.5026548245743667   0.009902873779032255
     -3.141592653589793    -0.3769911184307753   0.005092052856814901
     -3.141592653589793    -0.2513274122871838   0.002651232626170986
     -3.141592653589793    -0.1256637061435919   0.008452549515110201
     -3.141592653589793                      0   0.009033562128044278
     -3.141592653589793     0.1256637061435919   0.002772921840400193
     -3.141592653589793     0.2513274122871834  0.0003573316884199155
     -3.141592653589793     0.3769911184307753   0.002606010590203633
     -3.141592653589793     0.5026548245743672   0.005991482052446462
     -3.141592653589793     0.6283185307179582    0.01315620946676799
     -3.141592653589793     0.7539822368615501     0.0245461081847235
     -3.141592653589793     0.8796459430051424    0.03420134315402678
     -3.141592653589793      1.005309649148734    0.03693982228776423
     -3.141592653589793      1.130973355292326    0.03134562402565756
     -3.141592653589793      1.256637061435917     0.0194360068651837
     -3.141592653589793      1.382300767579509   0.007617017005544953
     -3.141592653589793      1.507964473723101   0.001830699019523249
     -3.141592653589793      1.633628179866692  0.0008860135388316097
     -3.141592653589793      1.759291886010284  0.0001584223166735004
     -3.141592653589793      1.884955592153876  -0.001356491499526779
     -3.141592653589793      2.010619298297467     -0.002330345325879
     -3.141592653589793       2.13628300444106  -0.002318822417630012
     -3.141592653589793      2.261946710584651  -0.001082303929098596
     -3.141592653589793      2.387610416728243  0.0008440785413890341
     -3.141592653589793      2.513274122871834   0.001801704188575934
     -3.141592653589793      2.638937829015426   0.002379559636143033
     -3.141592653589793      2.764601535159018   0.004127149056836227
     -3.141592653589793      2.890265241302609   0.004132730381603203
     -3.141592653589793      3.015928947446201  0.0004080854022811007
     -3.015928947446201     -3.141592653589793   0.009539998510844989
     -3.015928947446201     -3.015928947446201    0.02160736267146712
     -3.015928947446201      -2.89026524130261    0.02977976438237472
     -3.015928947446201     -2.764601535159018    0.03007174274608607
     -3.015928947446201     -2.638937829015426    0.03454161609680981
     -3.015928947446201     -2.513274122871834    0.04303943122766776
     -3.015928947446201     -2.387610416728243    0.04284589553496883
     -3.015928947446201     -2.261946710584651    0.03693704135145183
     -3.015928947446201     -2.136283004441059    0.03917845081489359
     -3.015928947446201     -2.010619298297468    0.04805973554515523
     -3.015928947446201     -1.884955592153876    0.05008239609325865
     -3.015928947446201     -1.759291886010284    0.04388001114508368
     -3.015928947446201     -1.633628179866693    0.04338795583832802
     -3.015928947446201     -1.507964473723101    0.05504390800953109
     -3.015928947446201     -1.382300767579509    0.07042920327638355
     -3.015928947446201     -1.256637061435917    0.08744362221930325
     -3.015928947446201     -1.130973355292325     0.1073458867134081
     -3.015928947446201     -1.005309649148733     0.1088539675100955
     -3.015928947446201     -0.879645943005142    0.07394431215687237
     -3.015928947446201    -0.7539822368615505    0.03001085804785317
     -3.015928947446201    -0.6283185307179586    0.01177021848957408
     -3.015928947446201    -0.5026548245743667    0.01068475043501884
     -3.015928947446201    -0.3769911184307753   0.007199526914751514
     -3.015928947446201    -0.2513274122871838   0.005564840658126206
     -3.015928947446201    -0.1256637061435919   0.008943423099386078
     -3.015928947446201                      0   0.008556482813311169
     -3.015928947446201     0.1256637061435919   0.005333871712833718
     -3.015928947446201     0.2513274122871834   0.006430787083094068
     -3.015928947446201     0.3769911184307753   0.009721337008290927
     -3.015928947446201     0.5026548245743672     0.0130296340441558
     -3.015928947446201     0.6283185307179582    0.02077570570685224
     -3.015928947446201     0.7539822368615501    0.03250541169119062
     -3.015928947446201     0.8796459430051424     0.0420597928188034
     -3.015928947446201      1.005309649148734    0.04632586721612745
     -3.015928947446201      1.130973355292326    0.04295094443001495
     -3.015928947446201      1.256637061435917     0.0301856676145044
     -3.015928947446201      1.382300767579509    0.01531557209431774
     -3.015928947446201      1.507964473723101   0.008052985864752013
     -3.015928947446201      1.633628179866692   0.006281305940875432
     -3.015928947446201      1.759291886010284   0.003458231352315965
     -3.015928947446201      1.884955592153876   0.001040961124099361
     -3.015928947446201      2.010619298297467   0.001232557745883709
     -3.015928947446201       2.13628300444106   0.001248518099425346
     -3.015928947446201      2.261946710584651  0.0009886111915480742
     -3.015928947446201      2.387610416728243   0.002416274252571034
     -3.015928947446201      2.513274122871834   0.003422635066192197
     -3.015928947446201      2.638937829015426   0.003574795587368546
     -3.015928947446201      2.764601535159018   0.005914464968581183
     -3.015928947446201      2.890265241302609   0.007661066464876324
     -3.015928947446201      3.015928947446201   0.006068382430966477
      -2.89026524130261     -3.141592653589793    0.01939129178563933
      -2.89026524130261     -3.015928947446201    0.03743075928342644
      -2.89026524130261      -2.89026524130261    0.04622412529256566
      -2.89026524130261     -2.764601535159018    0.04101844599078402
      -2.89026524130261     -2.638937829015426    0.04178577811844907
      -2.89026524130261     -2.513274122871834    0.05023214834776803
      -2.89026524130261     -2.387610416728243     0.0484404723734019
      -2.89026524130261     -2.261946710584651    0.03909517365444872
      -2.89026524130261     -2.136283004441059    0.03838125438852583
      -2.89026524130261     -2.010619298297468    0.04390987018644008
      -2.89026524130261     -1.884955592153876    0.04442849823977641
      -2.89026524130261     -1.759291886010284    0.04205719803912651
      -2.89026524130261     -1.633628179866693    0.04518708763678943
      -2.89026524130261     -1.507964473723101    0.05420157181805611
      -2.89026524130261     -1.382300767579509     0.0660095896442939
      -2.89026524130261     -1.256637061435917    0.08314134040244482
      -2.89026524130261     -1.130973355292325     0.1024894068174955
      -2.89026524130261     -1.005309649148733      0.102931098394939
      -2.89026524130261     -0.879645943005142    0.07187130317659282
      -2.89026524130261    -0.7539822368615505    0.03316054898970811
      -2.89026524130261    -0.6283185307179586    0.01488354881330077
      -2.89026524130261    -0.5026548245743667    0.01188768611445307
      -2.89026524130261    -0.3769911184307753   0.009290862950744194
      -2.89026524130261    -0.2513274122871838   0.008094148384543108
      -2.89026524130261    -0.1256637061435919   0.009233902260126207
      -2.89026524130261                      0   0.007896419705732769
      -2.89026524130261     0.1256637061435919   0.007325519233876936
      -2.89026524130261     0.2513274122871834    0.01164710037639892
      -2.89026524130261     0.3769911184307753    0.01601912619698654
      -2.89026524130261     0.5026548245743672    0.01976326673339684
      -2.89026524130261     0.6283185307179582    0.02922106320996019
      -2.89026524130261     0.7539822368615501     0.0425851023074574
      -2.89026524130261     0.8796459430051424    0.05293532116466268
      -2.89026524130261      1.005309649148734    0.05920031299465812
      -2.89026524130261      1.130973355292326     0.0578681072750672
      -2.89026524130261      1.256637061435917    0.04300626451334134
      -2.89026524130261      1.382300767579509    0.02346041381920054
      -2.89026524130261      1.507964473723101    0.01393123233481213
      -2.89026524130261      1.633628179866692    0.01131531238044096
      -2.89026524130261      1.759291886010284   0.006328093802585752
      -2.89026524130261      1.884955592153876   0.002829191654196747
      -2.89026524130261      2.010619298297467   0.004202249274448494
      -2.89026524130261       2.13628300444106    0.00429814622449393
      -2.89026524130261      2.261946710584651   0.002518884613805484
      -2.89026524130261      2.387610416728243   0.003431645126647281
      -2.89026524130261      2.513274122871834   0.004532291181925048
      -2.89026524130261      2.638937829015426   0.004391474811278214
      -2.89026524130261      2.764601535159018   0.007571192877213393
      -2.89026524130261      2.890265241302609    0.01118548358596235
      -2.89026524130261      3.015928947446201    0.01155572242862877
     -2.764601535159018     -3.141592653589793    0.02317821904818791
     -2.764601535159018     -3.015928947446201      0.044198823521264
     -2.764601535159018      -2.89026524130261     0.0539344797042211
     -2.764601535159018     -2.764601535159018     0.0469539397283103
     -2.764601535159018     -2.638937829015426     0.0464503577226007
     -2.764601535159018     -2.513274122871834    0.05499381372313458
     -2.764601535159018     -2.387610416728243    0.05245918690577189
     -2.764601535159018     -2.261946710584651     0.0413038845173369
     -2.764601535159018     -2.136283004441059    0.03878732646979371
     -2.764601535159018     -2.010619298297468    0.04247649490565959
     -2.764601535159018     -1.884955592153876    0.04228838207612963
     -2.764601535159018     -1.759291886010284    0.04180257844842813
     -2.764601535159018     -1.633628179866693    0.04694179218373364
     -2.764601535159018     -1.507964473723101    0.05527658176680485
     -2.764601535159018     -1.382300767579509    0.06592045207674534
     -2.764601535159018     -1.256637061435917    0.08402970501866508
     -2.764601535159018     -1.130973355292325     0.1049423083438689
     -2.764601535159018     -1.005309649148733     0.1059995637948294
     -2.764601535159018     -0.879645943005142    0.07525437993886556
     -2.764601535159018    -0.7539822368615505    0.03620236842466902
     -2.764601535159018    -0.6283185307179586     0.0163491575631892
     -2.764601535159018    -0.5026548245743667      0.012092163084238
     -2.764601535159018    -0.3769911184307753   0.009402438383458549
     -2.764601535159018    -0.2513274122871838   0.007748108708515208
     -2.764601535159018    -0.1256637061435919   0.007607452308348924
     -2.764601535159018                      0   0.005818642480579624
     -2.764601535159018     0.1256637061435919    0.00615795950894542
     -2.764601535159018     0.2513274122871834    0.01133891767738802
     -2.764601535159018     0.3769911184307753    0.01594261165372781
     -2.764601535159018     0.5026548245743672    0.02074451168925607
     -2.764601535159018     0.6283185307179582    0.03282852252180713
     -2.764601535159018     0.7539822368615501    0.04867496111277894
     -2.764601535159018     0.8796459430051424    0.06046316515502339
     -2.764601535159018      1.005309649148734    0.06844693507158013
     -2.764601535159018      1.130973355292326    0.06817256889790937
     -2.764601535159018      1.256637061435917    0.05079382710079602
     -2.764601535159018      1.382300767579509    0.02678777601642594
     -2.764601535159018      1.507964473723101     0.0151354044961008
     -2.764601535159018      1.633628179866692    0.01223162602560093
     -2.764601535159018      1.759291886010284   0.006204595227115937
     -2.764601535159018      1.884955592153876    0.00195732589814621
     -2.764601535159018      2.010619298297467   0.003978699365110061
     -2.764601535159018       2.13628300444106   0.004303644685794334
     -2.764601535159018      2.261946710584651   0.001685745544883017
     -2.764601535159018      2.387610416728243   0.002113565904935581
     -2.764601535159018      2.513274122871834   0.003285982709881839
     -2.764601535159018      2.638937829015426   0.003352365171502628
     -2.764601535159018      2.764601535159018   0.007349561778332409
     -2.764601535159018      2.890265241302609    0.01209371396499192
     -2.764601535159018      3.015928947446201     0.0133851924442347
     -2.638937829015426     -3.141592653589793    0.02458369136769999
     -2.638937829015426     -3.015928947446201    0.04583605092306001
     -2.638937829015426      -2.89026524130261    0.05491223435192145
     -2.638937829015426     -2.764601535159018    0.04660089417635114
     -2.638937829015426     -2.638937829015426    0.04483080679707643
     -2.638937829015426     -2.513274122871834    0.05257793389632144
     -2.638937829015426     -2.387610416728243    0.04966814805365752
     -2.638937829015426     -2.261946710584651    0.03827362038804223
     -2.638937829015426     -2.136283004441059    0.03493409792605234
     -2.638937829015426     -2.010619298297468    0.03708027455957347
     -2.638937829015426     -1.884955592153876    0.03635982952274008
     -2.638937829015426     -1.759291886010284    0.03733273023493407
     -2.638937829015426     -1.633628179866693    0.04337185672573467
     -2.638937829015426     -1.507964473723101     0.0500489689982741
     -2.638937829015426     -1.382300767579509    0.05849817394657151
     -2.638937829015426     -1.256637061435917    0.07506437381963176
     -2.638937829015426     -1.130973355292325    0.09385648014099078
     -2.638937829015426     -1.005309649148733     0.0943342944350405
     -2.638937829015426     -0.879645943005142    0.06769383639993648
     -2.638937829015426    -0.7539822368615505    0.03405866331751184
     -2.638937829015426    -0.6283185307179586    0.01600135926068785
     -2.638937829015426    -0.5026548245743667    0.01144420463681656
     -2.638937829015426    -0.3769911184307753   0.009326272267634316
     -2.638937829015426    -0.2513274122871838   0.007992513680055624
     -2.638937829015426    -0.1256637061435919   0.007073249833891692
     -2.638937829015426                      0   0.005121363531769416
     -2.638937829015426     0.1256637061435919   0.006390404486513513
     -2.638937829015426     0.2513274122871834    0.01225206763360463
     -2.638937829015426     0.3769911184307753    0.01680965888735832
     -2.638937829015426     0.5026548245743672    0.02129453583735717
     -2.638937829015426     0.6283185307179582    0.03283449451416902
     -2.638937829015426     0.7539822368615501    0.04778763194479854
     -2.638937829015426     0.8796459430051424     0.0587861307913519
     -2.638937829015426      1.005309649148734    0.06674281254397499
     -2.638937829015426      1.130973355292326    0.06719650083239796
     -2.638937829015426      1.256637061435917    0.05067884380161065
     -2.638937829015426      1.382300767579509    0.02726126641064519
     -2.638937829015426      1.507964473723101    0.01589431676846858
     -2.638937829015426      1.633628179866692     0.0129371208564143
     -2.638937829015426      1.759291886010284   0.006676580289710276
     -2.638937829015426      1.884955592153876   0.002439908979280827
     -2.638937829015426      2.010619298297467   0.004699962913859452
     -2.638937829015426       2.13628300444106   0.005016314193398085
     -2.638937829015426      2.261946710584651   0.002104696604947958
     -2.638937829015426      2.387610416728243   0.002333456364963057
     -2.638937829015426      2.513274122871834   0.003433314630435233
     -2.638937829015426      2.638937829015426   0.003361487249551068
     -2.638937829015426      2.764601535159018   0.007274789816889327
     -2.638937829015426      2.890265241302609    0.01225182558802391
     -2.638937829015426      3.015928947446201     0.0141233691567615
     -2.513274122871834     -3.141592653589793    0.02679707963829243
     -2.513274122871834     -3.015928947446201    0.04725041716772593
     -2.513274122871834      -2.89026524130261    0.05434703126065423
     -2.513274122871834     -2.764601535159018    0.04363663653266615
     -2.513274122871834     -2.638937829015426    0.03980919137570752
     -2.513274122871834     -2.513274122871834    0.04621407880245076
     -2.513274122871834     -2.387610416728243    0.04294737372710016
     -2.513274122871834     -2.261946710584651      0.032013657545825
     -2.513274122871834     -2.136283004441059    0.02854268656622837
     -2.513274122871834     -2.010619298297468     0.0291067393234215
     -2.513274122871834     -1.884955592153876    0.02751320083857289
     -2.513274122871834     -1.759291886010284    0.02990750139152795
     -2.513274122871834     -1.633628179866693    0.03641698484180529
     -2.513274122871834     -1.507964473723101    0.04007999343466337
     -2.513274122871834     -1.382300767579509    0.04470465728138532
     -2.513274122871834     -1.256637061435917    0.05746358535657228
     -2.513274122871834     -1.130973355292325    0.07079832356306298
     -2.513274122871834     -1.005309649148733     0.0695809737113357
     -2.513274122871834     -0.879645943005142    0.05131756777072952
     -2.513274122871834    -0.7539822368615505    0.02926190175300321
     -2.513274122871834    -0.6283185307179586    0.01585020999568687
     -2.513274122871834    -0.5026548245743667    0.01131958747636161
     -2.513274122871834    -0.3769911184307753    0.01065790702637032
     -2.513274122871834    -0.2513274122871838    0.01080596308461963
     -2.513274122871834    -0.1256637061435919   0.009325102117039376
     -2.513274122871834                      0   0.007295350516734452
     -2.513274122871834     0.1256637061435919     0.0105248646811993
     -2.513274122871834     0.2513274122871834    0.01849988001216445
     -2.513274122871834     0.3769911184307753    0.02339798207519036
     -2.513274122871834     0.5026548245743672    0.02610777496211199
     -2.513274122871834     0.6283185307179582    0.03434444215043371
     -2.513274122871834     0.7539822368615501    0.04558931727181119
     -2.513274122871834     0.8796459430051424      0.053634664054851
     -2.513274122871834      1.005309649148734    0.06026340424054223
     -2.513274122871834      1.130973355292326    0.06187042614096955
     -2.513274122871834      1.256637061435917    0.04895179631208819
     -2.513274122871834      1.382300767579509    0.02937635040518799
     -2.513274122871834      1.507964473723101    0.01965542873014271
     -2.513274122871834      1.633628179866692    0.01649905987149388
     -2.513274122871834      1.759291886010284     0.0101662707964556
     -2.513274122871834      1.884955592153876   0.006477243357767783
     -2.513274122871834      2.010619298297467   0.009006477857577539
     -2.513274122871834       2.13628300444106   0.009010429050462482
     -2.513274122871834      2.261946710584651   0.005822370650315861
     -2.513274122871834      2.387610416728243   0.006066492232651498
     -2.513274122871834      2.513274122871834   0.006847199156690086
     -2.513274122871834      2.638937829015426   0.005746268804957549
     -2.513274122871834      2.764601535159018   0.008626928897298854
     -2.513274122871834      2.890265241302609    0.01345887577808842
     -2.513274122871834      3.015928947446201    0.01596131990382408
     -2.387610416728243     -3.141592653589793    0.02788265463232958
     -2.387610416728243     -3.015928947446201    0.04766540026387803
     -2.387610416728243      -2.89026524130261    0.05371809474253469
     -2.387610416728243     -2.764601535159018    0.04190926938995335
     -2.387610416728243     -2.638937829015426    0.03716062979557817
     -2.387610416728243     -2.513274122871834    0.04290589037375011
     -2.387610416728243     -2.387610416728243    0.03944683451693789
     -2.387610416728243     -2.261946710584651    0.02889436323936352
     -2.387610416728243     -2.136283004441059    0.02561467121859332
     -2.387610416728243     -2.010619298297468    0.02542451001365869
     -2.387610416728243     -1.884955592153876    0.02316283745447842
     -2.387610416728243     -1.759291886010284     0.0260960089343286
     -2.387610416728243     -1.633628179866693     0.0328746402549867
     -2.387610416728243     -1.507964473723101    0.03507581743282154
     -2.387610416728243     -1.382300767579509    0.03770402142460978
     -2.387610416728243     -1.256637061435917    0.04844185863498484
     -2.387610416728243     -1.130973355292325    0.05908659666097965
     -2.387610416728243     -1.005309649148733    0.05732532195171088
     -2.387610416728243     -0.879645943005142      0.043690302954533
     -2.387610416728243    -0.7539822368615505    0.02766829991897206
     -2.387610416728243    -0.6283185307179586     0.0164765509737941
     -2.387610416728243    -0.5026548245743667    0.01177025560741442
     -2.387610416728243    -0.3769911184307753     0.0118681912643011
     -2.387610416728243    -0.2513274122871838    0.01294395453039904
