<<<<<<< HEAD
-3.14159 1.94779 0
-3.14159 2.01062 0
-3.14159 2.07345 0
-3.14159 2.13628 0
-3.14159 2.19911 0
-3.14159 2.26195 0
-3.14159 2.32478 0
-3.14159 2.38761 0
-3.14159 2.45044 0
-3.14159 2.51327 0
-3.14159 2.57611 0
-3.14159 2.63894 0
-3.14159 2.70177 0
-3.14159 2.7646 0
-3.14159 2.82743 0
-3.14159 2.89027 0
-3.14159 2.9531 0
-3.14159 3.01593 0
-3.14159 3.07876 0
-3.07876 -3.14159 0
-3.07876 -3.07876 0
-3.07876 -3.01593 0
-3.07876 -2.9531 1.06608e-08
-3.07876 -2.89027 2.49888e-08
-3.07876 -2.82743 2.5525e-08
-3.07876 -2.7646 1.29956e-08
-3.07876 -2.70177 0
-3.07876 -2.63894 0
-3.07876 -2.57611 0
-3.07876 -2.51327 0
-3.07876 -2.45044 1.03043e-08
-3.07876 -2.38761 2.92257e-08
-3.07876 -2.32478 2.97488e-08
-3.07876 -2.26195 8.61139e-09
-3.07876 -2.19911 0
-3.07876 -2.13628 0
-3.07876 -2.07345 0
-3.07876 -2.01062 4.53094e-09
-3.07876 -1.94779 4.14896e-08
-3.07876 -1.88496 5.14129e-08
-3.07876 -1.82212 2.19341e-08
-3.07876 -1.75929 0
-3.07876 -1.69646 0
-3.07876 -1.63363 0
-3.07876 -1.5708 3.00015e-09
-3.07876 -1.50796 6.86789e-08
-3.07876 -1.44513 9.00344e-08
-3.07876 -1.3823 4.08282e-08
-3.07876 -1.31947 0
-3.07876 -1.25664 0
-3.07876 -1.19381 0
-3.07876 -1.13097 7.58338e-08
-3.07876 -1.06814 3.6482e-07
-3.07876 -1.00531 7.31398e-07
-3.07876 -0.942478 1.14338e-06
-3.07876 -0.879646 1.60138e-06
-3.07876 -0.816814 2.1172e-06
-3.07876 -0.753982 2.66341e-06
-3.07876 -0.69115 3.13928e-06
-3.07876 -0.628319 3.39575e-06
-3.07876 -0.565487 3.32176e-06
-3.07876 -0.502655 2.94218e-06
-3.07876 -0.439823 2.4549e-06
-3.07876 -0.376991 2.16437e-06
-3.07876 -0.314159 2.33633e-06
-3.07876 -0.251327 3.05545e-06
-3.07876 -0.188496 4.17224e-06
-3.07876 -0.125664 5.37178e-06
-3.07876 -0.0628319 6.3226e-06
-3.07876 0 6.82031e-06
-3.07876 0.0628319 6.8529e-06
-3.07876 0.125664 6.56723e-06
-3.07876 0.188496 6.17011e-06
-3.07876 0.251327 5.82175e-06
-3.07876 0.314159 5.5705e-06
-3.07876 0.376991 5.35025e-06
-3.07876 0.439823 5.0338e-06
-3.07876 0.502655 4.51421e-06
-3.07876 0.565487 3.77459e-06
-3.07876 0.628319 2.91017e-06
-3.07876 0.69115 2.08772e-06
-3.07876 0.753982 1.46143e-06
-3.07876 0.816814 1.09311e-06
-3.07876 0.879646 9.25788e-07
-3.07876 0.942478 8.28171e-07
-3.07876 1.00531 6.81296e-07
-3.07876 1.06814 4.50385e-07
-3.07876 1.13097 1.95817e-07
-3.07876 1.19381 1.9998e-08
-3.07876 1.25664 0
-3.07876 1.31947 9.44746e-08
-3.07876 1.3823 2.49624e-07
-3.07876 1.44513 3.63634e-07
-3.07876 1.50796 3.93074e-07
-3.07876 1.5708 3.65671e-07
-3.07876 1.63363 3.54704e-07
-3.07876 1.69646 4.27532e-07
-3.07876 1.75929 6.03033e-07
-3.07876 1.82212 8.41844e-07
-3.07876 1.88496 1.07055e-06
-3.07876 1.94779 1.22267e-06
-3.07876 2.01062 1.27397e-06
-3.07876 2.07345 1.25623e-06
-3.07876 2.13628 1.24403e-06
-3.07876 2.19911 1.3205e-06
-3.07876 2.26195 1.53597e-06
-3.07876 2.32478 1.87814e-06
-3.07876 2.38761 2.26884e-06
-3.07876 2.45044 2.59152e-06
-3.07876 2.51327 2.73735e-06
-3.07876 2.57611 2.64807e-06
-3.07876 2.63894 2.33529e-06
-3.07876 2.70177 1.86972e-06
-3.07876 2.7646 1.34945e-06
-3.07876 2.82743 8.64943e-07
-3.07876 2.89027 4.75717e-07
-3.07876 2.9531 2.04119e-07
-3.07876 3.01593 4.26403e-08
-3.07876 3.07876 0
-3.01593 -3.14159 0
-3.01593 -3.07876 0
-3.01593 -3.01593 0
-3.01593 -2.9531 8.12944e-09
-3.01593 -2.89027 3.17865e-07
-3.01593 -2.82743 3.81918e-07
-3.01593 -2.7646 1.89079e-07
-3.01593 -2.70177 0
-3.01593 -2.63894 0
-3.01593 -2.57611 0
-3.01593 -2.51327 0
-3.01593 -2.45044 1.72539e-07
-3.01593 -2.38761 3.29056e-07
-3.01593 -2.32478 2.69526e-07
-3.01593 -2.26195 2.31851e-08
-3.01593 -2.19911 0
-3.01593 -2.13628 0
-3.01593 -2.07345 0
-3.01593 -2.01062 8.919e-08
-3.01593 -1.94779 3.95037e-07
-3.01593 -1.88496 4.43817e-07
-3.01593 -1.82212 1.60641e-07
-3.01593 -1.75929 0
-3.01593 -1.69646 0
-3.01593 -1.63363 0
-3.01593 -1.5708 3.49814e-08
-3.01593 -1.50796 5.93618e-07
-3.01593 -1.44513 7.82706e-07
-3.01593 -1.3823 3.88069e-07
-3.01593 -1.31947 0
-3.01593 -1.25664 0
-3.01593 -1.19381 0
-3.01593 -1.13097 0
-3.01593 -1.06814 9.35455e-07
-3.01593 -1.00531 2.36896e-06
-3.01593 -0.942478 3.76541e-06
-3.01593 -0.879646 5.33277e-06
-3.01593 -0.816814 7.41748e-06
-3.01593 -0.753982 9.98504e-06
-3.01593 -0.69115 1.22589e-05
-3.01593 -0.628319 1.29218e-05
-3.01593 -0.565487 1.09045e-05
-3.01593 -0.502655 6.30469e-06
-3.01593 -0.439823 7.62455e-07
-3.01593 -0.376991 0
-3.01593 -0.314159 0
-3.01593 -0.251327 1.91459e-06
-3.01593 -0.188496 1.03298e-05
-3.01593 -0.125664 1.96765e-05
-3.01593 -0.0628319 2.73011e-05
-3.01593 0 3.16705e-05
-3.01593 0.0628319 3.27942e-05
-3.01593 0.125664 3.17953e-05
-3.01593 0.188496 3.00427e-05
-3.01593 0.251327 2.84152e-05
-3.01593 0.314159 2.70519e-05
-3.01593 0.376991 2.55753e-05
-3.01593 0.439823 2.35185e-05
-3.01593 0.502655 2.0669e-05
-3.01593 0.565487 1.71788e-05
-3.01593 0.628319 1.34637e-05
-3.01593 0.69115 1.0003e-05
-3.01593 0.753982 7.15542e-06
-3.01593 0.816814 5.06142e-06
-3.01593 0.879646 3.64652e-06
-3.01593 0.942478 2.70333e-06
-3.01593 1.00531 2.00551e-06
-3.01593 1.06814 1.40354e-06
-3.01593 1.13097 8.66204e-07
-3.01593 1.19381 4.58833e-07
-3.01593 1.25664 2.7662e-07
-3.01593 1.31947 3.67868e-07
-3.01593 1.3823 6.84503e-07
-3.01593 1.44513 1.08678e-06
-3.01593 1.50796 1.40783e-06
-3.01593 1.5708 1.5531e-06
-3.01593 1.63363 1.57919e-06
-3.01593 1.69646 1.68895e-06
-3.01593 1.75929 2.11556e-06
-3.01593 1.82212 2.944e-06
-3.01593 1.88496 3.98879e-06
-3.01593 1.94779 4.84724e-06
-3.01593 2.01062 5.14789e-06
-3.01593 2.07345 4.86137e-06
-3.01593 2.13628 4.44699e-06
-3.01593 2.19911 4.67137e-06
-3.01593 2.26195 6.14672e-06
-3.01593 2.32478 8.86045e-06
-3.01593 2.38761 1.20278e-05
-3.01593 2.45044 1.44189e-05
-3.01593 2.51327 1.49976e-05
-3.01593 2.57611 1.34806e-05
-3.01593 2.63894 1.04681e-05
-3.01593 2.70177 7.07203e-06
-3.01593 2.7646 4.30232e-06
-3.01593 2.82743 2.60122e-06
-3.01593 2.89027 1.78234e-06
-3.01593 2.9531 1.33885e-06
-3.01593 3.01593 8.56841e-07
-3.01593 3.07876 2.51961e-07
-2.9531 -3.14159 0
-2.9531 -3.07876 0
-2.9531 -3.01593 0
-2.9531 -2.9531 0
-2.9531 -2.89027 3.94358e-07
-2.9531 -2.82743 4.7974e-07
-2.9531 -2.7646 2.37066e-07
-2.9531 -2.70177 0
-2.9531 -2.63894 0
-2.9531 -2.57611 0
-2.9531 -2.51327 0
-2.9531 -2.45044 2.18446e-07
-2.9531 -2.38761 4.04035e-07
-2.9531 -2.32478 3.23275e-07
-2.9531 -2.26195 1.9754e-08
-2.9531 -2.19911 0
-2.9531 -2.13628 0
-2.9531 -2.07345 0
-2.9531 -2.01062 1.14372e-07
-2.9531 -1.94779 4.76954e-07
-2.9531 -1.88496 5.29016e-07
-2.9531 -1.82212 1.86382e-07
-2.9531 -1.75929 0
-2.9531 -1.69646 0
-2.9531 -1.63363 0
-2.9531 -1.5708 4.53659e-08
-2.9531 -1.50796 7.09437e-07
-2.9531 -1.44513 9.32629e-07
-2.9531 -1.3823 4.63099e-07
-2.9531 -1.31947 0
-2.9531 -1.25664 0
-2.9531 -1.19381 0
-2.9531 -1.13097 0
-2.9531 -1.06814 8.46872e-07
-2.9531 -1.00531 2.31655e-06
-2.9531 -0.942478 3.67176e-06
-2.9531 -0.879646 5.19354e-06
-2.9531 -0.816814 7.33665e-06
-2.9531 -0.753982 1.00929e-05
-2.9531 -0.69115 1.2547e-05
-2.9531 -0.628319 1.31152e-05
-2.9531 -0.565487 1.04983e-05
-2.9531 -0.502655 4.79409e-06
-2.9531 -0.439823 0
-2.9531 -0.376991 0
-2.9531 -0.314159 0
-2.9531 -0.251327 0
-2.9531 -0.188496 8.47312e-06
-2.9531 -0.125664 1.93976e-05
-2.9531 -0.0628319 2.82951e-05
-2.9531 0 3.33893e-05
-2.9531 0.0628319 3.47414e-05
-2.9531 0.125664 3.37021e-05
-2.9531 0.188496 3.18585e-05
-2.9531 0.251327 3.01777e-05
-2.9531 0.314159 2.87603e-05
-2.9531 0.376991 2.71557e-05
-2.9531 0.439823 2.48799e-05
-2.9531 0.502655 2.17768e-05
-2.9531 0.565487 1.80749e-05
-2.9531 0.628319 1.42175e-05
-2.9531 0.69115 1.06399e-05
-2.9531 0.753982 7.62973e-06
-2.9531 0.816814 5.29879e-06
-2.9531 0.879646 3.62314e-06
-2.9531 0.942478 2.49568e-06
-2.9531 1.00531 1.76602e-06
-2.9531 1.06814 1.27534e-06
-2.9531 1.13097 8.98717e-07
-2.9531 1.19381 5.87148e-07
-2.9531 1.25664 3.79651e-07
-2.9531 1.31947 3.61097e-07
-2.9531 1.3823 5.77686e-07
-2.9531 1.44513 9.65483e-07
-2.9531 1.50796 1.35741e-06
-2.9531 1.5708 1.588e-06
-2.9531 1.63363 1.63452e-06
-2.9531 1.69646 1.6798e-06
-2.9531 1.75929 2.01311e-06
-2.9531 1.82212 2.80252e-06
-2.9531 1.88496 3.89729e-06
-2.9531 1.94779 4.84442e-06
-2.9531 2.01062 5.17604e-06
-2.9531 2.07345 4.81008e-06
-2.9531 2.13628 4.2656e-06
-2.9531 2.19911 4.46442e-06
-2.9531 2.26195 6.16415e-06
-2.9531 2.32478 9.36419e-06
-2.9531 2.38761 1.31111e-05
-2.9531 2.45044 1.59033e-05
-2.9531 2.51327 1.64891e-05
-2.9531 2.57611 1.45653e-05
-2.9531 2.63894 1.0925e-05
-2.9531 2.70177 6.97322e-06
-2.9531 2.7646 3.94054e-06
-2.9531 2.82743 2.30255e-06
-2.9531 2.89027 1.72844e-06
-2.9531 2.9531 1.50446e-06
-2.9531 3.01593 1.08135e-06
-2.9531 3.07876 3.76159e-07
-2.89027 -3.14159 0
-2.89027 -3.07876 0
-2.89027 -3.01593 0
-2.89027 -2.9531 0
-2.89027 -2.89027 1.57644e-07
-2.89027 -2.82743 1.98141e-07
-2.89027 -2.7646 9.74089e-08
-2.89027 -2.70177 0
-2.89027 -2.63894 0
-2.89027 -2.57611 0
-2.89027 -2.51327 0
-2.89027 -2.45044 9.22062e-08
-2.89027 -2.38761 1.57035e-07
-2.89027 -2.32478 1.17128e-07
-2.89027 -2.26195 0
-2.89027 -2.19911 0
-2.89027 -2.13628 0
-2.89027 -2.07345 0
-2.89027 -2.01062 5.02096e-08
-2.89027 -1.94779 1.76723e-07
-2.89027 -1.88496 1.87838e-07
-2.89027 -1.82212 5.96911e-08
-2.89027 -1.75929 0
-2.89027 -1.69646 0
-2.89027 -1.63363 0
-2.89027 -1.5708 2.24179e-08
-2.89027 -1.50796 2.5566e-07
-2.89027 -1.44513 3.29694e-07
-2.89027 -1.3823 1.60469e-07
-2.89027 -1.31947 0
-2.89027 -1.25664 0
-2.89027 -1.19381 0
-2.89027 -1.13097 0
-2.89027 -1.06814 6.44442e-08
-2.89027 -1.00531 3.41922e-07
-2.89027 -0.942478 4.96263e-07
-2.89027 -0.879646 6.66716e-07
-2.89027 -0.816814 1.06551e-06
-2.89027 -0.753982 1.72752e-06
-2.89027 -0.69115 2.33403e-06
-2.89027 -0.628319 2.29771e-06
-2.89027 -0.565487 1.12101e-06
-2.89027 -0.502655 0
-2.89027 -0.439823 0
-2.89027 -0.376991 0
-2.89027 -0.314159 0
-2.89027 -0.251327 0
-2.89027 -0.188496 0
-2.89027 -0.125664 2.26255e-06
-2.89027 -0.0628319 5.09547e-06
-2.89027 0 6.64409e-06
-2.89027 0.0628319 7.02082e-06
-2.89027 0.125664 6.7539e-06
-2.89027 0.188496 6.37566e-06
-2.89027 0.251327 6.1325e-06
-2.89027 0.314159 5.96067e-06
-2.89027 0.376991 5.66742e-06
-2.89027 0.439823 5.13778e-06
-2.89027 0.502655 4.41634e-06
-2.89027 0.565487 3.64097e-06
-2.89027 0.628319 2.91963e-06
-2.89027 0.69115 2.26407e-06
-2.89027 0.753982 1.62543e-06
-2.89027 0.816814 9.84491e-07
-2.89027 0.879646 4.07509e-07
-2.89027 0.942478 1.4647e-08
-2.89027 1.00531 0
-2.89027 1.06814 0
-2.89027 1.13097 1.59522e-07
-2.89027 1.19381 2.51171e-07
-2.89027 1.25664 1.87456e-07
-2.89027 1.31947 3.17499e-08
-2.89027 1.3823 0
-2.89027 1.44513 0
-2.89027 1.50796 1.00686e-07
-2.89027 1.5708 2.47185e-07
-2.89027 1.63363 2.7847e-07
-2.89027 1.69646 1.91239e-07
-2.89027 1.75929 1.01769e-07
-2.89027 1.82212 1.47566e-07
-2.89027 1.88496 3.5694e-07
-2.89027 1.94779 6.00499e-07
-2.89027 2.01062 6.83113e-07
-2.89027 2.07345 5.21379e-07
-2.89027 2.13628 2.6722e-07
-2.89027 2.19911 2.57897e-07
-2.89027 2.26195 7.9505e-07
-2.89027 2.32478 1.89477e-06
-2.89027 2.38761 3.19664e-06
-2.89027 2.45044 4.12428e-06
-2.89027 2.51327 4.21342e-06
-2.89027 2.57611 3.39517e-06
-2.89027 2.63894 2.04258e-06
-2.89027 2.70177 7.4797e-07
-2.89027 2.7646 0
-2.89027 2.82743 0
-2.89027 2.89027 1.2076e-07
-2.89027 2.9531 4.02536e-07
-2.89027 3.01593 4.37104e-07
-2.89027 3.07876 2.13406e-07
-2.82743 -3.14159 2.48326e-07
-2.82743 -3.07876 3.92385e-07
-2.82743 -3.01593 2.61073e-07
-2.82743 -2.9531 0
-2.82743 -2.89027 0
-2.82743 -2.82743 0
-2.82743 -2.7646 0
-2.82743 -2.70177 8.29068e-08
-2.82743 -2.63894 2.43191e-07
-2.82743 -2.57611 2.39726e-07
-2.82743 -2.51327 8.1058e-08
-2.82743 -2.45044 0
-2.82743 -2.38761 0
-2.82743 -2.32478 0
-2.82743 -2.26195 0
-2.82743 -2.19911 2.01258e-07
-2.82743 -2.13628 3.07114e-07
-2.82743 -2.07345 2.01607e-07
-2.82743 -2.01062 0
-2.82743 -1.94779 0
-2.82743 -1.88496 0
-2.82743 -1.82212 0
-2.82743 -1.75929 2.30181e-07
-2.82743 -1.69646 4.75062e-07
-2.82743 -1.63363 3.86041e-07
-2.82743 -1.5708 0
-2.82743 -1.50796 0
-2.82743 -1.44513 0
-2.82743 -1.3823 0
-2.82743 -1.31947 3.21837e-07
-2.82743 -1.25664 8.74384e-07
-2.82743 -1.19381 9.06369e-07
-2.82743 -1.13097 2.5915e-07
-2.82743 -1.06814 0
-2.82743 -1.00531 0
-2.82743 -0.942478 0
-2.82743 -0.879646 0
-2.82743 -0.816814 0
-2.82743 -0.753982 0
-2.82743 -0.69115 0
-2.82743 -0.628319 0
-2.82743 -0.565487 0
-2.82743 -0.502655 0
-2.82743 -0.439823 0
-2.82743 -0.376991 7.9376e-09
-2.82743 -0.314159 0
-2.82743 -0.251327 0
-2.82743 -0.188496 0
-2.82743 -0.125664 0
-2.82743 -0.0628319 0
-2.82743 0 0
-2.82743 0.0628319 0
-2.82743 0.125664 0
-2.82743 0.188496 0
-2.82743 0.251327 0
-2.82743 0.314159 0
-2.82743 0.376991 0
-2.82743 0.439823 0
-2.82743 0.502655 0
-2.82743 0.565487 0
-2.82743 0.628319 0
-2.82743 0.69115 0
-2.82743 0.753982 0
-2.82743 0.816814 0
-2.82743 0.879646 0
-2.82743 0.942478 0
-2.82743 1.00531 0
-2.82743 1.06814 0
-2.82743 1.13097 0
-2.82743 1.19381 0
-2.82743 1.25664 0
-2.82743 1.31947 0
-2.82743 1.3823 0
-2.82743 1.44513 0
-2.82743 1.50796 0
-2.82743 1.5708 0
-2.82743 1.63363 0
-2.82743 1.69646 0
-2.82743 1.75929 0
-2.82743 1.82212 0
-2.82743 1.88496 0
-2.82743 1.94779 0
-2.82743 2.01062 0
-2.82743 2.07345 0
-2.82743 2.13628 0
-2.82743 2.19911 0
-2.82743 2.26195 0
-2.82743 2.32478 0
-2.82743 2.38761 0
-2.82743 2.45044 0
-2.82743 2.51327 0
-2.82743 2.57611 0
-2.82743 2.63894 0
-2.82743 2.70177 0
-2.82743 2.7646 0
-2.82743 2.82743 0
-2.82743 2.89027 0
-2.82743 2.9531 0
-2.82743 3.01593 0
-2.82743 3.07876 0
-2.7646 -3.14159 4.26156e-07
-2.7646 -3.07876 8.22333e-07
-2.7646 -3.01593 5.9282e-07
-2.7646 -2.9531 0
-2.7646 -2.89027 0
-2.7646 -2.82743 0
-2.7646 -2.7646 0
-2.7646 -2.70177 1.80698e-07
-2.7646 -2.63894 5.15271e-07
-2.7646 -2.57611 4.93698e-07
-2.7646 -2.51327 1.50787e-07
-2.7646 -2.45044 0
-2.7646 -2.38761 0
-2.7646 -2.32478 0
-2.7646 -2.26195 0
-2.7646 -2.19911 4.15928e-07
-2.7646 -2.13628 6.06634e-07
-2.7646 -2.07345 3.80934e-07
-2.7646 -2.01062 0
-2.7646 -1.94779 0
-2.7646 -1.88496 0
-2.7646 -1.82212 0
-2.7646 -1.75929 4.62283e-07
-2.7646 -1.69646 9.25092e-07
-2.7646 -1.63363 7.38076e-07
-2.7646 -1.5708 0
-2.7646 -1.50796 0
-2.7646 -1.44513 0
-2.7646 -1.3823 0
-2.7646 -1.31947 6.29491e-07
-2.7646 -1.25664 1.68847e-06
-2.7646 -1.19381 1.7773e-06
-2.7646 -1.13097 6.55909e-07
-2.7646 -1.06814 0
-2.7646 -1.00531 0
-2.7646 -0.942478 0
-2.7646 -0.879646 0
-2.7646 -0.816814 0
-2.7646 -0.753982 0
-2.7646 -0.69115 0
-2.7646 -0.628319 0
-2.7646 -0.565487 0
-2.7646 -0.502655 0
-2.7646 -0.439823 1.20153e-06
-2.7646 -0.376991 7.48211e-06
-2.7646 -0.314159 7.41396e-06
-2.7646 -0.251327 0
-2.7646 -0.188496 0
-2.7646 -0.125664 0
-2.7646 -0.0628319 0
-2.7646 0 0
-2.7646 0.0628319 0
-2.7646 0.125664 0
-2.7646 0.188496 0
-2.7646 0.251327 0
-2.7646 0.314159 0
-2.7646 0.376991 0
-2.7646 0.439823 0
-2.7646 0.502655 0
-2.7646 0.565487 0
-2.7646 0.628319 0
-2.7646 0.69115 0
-2.7646 0.753982 0
-2.7646 0.816814 0
-2.7646 0.879646 0
-2.7646 0.942478 0
-2.7646 1.00531 0
-2.7646 1.06814 0
-2.7646 1.13097 0
-2.7646 1.19381 0
-2.7646 1.25664 0
-2.7646 1.31947 0
-2.7646 1.3823 0
-2.7646 1.44513 0
-2.7646 1.50796 0
-2.7646 1.5708 0
-2.7646 1.63363 0
-2.7646 1.69646 0
-2.7646 1.75929 0
-2.7646 1.82212 0
-2.7646 1.88496 0
-2.7646 1.94779 0
-2.7646 2.01062 0
-2.7646 2.07345 0
-2.7646 2.13628 0
-2.7646 2.19911 0
-2.7646 2.26195 0
-2.7646 2.32478 0
-2.7646 2.38761 0
-2.7646 2.45044 0
-2.7646 2.51327 0
-2.7646 2.57611 0
-2.7646 2.63894 0
-2.7646 2.70177 0
-2.7646 2.7646 0
-2.7646 2.82743 0
-2.7646 2.89027 0
-2.7646 2.9531 0
-2.7646 3.01593 0
-2.7646 3.07876 0
-2.70177 -3.14159 2.73098e-07
-2.70177 -3.07876 6.53638e-07
-2.70177 -3.01593 5.03538e-07
-2.70177 -2.9531 2.19358e-08
-2.70177 -2.89027 0
-2.70177 -2.82743 0
-2.70177 -2.7646 0
-2.70177 -2.70177 1.48718e-07
-2.70177 -2.63894 4.13819e-07
-2.70177 -2.57611 3.86407e-07
-2.70177 -2.51327 1.06223e-07
-2.70177 -2.45044 0
-2.70177 -2.38761 0
-2.70177 -2.32478 0
-2.70177 -2.26195 0
-2.70177 -2.19911 3.26819e-07
-2.70177 -2.13628 4.56097e-07
-2.70177 -2.07345 2.73029e-07
-2.70177 -2.01062 0
-2.70177 -1.94779 0
-2.70177 -1.88496 0
-2.70177 -1.82212 0
-2.70177 -1.75929 3.54265e-07
-2.70177 -1.69646 6.85584e-07
-2.70177 -1.63363 5.35083e-07
-2.70177 -1.5708 0
-2.70177 -1.50796 0
-2.70177 -1.44513 0
-2.70177 -1.3823 0
-2.70177 -1.31947 4.73993e-07
-2.70177 -1.25664 1.23854e-06
-2.70177 -1.19381 1.30777e-06
-2.70177 -1.13097 5.57493e-07
-2.70177 -1.06814 0
-2.70177 -1.00531 0
-2.70177 -0.942478 0
-2.70177 -0.879646 0
-2.70177 -0.816814 0
-2.70177 -0.753982 0
-2.70177 -0.69115 0
-2.70177 -0.628319 0
-2.70177 -0.565487 0
-2.70177 -0.502655 0
-2.70177 -0.439823 5.91531e-06
-2.70177 -0.376991 1.10809e-05
-2.70177 -0.314159 1.15287e-05
-2.70177 -0.251327 6.39404e-06
-2.70177 -0.188496 0
-2.70177 -0.125664 0
-2.70177 -0.0628319 0
-2.70177 0 0
-2.70177 0.0628319 0
-2.70177 0.125664 0
-2.70177 0.188496 0
-2.70177 0.251327 0
-2.70177 0.314159 0
-2.70177 0.376991 0
-2.70177 0.439823 0
-2.70177 0.502655 0
-2.70177 0.565487 0
-2.70177 0.628319 0
-2.70177 0.69115 0
-2.70177 0.753982 0
-2.70177 0.816814 0
-2.70177 0.879646 0
-2.70177 0.942478 0
-2.70177 1.00531 0
-2.70177 1.06814 0
-2.70177 1.13097 0
-2.70177 1.19381 0
-2.70177 1.25664 0
-2.70177 1.31947 0
-2.70177 1.3823 0
-2.70177 1.44513 0
-2.70177 1.50796 0
-2.70177 1.5708 0
-2.70177 1.63363 0
-2.70177 1.69646 0
-2.70177 1.75929 0
-2.70177 1.82212 0
-2.70177 1.88496 0
-2.70177 1.94779 0
-2.70177 2.01062 0
-2.70177 2.07345 0
-2.70177 2.13628 0
-2.70177 2.19911 0
-2.70177 2.26195 0
-2.70177 2.32478 0
-2.70177 2.38761 0
-2.70177 2.45044 0
-2.70177 2.51327 0
-2.70177 2.57611 0
-2.70177 2.63894 0
-2.70177 2.70177 0
-2.70177 2.7646 0
-2.70177 2.82743 0
-2.70177 2.89027 0
-2.70177 2.9531 0
-2.70177 3.01593 0
-2.70177 3.07876 0
-2.63894 -3.14159 0
-2.63894 -3.07876 0
-2.63894 -3.01593 0
-2.63894 -2.9531 3.41508e-08
-2.63894 -2.89027 4.98426e-08
-2.63894 -2.82743 4.48812e-08
-2.63894 -2.7646 2.37262e-08
-2.63894 -2.70177 0
-2.63894 -2.63894 0
-2.63894 -2.57611 0
-2.63894 -2.51327 0
-2.63894 -2.45044 1.48281e-08
-2.63894 -2.38761 6.2425e-08
-2.63894 -2.32478 7.20534e-08
-2.63894 -2.26195 2.85315e-08
-2.63894 -2.19911 0
-2.63894 -2.13628 0
-2.63894 -2.07345 0
-2.63894 -2.01062 1.75292e-09
-2.63894 -1.94779 9.51354e-08
-2.63894 -1.88496 1.27947e-07
-2.63894 -1.82212 6.36832e-08
-2.63894 -1.75929 0
-2.63894 -1.69646 0
-2.63894 -1.63363 0
-2.63894 -1.5708 0
-2.63894 -1.50796 1.57288e-07
-2.63894 -1.44513 2.32243e-07
-2.63894 -1.3823 1.35013e-07
-2.63894 -1.31947 0
-2.63894 -1.25664 0
-2.63894 -1.19381 0
-2.63894 -1.13097 0
-2.63894 -1.06814 5.91609e-07
-2.63894 -1.00531 1.4692e-06
-2.63894 -0.942478 2.52565e-06
-2.63894 -0.879646 3.72557e-06
-2.63894 -0.816814 5.04641e-06
-2.63894 -0.753982 6.39788e-06
-2.63894 -0.69115 7.56774e-06
-2.63894 -0.628319 8.27148e-06
-2.63894 -0.565487 8.31223e-06
-2.63894 -0.502655 7.76333e-06
-2.63894 -0.439823 7.04229e-06
-2.63894 -0.376991 6.79413e-06
-2.63894 -0.314159 7.61842e-06
-2.63894 -0.251327 9.77874e-06
