#! FIELDS psi2 phi3 hhpsi2phi3 dhhpsi2phi3_psi2 dhhpsi2phi3_phi3
#! SET min_psi2 -pi
#! SET max_psi2 pi
#! SET nbins_psi2  100
#! SET periodic_psi2 true
#! SET min_phi3 -pi
#! SET max_phi3 pi
#! SET nbins_phi3  100
#! SET periodic_phi3 true
 -3.141593 -3.141593 0.015275 -0.044465 -0.016573
 -3.078761 -3.141593 0.012238 -0.050466 -0.012466
 -3.015929 -3.141593 0.009110 -0.047726 -0.008922
 -2.953097 -3.141593 0.006343 -0.039482 -0.007522
 -2.890265 -3.141593 0.004210 -0.027969 -0.007702
 -2.827433 -3.141593 0.002828 -0.016122 -0.008405
 -2.764602 -3.141593 0.002124 -0.006683 -0.008881
 -2.701770 -3.141593 0.001909 -0.000699 -0.008949
 -2.638938 -3.141593 0.001947 0.001199 -0.008734
 -2.576106 -3.141593 0.001961 -0.001325 -0.008433
 -2.513274 -3.141593 0.001748 -0.005244 -0.008335
 -2.450442 -3.141593 0.001358 -0.006580 -0.008680
 -2.387610 -3.141593 0.000971 -0.005556 -0.008912
 -2.324779 -3.141593 0.000662 -0.004329 -0.007930
 -2.261947 -3.141593 0.000433 -0.002787 -0.005791
 -2.199115 -3.141593 0.000339 -0.000011 -0.004005
 -2.136283 -3.141593 0.000433 0.002830 -0.003867
 -2.073451 -3.141593 0.000650 0.003652 -0.005135
 -2.010619 -3.141593 0.000844 0.002297 -0.006342
 -1.947787 -3.141593 0.000942 0.001077 -0.006237
 -1.884956 -3.141593 0.001020 0.001727 -0.004702
 -1.822124 -3.141593 0.001183 0.003488 -0.002057
 -1.759292 -3.141593 0.001447 0.004789 0.001651
 -1.696460 -3.141593 0.001781 0.005978 0.006150
 -1.633628 -3.141593 0.002231 0.008649 0.010703
 -1.570796 -3.141593 0.002884 0.011981 0.015114
 -1.507964 -3.141593 0.003685 0.012963 0.019689
 -1.445133 -3.141593 0.004465 0.011808 0.023976
 -1.382301 -3.141593 0.005224 0.013238 0.027240
 -1.319469 -3.141593 0.006279 0.021780 0.029671
 -1.256637 -3.141593 0.008157 0.039469 0.032147
 -1.193805 -3.141593 0.011345 0.061788 0.035852
 -1.130973 -3.141593 0.015712 0.074299 0.040949
 -1.068142 -3.141593 0.020299 0.069476 0.045074
 -1.005310 -3.141593 0.024397 0.062568 0.047629
 -0.942478 -3.141593 0.028502 0.071042 0.053444
 -0.879646 -3.141593 0.033563 0.090407 0.063982
 -0.816814 -3.141593 0.039680 0.101252 0.071946
 -0.753982 -3.141593 0.045806 0.089989 0.071870
 -0.691150 -3.141593 0.050660 0.063734 0.064403
 -0.628319 -3.141593 0.053876 0.040120 0.048958
