0.0499000000000004 [1.5765144877754056, 2.597253921824427] 1.2
0.09990000000000183 [1.5927482102750603, 2.5086368765666984] 1.0399627724097202
0.1498999999999998 [1.4306439676193268, 2.8320282673523263] 1.1535259190954141
0.1998999999999943 [1.4094488975119182, 2.78765406996428] 0.972851249360664
0.2498999999999888 [1.8691728250244253, 2.7504387753201254] 1.169438234702855
0.2998999999999833 [1.1725382245072282, 2.6752316057138135] 1.1330188689746132
0.3498999999999778 [1.7074513872210804, 2.97070931215607] 1.1224335433429442
0.3998999999999723 [1.6400122711539424, 2.786461622043363] 0.8732296968753341
0.44989999999996677 [1.6879203555541535, 2.7320331270843488] 0.7911617704886375
0.49989999999996126 [1.6530214564184766, 2.6719888014812367] 0.7027842709489714
0.5498999999999558 [1.5340310313424195, 2.380522139434439] 1.005058840763458
0.5998999999999503 [1.6582463715197653, 2.2526659241099596] 1.0683769568304744
0.6498999999999447 [1.7993348235234208, 2.6084878571842145] 0.8211120612849722
0.6998999999999392 [2.2971056112063857, 2.649614073448155] 1.1966590820111622
0.7498999999999337 [1.8380410920156245, 2.6176723435851263] 0.7774775771109613
0.7998999999999282 [1.799048967096909, 2.4986143541895824] 0.7824674476432438
0.8498999999999227 [1.839631621447702, 2.305564459839088] 0.995948377013806
0.8998999999999172 [1.9002996746362506, 2.553737855735796] 0.7554821575337849
0.9498999999999117 [2.153466665808929, 2.5116653850040525] 1.050574733021753
0.9998999999999062 [1.759689413700056, 2.8700958302848036] 0.7324907015213005
1.0498999999999008 [1.4371970865842931, 2.8140517361034125] 0.7254365334068963
1.0998999999998953 [1.7006109782887124, 2.8051126505314254] 0.5539741284710663
1.1498999999998898 [1.3307568452443554, 2.3822243120378124] 1.0544525796424058
1.1998999999998843 [1.513435374152222, 2.3682969495048622] 0.7488712030130728
1.2498999999998788 [1.3966623351712715, 2.6193891611398485] 0.7197510985063752
1.2998999999998733 [1.7390278740864615, 3.0342472153805957] 0.8804889562905629
1.3498999999998678 [1.818993895540387, 2.93169004296129] 0.701781915340676
1.3998999999998623 [1.1929330013140504, 2.842793372006788] 0.9580491424247306
1.4498999999998567 [1.3757397136053118, 2.5343643663106112] 0.7054271874603588
1.4998999999998512 [1.5500201103061957, 2.6112895625361974] 0.48150811035261387
1.5498999999998457 [1.5628022963202144, 2.4803531121003766] 0.5083005947109706
1.5998999999998402 [1.7898343353653188, 2.5751350889686178] 0.49600001265736593
1.6498999999998347 [2.0288704749741173, 2.9342470871382114] 1.0162154997064308
1.6998999999998292 [1.7426016249888212, 2.306102931004712] 0.7247191633360468
1.7498999999998237 [2.020793177823772, 2.5371679364236632] 0.7817825077616427
1.7998999999998182 [2.120811816994332, 2.6447310202051684] 0.813965076218004
1.8498999999998127 [2.034040244170138, 2.7439285248008973] 0.7200027481046537
1.8998999999998072 [1.8356539378099204, 2.8418692420951808] 0.5126863454358507
1.9498999999998017 [1.774854743748041, 3.107341944882283] 0.8436250364779599
1.9998999999997962 [1.4833924814360198, 2.5986976233083423] 0.4613097988606709
2.0498999999999015 [1.4087981579169306, 2.0999538133974927] 1.0965403405404024
2.099900000000007 [1.3759538120158998, 2.719554017347386] 0.5431053133615908
2.1499000000001125 [1.3008511300168077, 2.5363952226648703] 0.6640409838754056
2.199900000000218 [1.1422786594312744, 2.605687888891295] 0.8353069396235927
2.2499000000003235 [1.3861252134601858, 2.5466142790041664] 0.4730250540979598
2.299900000000429 [1.6232559387537706, 2.3925235550185926] 0.4906636740773617
2.3499000000005346 [2.0455835345899023, 2.384298159366228] 0.8500659049557514
2.39990000000064 [2.029814297611967, 2.535685278832738] 0.5864649758371406
2.4499000000007456 [2.0513394599265573, 2.251632627181351] 0.9494508098214338
2.499900000000851 [2.0273324014393563, 2.7016534945575255] 0.5674941053557444
2.5499000000009566 [1.9331321223054612, 3.128514630116744] 0.9215453732010157
2.599900000001062 [1.5383010050593726, 2.901908661151485] 0.5797224969853124
2.6499000000011677 [1.6569901070228, 2.91123216711532] 0.4704288870064933
2.699900000001273 [1.3340345825870785, 3.11192212292774] 1.089517410027382
2.7499000000013787 [1.15401729422757, 2.901558342707232] 0.8758317399077272
2.799900000001484 [1.6361901371418717, 3.04884241779017] 0.6409751890062326
2.8499000000015897 [1.9286942181034075, 3.082008893329597] 0.7259138035235594
2.8999000000016952 [1.6199050109851054, 3.1376194001366797] 0.7594752242120101
2.9499000000018007 [1.2426587398718785, 3.129714199313133] 0.9632858649328948
2.9999000000019063 [1.3941841410375684, 2.9849567539886332] 0.6420246490167705
3.049900000002012 [1.3334801575941349, 2.863978176833243] 0.5140172143243766
3.0999000000021173 [1.3562219020586672, 2.301899390705597] 0.7358924849251294
3.149900000002223 [1.0787878673844054, 2.5769434244015743] 0.8434074186648522
3.1999000000023283 [1.1325558498566344, 2.684184847588196] 0.6302687017696641
3.249900000002434 [1.0576992567024597, 2.946156563329951] 0.8825550521874265
3.2999000000025394 [1.4628930836112661, 3.121886932053022] 0.7277130747669237
3.349900000002645 [1.932543717259566, 2.746825847353745] 0.4575992094393083
3.3999000000027504 [1.735179056936037, 2.6380495898606924] 0.3427934642680177
3.449900000002856 [2.103525245347671, 2.418351021767382] 0.6573848272781165
3.4999000000029614 [1.6129165436773318, 2.2225515282843817] 0.6808932520023505
3.549900000003067 [1.5450408191373268, 2.3902291410513783] 0.4184475321305549
3.5999000000031725 [1.9015368855067774, 2.3223623292598528] 0.6211505770400122
3.649900000003278 [1.9573974378628571, 2.5434213658827214] 0.4142904632801945
3.6999000000033835 [1.3838514471780363, 2.3122194159279243] 0.5832678192467559
3.749900000003489 [1.2226685160499629, 2.361699407251504] 0.7346727925135794
3.7999000000035945 [0.7667170843716421, 2.5915933549710757] 1.1654263390141888
3.8499000000037 [0.8823628443220275, 3.0215746792960405] 1.0893241014488173
3.8999000000038055 [1.4296899324060368, 2.9237310225916913] 0.45418627643126636
3.949900000003911 [1.2683086404554125, 2.9179817910937564] 0.5019477745999503
3.9999000000040166 [1.3138401680536473, 3.175737027185159] 0.7495854162132302
4.0499000000039 [1.9728856848001806, 2.8773317637372595] 0.5434370591981856
4.0999000000037835 [2.1346880992509116, 2.8423294455481747] 0.7353809765766582
4.149900000003667 [1.8238110319691399, 2.925076435769124] 0.38678609190698987
4.1999000000035505 [1.5821691452996385, 3.0719552226580755] 0.5110003257589414
4.249900000003434 [1.6364264141866411, 3.1517119961446567] 0.590940038008722
4.299900000003317 [1.7091084140694335, 2.9275659746050486] 0.3275551120987111
4.349900000003201 [1.4597932942610616, 2.8395553558907505] 0.3465361328706188
4.399900000003084 [1.5750904085160362, 2.288782720904895] 0.47069847139272736
4.449900000002968 [1.708543659689501, 2.370574812812509] 0.4156775816730613
4.499900000002851 [1.72906472540821, 2.279954789254664] 0.4916083458970625
4.549900000002735 [1.9931071298469267, 2.593651712845711] 0.3851807558996781
4.599900000002618 [1.928026827967407, 2.1617402569804463] 0.8220428597961492
4.649900000002502 [2.435090525498965, 2.432484033277963] 1.100120454134743
4.699900000002385 [2.0540771869221164, 2.2797256302216558] 0.6459318331509534
4.749900000002269 [2.203823630792621, 2.7018388587829527] 0.6346841531803624
4.799900000002152 [2.0775955337406042, 2.909993788030715] 0.6098673127242762
4.849900000002036 [2.1729835788724037, 3.120061775147327] 1.0007359111904568
4.899900000001919 [1.7299066768024833, 3.1449017445891236] 0.5239109479947189
4.9499000000018025 [1.52889848309804, 2.787295174536949] 0.3108598167506724
4.999900000001686 [1.7246437678206772, 2.4808275067888585] 0.3281865792019784
5.0499000000015695 [1.7182407526555952, 2.7500200563052184] 0.2817724107734516
5.099900000001453 [1.635417922413772, 2.611497027721558] 0.27844603598837536
5.149900000001336 [1.4978856140969752, 2.586370908190042] 0.29528488234746436
5.19990000000122 [1.4845652270783964, 2.6603945737017183] 0.2853496040380308
5.249900000001103 [1.1834000246617848, 2.102354173507003] 1.0475499241103843
5.299900000000987 [1.7043064621089061, 2.2564542307553506] 0.44966444633310615
5.34990000000087 [1.680999881313929, 2.6955335831249343] 0.2544201359783825
5.399900000000754 [2.3004659618071623, 2.9268102227944564] 0.9338531939740546
5.449900000000637 [2.0941524114664807, 3.032617267765519] 0.6409004639566807
5.499900000000521 [2.216883172457124, 3.13374105160227] 0.8489515686168622
5.549900000000404 [2.0214230744314996, 2.704716414171699] 0.3619308263020036
5.599900000000288 [1.2679448404633762, 2.9063803595922653] 0.4336101296438334
5.649900000000171 [1.561064092964374, 2.276476699652601] 0.3971158190210623
5.699900000000055 [1.5906420451353362, 2.029432458023221] 0.903585567765679
5.749899999999938 [1.8677865886549738, 1.982583544319376] 1.021132905364504
5.7998999999998215 [2.0780149296304438, 2.357281004088766] 0.5210066392677275
5.849899999999705 [1.4288661279188353, 2.6783815734925063] 0.289838235068372
5.8998999999995885 [1.398431350853854, 2.148861485187765] 0.6455116043406696
5.949899999999472 [1.2097987040805749, 2.3417056745280487] 0.6575289221748323
5.999899999999355 [1.1359699499985858, 2.2780224818802264] 0.7792361829191455
6.049899999999239 [1.3769144280409167, 2.589711547297872] 0.31745629230075184
6.099899999999122 [1.6165581757292302, 2.8072049840430973] 0.25451623327675105
6.149899999999006 [2.047562847683186, 3.231141411435779] 0.8227754919844655
6.199899999998889 [1.8637252247507736, 3.3783897970162737] 1.0284358638742763
6.249899999998773 [1.2628636276161707, 3.5329597062843594] 1.1833239436872043
6.299899999998656 [1.4089538736857352, 3.077383774699026] 0.4718753038078938
6.34989999999854 [1.3487049045668003, 2.2731909339979754] 0.44990816526876887
6.399899999998423 [0.9269619286166307, 2.4260646727097814] 0.9783475144090138
6.449899999998307 [1.0904029836171703, 2.2447115505967816] 0.7599274518754154
