0.0499000000000004 [1.74356118950596, 2.7510716545077836] 1.0
0.09990000000000183 [1.8433102643501658, 2.472239724134278] 0.9959564391645874
0.1498999999999998 [1.605331331941004, 2.53486880682818] 0.9843704180397346
0.1998999999999943 [1.9626650814519957, 2.767362887193991] 0.9852080410509529
0.2498999999999888 [1.487833157905232, 2.5700802823571007] 0.950507918582375
0.2998999999999833 [1.5627540944303306, 2.7988199914201184] 0.9603227094148131
0.3498999999999778 [1.6791014464175715, 2.647585102135363] 0.8616006799267052
0.3998999999999723 [1.3431122724688314, 2.9685577858081906] 0.9954389996670306
0.44989999999996677 [1.7645979773651828, 2.8665429262161766] 0.9095828221069989
0.49989999999996126 [1.529861389067384, 2.309126722018158] 0.9793713813271127
0.5498999999999558 [1.5750116180445675, 2.7220115127041957] 0.8152099775570106
0.5998999999999503 [1.802249572829623, 2.799861639214048] 0.812972417886531
0.6498999999999447 [1.3692812812564825, 2.6384112379666678] 0.9329504180202951
0.6998999999999392 [1.490586798326156, 2.859506196079979] 0.8672277814668697
0.7498999999999337 [1.6839392274772744, 2.8644302977452325] 0.7781932429011944
0.7998999999999282 [1.9479166460102886, 2.3312754876066015] 0.9710054039070177
0.8498999999999227 [1.700878075760508, 2.31237049303439] 0.9381495602086403
0.8998999999999172 [1.2832573924541666, 2.4961431014880135] 0.9534314954404179
0.9498999999999117 [1.56081099751814, 2.5911939759152376] 0.7470335542524276
0.9998999999999062 [1.8448693560175904, 2.573290952159374] 0.8539828367040225
1.0498999999999008 [2.017640060599286, 2.517377454708761] 0.9256894074247318
1.0998999999998953 [1.576327603533664, 2.6600065575445573] 0.6762656719094917
1.1498999999998898 [1.160050319678953, 2.7656403192044863] 0.9819686413177273
1.1998999999998843 [1.473898047547904, 2.8342234476808152] 0.7714216327108241
1.2498999999998788 [1.680260069919472, 3.0078528846681976] 0.894835327219505
1.2998999999998733 [1.7997921682135383, 3.010409834308668] 0.8744482167747653
