0.0499000000000004 [1.7020498383755376, 2.7578844810499925] 1.2
0.09990000000000183 [1.8253307756024229, 2.5478855324362084] 1.0781260106537547
0.1498999999999998 [1.3395643689704377, 2.6982125665018986] 1.174965728542669
0.1998999999999943 [1.9610380654512116, 2.8544659631094658] 1.0827325265804149
0.2498999999999888 [1.5469874796345322, 2.6752410240426467] 0.8052471071467255
0.2998999999999833 [1.4941700697929698, 2.7685100095461825] 0.6718528019504689
0.3498999999999778 [1.5819042758151043, 2.988773578483463] 0.9728565059874779
0.3998999999999723 [1.4739317867662347, 2.8499416759255416] 0.571431769235098
0.44989999999996677 [1.6655796754794439, 2.712076316370471] 0.460663997215252
0.49989999999996126 [1.8274227841520585, 2.870110414061611] 0.6266254145771772
0.5498999999999558 [1.5754670606724017, 2.76092515704328] 0.34902725839264825
0.5998999999999503 [1.6334832117199876, 2.4758335691203768] 0.7974162704334048
0.6498999999999447 [1.5707072434918912, 2.5554451056832996] 0.4881663598982522
0.6998999999999392 [1.4081768670915487, 2.4257309111439316] 0.8944726267377212
0.7498999999999337 [1.5959159967664753, 2.7557497875195516] 0.27369197940440754
0.7998999999999282 [1.4075602685744015, 2.2769603460085053] 0.9347514491401285
0.8498999999999227 [1.2803904915910465, 2.403651028376414] 0.7582962147462233
0.8998999999999172 [1.3777775830430767, 2.549182486418362] 0.4437517133599135
0.9498999999999117 [1.6306836361831918, 2.862204458180302] 0.332477624017613
0.9998999999999062 [1.5717104159493025, 3.0748965306484597] 0.7412437594820404
1.0498999999999008 [1.5414141375696226, 2.5851747859887326] 0.28513395395935437
1.0998999999998953 [1.792910418828266, 2.5475458558341404] 0.48493964758122254
1.1498999999998898 [1.958390431444582, 2.6042165158932007] 0.6988591647528987
1.1998999999998843 [1.9684011171224713, 2.5812121014616682] 0.5893019471869423
1.2498999999998788 [1.5744638893003355, 2.846123857511672] 0.2504424440558668
1.2998999999998733 [1.6448082221798925, 2.490066886016591] 0.35162536259938043
1.3498999999998678 [1.7193890650806067, 2.7527246269542904] 0.2231332944550935
1.3998999999998623 [2.009182559644841, 2.6361921524002225] 0.5360199508703961
1.4498999999998567 [2.0440663685123157, 2.8601304027069734] 0.6737171356355143
1.4998999999998512 [1.8595740318941876, 3.062308578760392] 0.797792370677524
1.5498999999998457 [1.3662126103478216, 2.9414379791647307] 0.6409807513550961
1.5998999999998402 [1.5588516983668743, 2.872580188388195] 0.2237653701115137
1.6498999999998347 [1.5551226456007785, 2.391234034071271] 0.4400106518809972
1.6998999999998292 [1.9105506819319682, 2.35447836355484] 0.8015622145309057
1.7498999999998237 [1.8743511776332022, 2.293778228617043] 0.7354135468569168
1.7998999999998182 [1.7747380125483017, 2.4954823404456503] 0.27123562761004205
1.8498999999998127 [1.299455037971243, 2.621914821008476] 0.45874469745375573
1.8998999999998072 [1.2275432323980549, 2.490470488432867] 0.5684119154850046
1.9498999999998017 [1.2155871016216586, 2.848026805490635] 0.7436495973511329
1.9998999999997962 [1.1738083761447358, 2.580894965189092] 0.5804677228191919
2.0498999999999015 [1.6586712452191539, 2.6266512323838525] 0.1672454890402211
2.099900000000007 [1.565881166905171, 2.2785482262490286] 0.577073644471525
2.1499000000001125 [1.31791166253848, 2.369132731122543] 0.38108607554152923
2.199900000000218 [1.5705837190548708, 2.662830550034189] 0.14701922974143172
2.2499000000003235 [1.4833763723096858, 2.3562578411532735] 0.30265130611682145
2.299900000000429 [1.547772632751958, 2.2167994245886047] 0.5585008622841394
2.3499000000005346 [1.654542276788765, 2.32492102106474] 0.3595526454405213
2.39990000000064 [1.7000324438246306, 2.5456639066078934] 0.17328580631793297
2.4499000000007456 [1.7971289366376975, 2.580338288924798] 0.18762205412994196
2.499900000000851 [1.8874752574639542, 2.7285986173128367] 0.25469781825882715
2.5499000000009566 [1.9735112892606326, 2.935898354474177] 0.4744413934917318
2.599900000001062 [1.985546442727749, 2.5542827647176414] 0.34092059086321097
2.6499000000011677 [1.9503021316174594, 2.4392672266411584] 0.3511906398526019
2.699900000001273 [2.012318268274711, 2.526674890741699] 0.33638009803186736
2.7499000000013787 [1.6120369595225308, 2.5569484361369006] 0.14196390366506487
2.799900000001484 [1.6571212391035286, 2.9426494060651356] 0.2708071792762679
2.8499000000015897 [1.6383282005797666, 2.907340242534799] 0.20621032611466258
2.8999000000016952 [1.217190917748612, 2.9682397028291883] 0.7405265663356939
2.9499000000018007 [1.4686534357842254, 2.8507450815925823] 0.1923314869472975
2.9999000000019063 [1.6359595614896851, 2.4580650937101036] 0.17290669603379397
3.049900000002012 [1.7268310116912595, 2.728228308971668] 0.131656932095089
3.0999000000021173 [1.870578382211972, 3.135052042580269] 0.715559406459502
3.149900000002223 [1.663366097161887, 3.053463733504249] 0.3708727120984893
3.1999000000023283 [1.5155915804299749, 3.0336117954812014] 0.33727940428539055
3.249900000002434 [1.8243280930092052, 3.012191465930458] 0.32214109244135813
3.2999000000025394 [1.8906344790252971, 2.706383442837457] 0.18243617036834933
3.349900000002645 [1.6449899072843905, 2.938817499180621] 0.16854184789212587
3.3999000000027504 [1.505892811200396, 3.0588019680567298] 0.3400714737565866
3.449900000002856 [1.628015570201693, 2.5641428246179276] 0.12112642237149487
3.4999000000029614 [1.6759120670346448, 2.6673934068872125] 0.102207724229704
3.549900000003067 [1.6783095711800837, 2.085759393293319] 0.8722060307928043
3.5999000000031725 [2.139304123222336, 2.5543424650697593] 0.605642527653353
3.649900000003278 [1.7022061833343165, 2.75573876749249] 0.10699489466447962
3.6999000000033835 [2.057361370607248, 2.8283104567580963] 0.38951901776968395
3.749900000003489 [1.9911337116113277, 2.7085681193492492] 0.21479890622783107
3.7999000000035945 [1.9575513549670036, 2.935915842738499] 0.28059448811545046
3.8499000000037 [1.6912241939300259, 2.8691501861504114] 0.12329039115994106
3.8999000000038055 [1.8447330693011916, 2.6839432856596477] 0.12316074653160615
3.949900000003911 [1.492863292554306, 2.3236616477253897] 0.2339558959806139
3.9999000000040166 [1.8339007696497602, 2.281326108968052] 0.41529615484067955
4.0499000000039 [2.0365220162742883, 2.2599372800659268] 0.6906595354417223
4.0999000000037835 [1.5047772033403568, 2.5650089079275107] 0.13249797809810054
4.149900000003667 [1.8597826584678665, 2.567953487951825] 0.12267120737350108
4.1999000000035505 [1.9036357548829255, 2.3818330443372124] 0.2308868326686398
4.249900000003434 [1.6777197264602717, 2.3932623908889745] 0.1736128502228943
4.299900000003317 [1.6713360219280018, 2.5577022962135327] 0.09790994680340193
4.349900000003201 [1.5874954125085625, 2.6446305229457896] 0.09044378103920969
4.399900000003084 [1.7868294603162032, 2.9916787617866825] 0.21555633616614792
4.449900000002968 [1.364920144483829, 2.9815558975445464] 0.34945015871875473
4.499900000002851 [1.5837068963580174, 3.09571732017068] 0.30765032931443265
4.549900000002735 [1.705120251310809, 3.2042537150105312] 0.5581608423522432
4.599900000002618 [1.9181592584748475, 2.691621677024391] 0.13368311670087207
4.649900000002502 [1.352767436911046, 2.6989870079911147] 0.2045551772314204
4.699900000002385 [1.257686810296205, 2.8720234527651973] 0.3538024286450054
4.749900000002269 [1.2407640644697837, 2.868971883254604] 0.33828855162127874
4.799900000002152 [1.1866107124506897, 2.692294363783404] 0.38996792639239947
4.849900000002036 [1.2282384472498755, 2.3679646925176616] 0.42724006124383
4.899900000001919 [1.161974089027293, 2.691540827678475] 0.38798340421538513
4.9499000000018025 [1.0651355874514503, 2.713963651750186] 0.5913657000680679
4.999900000001686 [1.2704780266463649, 2.268366745401204] 0.45391075363902167
5.0499000000015695 [1.6177872207697248, 2.091026992494898] 0.5864091954591188
5.099900000001453 [1.6885236214342076, 2.609464420932813] 0.0836168635662375
5.149900000001336 [1.6012986646601197, 2.668374881667697] 0.07894423777571412
