0.0499000000000004 [1.597490207708621, 2.6757157983564106] 1.0
0.09990000000000183 [1.6580566641118033, 2.7365168557461326] 0.7270700145784517
0.1498999999999998 [1.6986803896639293, 2.731109735245965] 0.5792991360423608
0.1998999999999943 [1.7566035644390656, 2.6979653270382613] 0.499417292921641
0.2498999999999888 [1.342874860699419, 2.8219356789290675] 0.6423330277125547
0.2998999999999833 [1.296375239995246, 2.656809397593344] 0.5669578007137639
0.3498999999999778 [1.559549303298965, 2.4748747256073718] 0.4427332681393046
0.3998999999999723 [1.3429065347376157, 2.690175484050016] 0.3902999904414313
0.44989999999996677 [1.7294435462027429, 2.8067684995388715] 0.3402829768945201
0.49989999999996126 [1.4440951798145913, 2.9348995470811365] 0.37296154437409795
0.5498999999999558 [1.542713142663995, 2.3594190675199815] 0.45093640293164944
0.5998999999999503 [1.6548968570806681, 3.058443571921412] 0.4487837228303222
0.6498999999999447 [1.6623143812263432, 2.829694518464866] 0.22562660822277128
0.6998999999999392 [1.772793183945427, 2.5939496454246926] 0.27258216821686776
0.7498999999999337 [1.6983691398557355, 2.4942099502213275] 0.2612145526064143
0.7998999999999282 [1.5194802849512263, 2.313847848294339] 0.39335210316684793
0.8498999999999227 [1.4542546967824723, 2.723464137541376] 0.1765706693261406
0.8998999999999172 [1.892765805169299, 2.847841719557676] 0.3425231462352597
0.9498999999999117 [1.381576438831622, 3.046879654097281] 0.379903656030087
0.9998999999999062 [1.5567232349178735, 3.014340950346993] 0.24594693468948303
1.0498999999999008 [1.4566502479458694, 2.6606186582529063] 0.14716193564865948
1.0998999999998953 [1.4450719454765553, 2.375269378839354] 0.28605601858844426
1.1498999999998898 [1.6589445275227535, 2.5451250783270982] 0.14754419964036458
1.1998999999998843 [1.7820535826288317, 2.229757260487695] 0.47235524104531623
1.2498999999998788 [1.9013579586998843, 2.498239652054803] 0.29919236194027593
1.2998999999998733 [1.9626152754190742, 2.617406045221771] 0.3066537640689797
1.3498999999998678 [1.8054737489797081, 2.3387190511733964] 0.2729197326159895
1.3998999999998623 [1.4264250079139837, 2.443711630941978] 0.18706681979079298
1.4498999999998567 [1.5543013592664665, 2.9184549893943292] 0.14536116000394778
1.4998999999998512 [1.7324721271996348, 3.0075316083379215] 0.22550295512290106
1.5498999999998457 [1.235962383256576, 3.00260456674598] 0.37251482539074765
1.5998999999998402 [1.3493684648746942, 2.5831907299743095] 0.1601914088984067
1.6498999999998347 [1.764184378678339, 2.4952052021434366] 0.13392012092079938
1.6998999999998292 [1.9371254259649309, 2.2721739139771744] 0.39910040224116544
1.7498999999998237 [2.1004697316928613, 2.62292059768899] 0.4175299858662039
1.7998999999998182 [1.5709740960801672, 2.4450709738213487] 0.11198897466212024
1.8498999999998127 [1.5450993359554592, 2.5937249032389684] 0.07725621312382436
1.8998999999998072 [1.2910155063549726, 2.772730081944461] 0.1728972221306454
1.9498999999998017 [1.1447847555699924, 2.7100442664969897] 0.31529029603368175
1.9998999999997962 [1.3114365886268091, 2.656981781532856] 0.13530091267605784
2.0498999999999015 [1.9105838407688167, 2.3519795268825865] 0.23982467485049233
2.099900000000007 [1.6880480288781279, 2.5091314434575445] 0.0804979052081609
