0.0499000000000004 [1.5194555363042113, 2.6384157674069373] 1.2
0.09990000000000183 [1.3057886790043356, 2.6546995667932105] 1.169853309902688
0.1498999999999998 [1.5511159245738249, 2.5961575045347436] 1.1043247410475103
0.1998999999999943 [1.7192485975767602, 2.897714216914935] 1.186238391911651
0.2498999999999888 [1.8346117266736277, 2.9414547714379795] 1.1397033751829795
0.2998999999999833 [1.9917446967221302, 2.805971832211779] 1.1558734326236004
0.3498999999999778 [1.8665802504293287, 2.7317116253856137] 1.0866139466626805
0.3998999999999723 [1.756568427435605, 2.4492711801872638] 1.1579240060165847
0.44989999999996677 [1.8312806661796581, 2.3365123934124776] 1.1400240197134397
0.49989999999996126 [2.058677307559927, 2.4612304198876465] 1.1595297011753338
0.5498999999999558 [1.6183733615700646, 2.9110724613226653] 1.076469832044892
0.5998999999999503 [1.3998258827312484, 2.792054665113223] 1.0779470206874369
0.6498999999999447 [1.0874994753682619, 2.7817385491536637] 1.1704106167080297
0.6998999999999392 [1.357967992567925, 2.468264344728391] 1.1072325441060775
0.7498999999999337 [1.5712410605081386, 2.39744526100918] 1.0688319192102427
0.7998999999999282 [1.7038900064368327, 2.8181085835252837] 0.9618110275069209
0.8498999999999227 [1.4935017838830704, 2.813688865065708] 0.9674028534402219
0.8998999999999172 [1.415920863921334, 2.548520500498031] 0.9429256867641265
0.9498999999999117 [1.6243543094614452, 2.7329532174635185] 0.8862029790589647
0.9998999999999062 [1.9953048132004447, 2.7358001640958483] 1.0273858958768198
1.0498999999999008 [1.781994563242282, 2.6938769137774536] 0.9059335397965422
1.0998999999998953 [1.6993300900561166, 2.4505787465606095] 0.9530828203778068
1.1498999999998898 [1.3581002869169256, 2.3747162773807045] 1.0423976795424978
1.1998999999998843 [1.063891954413946, 2.6495883337202875] 1.1089850600294744
1.2498999999998788 [1.3958441651359708, 2.869474168170108] 0.977557546091592
1.2998999999998733 [1.2949627055158193, 2.972392055083217] 1.077566691059283
1.3498999999998678 [1.6550008642404257, 2.783797430678435] 0.8002974907916419
1.3998999999998623 [1.4889398824776252, 3.164357091463061] 1.147100150303695
1.4498999999998567 [1.2366465877942696, 2.9337542669165213] 1.0086452161350927
1.4998999999998512 [1.3880272401631886, 3.048583481065779] 0.9855198319271248
1.5498999999998457 [1.937825349668489, 2.457552302352309] 1.003908727793735
1.5998999999998402 [1.797939246284554, 2.9122213505516656] 0.8652009116656763
1.6498999999998347 [2.1027621142300843, 2.594910778929558] 1.0421475824724813
1.6998999999998292 [2.02813076448078, 2.584997298478477] 0.9302345135327765
1.7498999999998237 [1.8261210410679136, 2.6147798368297943] 0.8305985506186692
1.7998999999998182 [2.0306352210372776, 2.7238016658146127] 0.8797203443788348
1.8498999999998127 [1.5450733498462317, 2.3768594360435142] 0.934505169460867
1.8998999999998072 [1.7404851650474231, 2.66245887523758] 0.7545237298075558
1.9498999999998017 [2.202953621066569, 2.8277623796585205] 1.085391011242581
1.9998999999997962 [2.363041548368107, 2.635816989789811] 1.1455322400255339
2.0498999999999015 [1.934843893549146, 2.4538677162002163] 0.8629105196826462
2.099900000000007 [1.8234421142745518, 2.154194961171204] 1.1199469225265355
2.1499000000001125 [2.3688078820222462, 2.3199257372048248] 1.1793482729133498
2.199900000000218 [2.687774573589498, 2.5002634086549027] 1.1905772178234086
2.2499000000003235 [1.9659558654619456, 2.3193120425835927] 0.949362350573853
2.299900000000429 [1.9557011000353892, 3.0473377574075693] 1.059832508318141
2.3499000000005346 [1.6717051436905468, 3.1664098958220785] 1.0773909049081443
2.39990000000064 [1.9419887917366756, 2.996637233429745] 0.9290442063928614
2.4499000000007456 [1.8796440065497437, 3.1377286632503916] 1.007148099907788
2.499900000000851 [1.594791118326007, 3.2982676452357995] 1.093205080948215
2.5499000000009566 [1.7480549117537667, 3.0184623982898042] 0.8216153082804256
2.599900000001062 [1.854973103449037, 2.6507227318115048] 0.7173465236588246
2.6499000000011677 [1.2072567547890647, 2.5850732797334057] 0.969872246000145
2.699900000001273 [0.8968007535255198, 2.5018652974929374] 1.1587875940159087
2.7499000000013787 [1.5828270316297772, 2.4161252043299304] 0.8331506470544986
2.799900000001484 [1.3978649703382857, 2.1264323168871364] 1.149974601786673
2.8499000000015897 [1.551200739471959, 2.393944983606737] 0.8105690006086829
2.8999000000016952 [1.4031936717337756, 2.291287230358371] 0.9320043081546533
2.9499000000018007 [1.3919047105883064, 2.1963768165547934] 0.9771971999717551
2.9999000000019063 [1.2072130879714136, 2.9275743430932852] 0.9420739251175999
3.049900000002012 [1.2926939130758037, 2.885389079323792] 0.8277041998920862
3.0999000000021173 [1.5739076124758489, 3.044462081419942] 0.8545767659485852
3.149900000002223 [2.2527863568303026, 2.6453692451943995] 0.9840837553553488
3.1999000000023283 [1.73291229023049, 2.240193831572269] 0.9267374385479832
3.249900000002434 [1.5835250402622374, 2.412884446390854] 0.7223537884896674
3.2999000000025394 [1.6007786748385837, 2.8541803667927854] 0.7028210367851392
3.349900000002645 [2.10772372740057, 3.1666325024437723] 1.108948768078536
3.3999000000027504 [2.1476378063613595, 2.809219804059187] 0.8955739913599988
3.449900000002856 [2.5217693542123687, 2.5169981683296916] 1.091780145719147
3.4999000000029614 [2.1074057387186476, 2.907071179432654] 0.8834722061627359
3.549900000003067 [1.666467834476708, 3.262639122501362] 0.9805555145465821
3.5999000000031725 [1.9530646365613649, 3.2139421616478] 0.9901832094430731
3.649900000003278 [1.983497691575533, 3.2821106869845402] 1.0154882715009694
3.6999000000033835 [1.548187595098565, 2.8515253242599954] 0.6913000167033787
3.749900000003489 [1.6698040791983435, 2.0988877474048175] 1.036444219333244
3.7999000000035945 [2.3792912415351335, 2.2712523439092975] 1.0956152119645255
