#! FIELDS time phi psi metad.bias
#! SET min_phi -pi
#! SET max_phi pi
#! SET min_psi -pi
#! SET max_psi pi
 1659.540079 -1.491955 1.157084 45.228083
 1659.560079 -1.192097 1.032920 44.575039
 1659.580079 -1.354172 1.018922 45.883548
 1659.600079 -1.201573 0.887945 44.713617
 1659.620079 -1.484111 0.870075 45.300682
 1659.640079 -1.343886 0.712779 45.869984
 1659.660079 -1.420026 0.821793 45.751051
 1659.680079 -1.413544 0.790284 45.780332
 1659.700079 -1.407762 0.777691 45.803623
 1659.720079 -1.422394 0.722979 45.739534
 1659.740079 -1.342476 0.693347 45.867387
 1659.760079 -1.661317 0.820168 43.300619
 1659.780079 -1.526607 0.602168 44.872620
 1659.800079 -1.661162 0.682943 43.302291
 1659.820079 -1.637976 0.667581 43.560462
 1659.840079 -1.710479 0.641304 42.818892
 1659.860079 -1.707139 0.706752 42.848199
 1659.880079 -1.611529 0.706663 43.870890
 1659.900079 -1.806684 0.792067 42.229246
 1659.920079 -1.684400 0.700445 43.061742
 1659.940079 -1.862503 0.920543 42.112436
 1659.960079 -1.579488 0.773732 44.257017
 1659.980079 -1.641266 0.848356 43.522885
 1660.000079 -1.539411 0.807234 44.729675
 1660.020079 -1.431261 0.796814 45.722871
 1660.040079 -1.337918 0.911221 45.881768
 1660.060079 -1.191145 0.709435 44.573261
 1660.080079 -1.053038 0.871279 41.779853
 1660.100079 -0.999239 0.727322 40.359497
 1660.120079 -0.998615 0.673160 40.342107
 1660.140079 -0.671880 0.704100 29.118869
 1660.160079 -0.777415 0.642371 33.077066
 1660.180079 -0.769041 0.530964 32.769473
 1660.200079 -0.572177 0.455237 25.382978
 1660.220079 -0.853801 0.501054 35.795489
 1660.240079 -0.997884 0.404028 40.321706
 1660.260079 -0.925636 0.615214 38.167584
 1660.280079 -1.154790 0.693290 43.970198
 1660.300079 -0.967042 0.805549 39.434465
 1660.320079 -1.367139 1.043659 45.913446
 1660.340079 -1.664934 0.979839 43.291179
 1660.360079 -1.651970 1.106696 43.432737
 1660.380079 -1.572887 0.967486 44.369425
 1660.400079 -1.512111 1.002327 45.060532
 1660.420079 -1.462902 1.050165 45.511179
 1660.440079 -1.412665 0.992792 45.813267
 1660.460079 -1.471072 1.057851 45.445773
 1660.480079 -1.621076 1.093205 43.788900
 1660.500079 -1.623382 1.022910 43.761600
 1660.520079 -1.725954 1.135972 42.715496
 1660.540079 -1.636226 1.025242 43.611386
 1660.560079 -1.739649 1.275051 42.611093
 1660.580079 -1.634603 1.054298 43.630167
 1660.600079 -1.739762 1.102167 42.610272
 1660.620079 -1.677471 1.204285 43.159826
 1660.640079 -1.536093 1.210182 44.800441
 1660.660079 -1.270155 0.980284 45.511758
 1660.680079 -1.364865 1.250675 45.913707
 1660.700079 -1.339711 1.156683 45.885913
 1660.720079 -1.358298 1.414108 45.911889
 1660.740079 -1.120994 1.258435 43.320744
 1660.760079 -1.173556 1.275173 44.294361
 1660.780079 -1.014810 1.238603 40.787027
 1660.800079 -1.037422 1.421276 41.384529
 1660.820079 -0.804894 1.249078 34.074299
 1660.840079 -1.112983 1.463939 43.155014
 1660.860079 -1.103522 1.513927 42.953682
 1660.880079 -1.112859 1.524768 43.152416
 1660.900079 -1.252492 1.571383 45.347856
 1660.920079 -1.299354 1.567614 45.722276
 1660.940079 -1.301144 1.586654 45.732662
 1660.960079 -1.362702 1.570588 45.913530
 1660.980079 -1.524441 1.645941 44.929436
 1661.000079 -1.478665 1.721458 45.381367
 1661.020079 -1.547452 1.620031 44.700970
 1661.040079 -1.565436 1.736426 44.488442
 1661.060079 -1.487897 1.670560 45.330106
 1661.080079 -1.516720 1.618312 45.043411
 1661.100079 -1.240112 1.624070 45.237126
 1661.120079 -1.529198 1.594136 44.908231
 1661.140079 -1.530379 1.709383 44.895151
 1661.160079 -1.716367 1.693641 42.814455
 1661.180079 -1.672039 1.608104 43.239397
 1661.200079 -1.782019 1.669631 42.367919
 1661.220079 -1.778815 1.573913 42.384240
 1661.240079 -1.880993 1.592304 42.126303
 1661.260079 -1.954419 1.538789 42.198611
 1661.280079 -2.011359 1.632389 42.339461
 1661.300079 -1.770128 1.502921 42.431340
 1661.320079 -1.832625 1.634705 42.184048
 1661.340079 -1.922577 1.590907 42.148369
 1661.360079 -1.888942 1.638085 42.126015
 1661.380079 -1.911810 1.571025 42.137428
 1661.400079 -1.839847 1.645008 42.168677
 1661.420079 -1.935261 1.616979 42.165346
 1661.440079 -2.113465 1.619792 42.680661
 1661.460079 -2.313626 1.777884 43.593947
 1661.480079 -2.168870 1.693240 42.900455
 1661.500079 -2.066212 1.848757 42.513211
 1661.520079 -2.035594 1.736728 42.412562
 1661.540079 -2.013218 1.774548 42.344826
 1661.560079 -1.964180 1.771043 42.218877
 1661.580079 -2.095165 1.839191 42.614156
 1661.600079 -1.994889 1.760055 42.293872
 1661.620079 -1.981833 1.715486 42.260218
 1661.640079 -2.008037 1.776205 42.329984
 1661.660079 -1.855321 1.878551 42.144229
 1661.680079 -1.709037 1.872396 42.878477
 1661.700079 -1.643574 2.068708 43.552519
 1661.720079 -1.513315 1.756953 45.079239
 1661.740079 -1.491368 2.086078 45.297750
 1661.760079 -1.451567 1.913658 45.626243
 1661.780079 -1.336132 2.014000 45.904151
 1661.800079 -1.030174 1.896056 41.202412
 1661.820079 -1.243430 1.930052 45.273702
 1661.840079 -1.175711 2.110045 44.344948
 1661.860079 -1.310679 2.057009 45.808236
 1661.880079 -1.209205 1.991683 44.851411
 1661.900079 -1.116861 1.968812 43.246833
 1661.920079 -1.176106 2.205199 44.351447
 1661.940079 -1.317494 2.022868 45.839678
 1661.960079 -1.275862 1.935288 45.581605
 1661.980079 -1.289143 2.019332 45.681083
 1662.000079 -1.408210 2.121895 45.861176
 1662.020079 -1.200544 2.060788 44.750583
 1662.040079 -1.408933 2.065750 45.888805
 1662.060079 -1.368020 2.125569 45.971776
 1662.080079 -1.382794 2.124996 45.958783
 1662.100079 -1.418493 2.343234 45.848799
 1662.120079 -1.267075 2.020824 45.533016
 1662.140079 -1.454174 2.203336 45.637611
 1662.160079 -1.264195 2.152080 45.506973
 1662.180079 -1.486014 2.222847 45.376305
 1662.200079 -1.257763 2.271499 45.446218
 1662.220079 -1.402820 2.299905 45.910442
 1662.240079 -1.404364 2.328812 45.905276
 1662.260079 -1.352680 2.333232 45.964678
 1662.280079 -1.583134 2.454126 44.298393
 1662.300079 -1.582882 2.417915 44.301470
 1662.320079 -1.581715 2.471654 44.315720
 1662.340079 -1.651683 2.489195 43.479602
 1662.360079 -1.664364 2.372996 43.339139
 1662.380079 -1.657150 2.261240 43.418415
 1662.400079 -1.822563 2.355516 42.217516
 1662.420079 -1.837956 2.197760 42.179330
 1662.440079 -1.759506 2.269845 42.505848
 1662.460079 -1.847292 2.155705 42.161989
 1662.480079 -1.846021 2.163445 42.164103
 1662.500079 -1.971539 2.244673 42.237784
 1662.520079 -2.030216 2.221284 42.397088
 1662.540079 -1.886552 2.348238 42.130671
 1662.560079 -1.756976 2.202097 42.521985
 1662.580079 -1.819214 2.219585 42.227437
 1662.600079 -1.790332 2.142814 42.337635
 1662.620079 -1.940208 2.211946 42.176185
 1662.640079 -1.971219 2.238253 42.237051
 1662.660079 -1.818377 2.221651 42.230007
 1662.680079 -1.774581 2.334507 42.417005
 1662.700079 -1.806565 2.375690 42.270209
 1662.720079 -1.873835 2.479199 42.133932
 1662.740079 -1.939642 2.465032 42.175285
 1662.760079 -1.880021 2.515123 42.131567
 1662.780079 -1.922748 2.385026 42.152168
 1662.800079 -1.876003 2.504555 42.132932
 1662.820079 -1.869710 2.438205 42.136355
 1662.840079 -2.026898 2.541307 42.386928
 1662.860079 -1.992483 2.535662 42.289433
 1662.880079 -1.875280 2.657070 42.133245
 1662.900079 -1.994566 2.724894 42.294899
 1662.920079 -2.037467 2.698086 42.419705
 1662.940079 -2.095039 2.736521 42.614348
 1662.960079 -2.129357 2.663895 42.741102
 1662.980079 -2.170912 2.681452 42.909375
 1663.000079 -2.222441 2.651970 43.142468
 1663.020079 -2.478639 2.737348 44.248183
 1663.040079 -2.476086 2.759133 44.243867
 1663.060079 -2.662976 2.663495 43.871977
 1663.080079 -2.724645 2.521982 43.433642
 1663.100079 -2.803038 2.467784 42.628595
 1663.120079 -2.777017 2.538151 42.928718
 1663.140079 -2.657280 2.520188 43.904439
 1663.160079 -2.666329 2.385075 43.852241
 1663.180079 -2.301641 2.392166 43.569530
 1663.200079 -2.288888 2.294838 43.505849
 1663.220079 -2.215419 2.332035 43.146995
 1663.240079 -2.208287 2.227200 43.113636
 1663.260079 -2.112546 2.106715 42.712034
 1663.280079 -2.242048 2.134745 43.274630
 1663.300079 -2.266117 2.227493 43.392776
 1663.320079 -2.369584 2.021810 43.895688
 1663.340079 -2.364572 2.010718 43.873181
 1663.360079 -2.373440 2.034484 43.912762
 1663.380079 -2.211173 1.959070 43.127086
 1663.400079 -2.265615 2.118866 43.390293
 1663.420079 -1.892123 1.960838 42.146892
 1663.440079 -1.985235 2.034098 42.294868
 1663.460079 -1.910718 2.046758 42.157791
 1663.480079 -1.951542 2.143239 42.216804
 1663.500079 -1.698010 2.132573 42.999268
 1663.520079 -1.697943 2.231591 42.999903
 1663.540079 -1.698089 2.233209 42.998521
 1663.560079 -1.748918 2.254121 42.581938
 1663.580079 -1.708776 2.193338 42.900016
 1663.600079 -1.684775 2.268434 43.128623
 1663.620079 -1.416727 2.327755 45.856883
 1663.640079 -1.507075 2.354143 45.172259
 1663.660079 -1.367444 2.397579 45.971926
 1663.680079 -1.661932 2.506749 43.368667
 1663.700079 -1.579913 2.496512 44.339027
 1663.720079 -1.656724 2.600083 43.426007
 1663.740079 -1.494220 2.465580 45.299755
 1663.760079 -1.635215 2.341476 43.671393
 1663.780079 -1.607894 2.586963 43.997825
 1663.800079 -2.002003 2.521991 42.340444
 1663.820079 -2.003316 2.571544 42.344167
 1663.840079 -2.137794 2.622788 42.809504
 1663.860079 -2.310750 2.490525 43.614960
 1663.880079 -2.327514 2.626896 43.697821
 1663.900079 -2.359190 2.617351 43.848635
 1663.920079 -2.463625 2.747771 44.219541
 1663.940079 -2.507145 2.755580 44.279652
 1663.960079 -2.467270 2.680617 44.227198
 1663.980079 -2.534715 2.587771 44.280580
 1664.000079 -2.570964 2.599291 44.234123
 1664.020079 -2.742774 2.565779 43.300732
 1664.040079 -2.635859 2.552456 44.048064
 1664.060079 -2.653562 2.497215 43.957650
 1664.080079 -2.640066 2.585366 44.027735
 1664.100079 -2.744256 2.679204 43.286857
 1664.120079 -2.592096 2.693407 44.216244
 1664.140079 -2.775538 2.653016 42.969498
 1664.160079 -2.734995 2.687110 43.371888
 1664.180079 -2.774481 2.820148 42.980993
 1664.200079 -2.930286 2.690351 40.554817
 1664.220079 -2.937390 2.743872 40.401094
 1664.240079 -2.836682 2.672979 42.204083
 1664.260079 -2.785578 2.601868 42.857627
 1664.280079 -2.768597 2.577890 43.043977
 1664.300079 -2.664200 2.637554 43.897084
 1664.320079 -2.824810 2.578419 42.369571
 1664.340079 -2.717656 2.560957 43.520551
 1664.360079 -2.875771 2.543496 41.594160
 1664.380079 -2.898125 2.643141 41.196599
 1664.400079 -2.986881 2.633152 39.200446
 1664.420079 -2.754228 2.616495 43.190778
 1664.440079 -2.754275 2.619676 43.190317
 1664.460079 -2.839116 2.678520 42.169063
 1664.480079 -2.670292 2.777394 43.860265
 1664.500079 -2.800540 2.759056 42.681608
 1664.520079 -2.814125 2.970683 42.511171
 1664.540079 -2.725789 2.988190 43.452502
 1664.560079 -2.777916 3.089118 42.943446
 1664.580079 -2.718551 3.091891 43.513205
 1664.600079 -2.702875 -3.135847 43.636797
 1664.620079 -2.714231 -2.984698 43.548333
 1664.640079 -2.650080 -3.007387 43.976456
 1664.660079 -2.676836 -3.004419 43.818985
 1664.680079 -2.777436 3.116860 42.948727
 1664.700079 -2.812873 -3.141319 42.527322
 1664.720079 -2.808089 3.005213 42.588193
 1664.740079 -2.912959 2.900191 40.911278
 1664.760079 -2.722478 2.907766 43.480560
 1664.780079 -2.796435 2.874927 42.731072
 1664.800079 -2.705283 2.961918 43.618500
 1664.820079 -2.538346 2.804498 44.312704
 1664.840079 -2.379259 2.898936 43.963849
 1664.860079 -2.537610 2.834050 44.313174
 1664.880079 -2.462546 2.872097 44.248664
 1664.900079 -2.490066 2.741764 44.297335
 1664.920079 -2.583808 2.640414 44.239042
 1664.940079 -2.304175 2.588027 43.601721
 1664.960079 -2.506135 2.750919 44.312493
 1664.980079 -2.467450 2.735625 44.259298
 1665.000079 -2.436629 2.761989 44.180332
 1665.020079 -2.614617 2.664876 44.166609
 1665.040079 -2.526226 2.784706 44.350113
 1665.060079 -2.585559 2.835197 44.263537
 1665.080079 -2.588351 2.711408 44.255778
 1665.100079 -2.664114 2.666692 43.920524
 1665.120079 -2.715599 2.462164 43.555901
 1665.140079 -2.779814 2.601465 42.935949
 1665.160079 -2.888605 2.682569 41.377235
 1665.180079 3.118337 2.447535 32.795810
 1665.200079 -3.023178 2.669886 38.168821
 1665.220079 -3.059659 2.707158 36.990137
 1665.240079 -2.852118 2.902291 41.984178
 1665.260079 -2.706627 2.793837 43.627534
 1665.280079 -2.549614 2.948899 44.333975
 1665.300079 -2.505419 2.812309 44.345461
 1665.320079 -2.253761 2.911196 43.373902
 1665.340079 -2.536998 2.620749 44.345583
 1665.360079 -2.575179 2.789681 44.289508
 1665.380079 -2.674644 2.831635 43.855061
 1665.400079 -2.783820 2.760450 42.890770
 1665.420079 -2.765364 2.752153 43.092465
 1665.440079 -2.820757 2.702203 42.434704
 1665.460079 -2.721617 2.910162 43.505887
 1665.480079 -2.865576 2.769635 41.771223
 1665.500079 -2.810482 2.977361 42.569209
 1665.520079 -2.652196 3.091566 43.989014
 1665.540079 -2.471394 3.031206 44.301663
 1665.560079 -2.425312 2.829988 44.178925
 1665.580079 -2.411435 2.878316 44.129643
 1665.600079 -2.516734 3.117654 44.350131
 1665.620079 -2.567646 2.963327 44.305506
 1665.640079 -2.674316 2.866548 43.857174
 1665.660079 -2.640291 2.850859 44.051534
 1665.680079 -2.582079 2.850896 44.272750
 1665.700079 -2.641818 2.972229 44.043841
 1665.720079 -2.701919 2.885608 43.663740
 1665.740079 -2.612347 2.846356 44.175470
 1665.760079 -2.642334 2.790654 44.041217
 1665.780079 -2.472329 2.794317 44.303454
 1665.800079 -2.560763 2.701004 44.318013
 1665.820079 -2.504253 2.675497 44.344698
 1665.840079 -2.342749 2.708845 43.826696
 1665.860079 -2.371661 2.589656 43.963635
 1665.880079 -2.225086 2.480576 43.230313
 1665.900079 -2.217639 2.509144 43.193801
 1665.920079 -2.219367 2.487852 43.202237
 1665.940079 -2.075927 2.572960 42.596166
 1665.960079 -1.923732 2.672804 42.177079
 1665.980079 -2.059505 2.764828 42.537316
 1666.000079 -2.000756 2.837793 42.346976
 1666.020079 -1.875010 2.806658 42.186510
 1666.040079 -2.015764 2.894818 42.431968
 1666.060079 -1.944657 2.854943 42.249470
 1666.080079 -2.077818 2.803633 42.641416
 1666.100079 -2.215311 2.831640 43.210279
 1666.120079 -2.167370 2.748807 42.992151
 1666.140079 -2.101223 2.831650 42.727074
 1666.160079 -2.285298 2.693195 43.555849
 1666.180079 -2.325353 2.662172 43.757263
 1666.200079 -2.468579 2.766483 44.303003
 1666.220079 -2.546665 2.889744 44.340942
 1666.240079 -2.716045 2.843718 43.552845
 1666.260079 -2.734982 2.964898 43.389467
 1666.280079 -2.858525 2.993925 41.884367
 1666.300079 -2.866970 3.114148 41.748471
 1666.320079 -2.921210 3.051555 40.749980
 1666.340079 -3.078114 3.035902 36.339231
 1666.360079 -3.087566 3.102188 35.991667
 1666.380079 3.039925 2.890193 28.970799
 1666.400079 2.920238 2.817998 22.384867
 1666.420079 3.017069 2.928035 27.767148
 1666.440079 2.970312 2.953487 25.211461
 1666.460079 2.914272 2.803257 22.045070
 1666.480079 2.941781 2.741588 23.608155
 1666.500079 3.038027 2.810500 28.872199
 1666.520079 3.138169 2.887712 33.674750
 1666.540079 -3.094142 2.890625 35.744249
 1666.560079 -3.008674 2.665818 38.598401
 1666.580079 -2.997568 2.820287 38.912737
 1666.600079 -2.961539 2.743224 39.847984
 1666.620079 -2.896069 2.782475 41.241111
 1666.640079 -2.864802 2.704637 41.783831
 1666.660079 -2.515340 2.866593 44.354596
 1666.680079 -2.365024 2.789464 43.947033
 1666.700079 -2.404107 2.908773 44.112492
 1666.720079 -2.438415 3.112272 44.229038
 1666.740079 -2.484916 3.085546 44.330555
 1666.760079 -2.277445 3.046937 43.516339
 1666.780079 -2.248600 2.868254 43.372379
 1666.800079 -2.151025 2.937435 42.922903
 1666.820079 -2.218979 2.850450 43.227802
 1666.840079 -2.235013 2.705431 43.305457
 1666.860079 -2.129058 2.721605 42.833865
 1666.880079 -2.059147 2.676043 42.575198
 1666.900079 -1.990367 2.724358 42.357913
 1666.920079 -1.804600 2.708375 42.318053
 1666.940079 -1.786258 2.704067 42.394137
 1666.960079 -1.863490 2.759055 42.192340
 1666.980079 -1.660860 2.807760 43.396530
 1667.000079 -1.576730 2.921000 44.387285
 1667.020079 -1.705430 3.053369 42.980593
 1667.040079 -1.593819 3.075503 44.214039
 1667.060079 -1.681794 2.976366 43.208150
 1667.080079 -1.703778 2.835297 42.995667
 1667.100079 -1.898032 2.902603 42.205225
 1667.120079 -1.695368 2.961079 43.074387
 1667.140079 -1.974399 2.933883 42.325249
 1667.160079 -1.925410 2.690204 42.230626
 1667.180079 -2.065873 2.742929 42.603787
 1667.200079 -2.064304 2.730430 42.598317
 1667.220079 -2.247386 2.558299 43.367242
 1667.240079 -2.025909 2.457189 42.470500
 1667.260079 -1.977817 2.286998 42.333763
 1667.280079 -1.732130 2.365906 42.755894
 1667.300079 -2.052878 2.554676 42.558983
 1667.320079 -1.918432 2.391205 42.222038
 1667.340079 -1.880973 2.494214 42.201834
 1667.360079 -1.966105 2.409265 42.305453
 1667.380079 -2.075694 2.524910 42.638385
 1667.400079 -2.188371 2.534275 43.086633
 1667.420079 -2.408961 2.573279 44.130945
 1667.440079 -2.495642 2.585890 44.343066
 1667.460079 -2.546714 2.515633 44.340888
 1667.480079 -2.673277 2.608321 43.864824
 1667.500079 -2.662626 2.538885 43.930531
 1667.520079 -2.639796 2.590928 44.055463
 1667.540079 -2.841253 2.562029 42.147386
 1667.560079 -2.714670 2.673688 43.564087
 1667.580079 -2.729631 2.579932 43.437270
 1667.600079 -2.842126 2.514301 42.134561
 1667.620079 -2.800310 2.495432 42.696584
 1667.640079 -2.648244 2.581263 44.011752
 1667.660079 -2.533586 2.751028 44.351628
 1667.680079 -2.340566 2.710395 43.832146
 1667.700079 -2.232187 2.613445 43.292691
 1667.720079 -2.380340 2.605203 44.015223
 1667.740079 -2.252158 2.644916 43.390846
 1667.760079 -2.380537 2.621605 44.016074
 1667.780079 -2.294588 2.590869 43.603195
 1667.800079 -2.348404 2.548084 43.869743
 1667.820079 -2.391028 2.738841 44.060384
 1667.840079 -2.518812 2.885259 44.355070
 1667.860079 -2.423160 2.731793 44.181267
 1667.880079 -2.442186 2.951724 44.239785
 1667.900079 -2.526615 2.980240 44.354368
 1667.920079 -2.428232 3.123038 44.197915
 1667.940079 -2.710534 2.995249 43.597406
 1667.960079 -2.514358 3.049660 44.354376
 1667.980079 -2.812291 2.905418 42.546109
 1668.000079 -2.830880 3.075066 42.296102
 1668.020079 -2.835001 3.004336 42.278223
 1668.040079 -2.899156 2.991102 41.222465
 1668.060079 -2.993756 3.035663 39.050397
 1668.080079 -2.985653 3.000681 39.269464
 1668.100079 -3.029820 2.911767 37.994185
 1668.120079 -3.060322 2.860955 36.993849
 1668.140079 -2.781927 2.895822 42.952074
 1668.160079 -2.899625 2.879281 41.213643
 1668.180079 -2.630008 3.020240 44.131722
 1668.200079 -2.754851 2.739997 43.238940
 1668.220079 -2.754154 2.731196 43.245857
 1668.240079 -2.852593 2.826726 42.017158
 1668.260079 -2.828412 2.778318 42.370887
 1668.280079 -2.884770 2.628893 41.485008
 1668.300079 -2.936711 2.711128 40.457547
 1668.320079 -3.003164 2.820296 38.787756
 1668.340079 -3.010016 2.870210 38.590798
 1668.360079 -3.042805 2.908603 37.580616
 1668.380079 -3.039093 2.809911 37.700693
 1668.400079 -2.826485 2.972651 42.397480
 1668.420079 -2.808136 2.924272 42.639442
 1668.440079 -2.623981 3.073150 44.158166
 1668.460079 -2.674609 3.051847 43.889486
 1668.480079 -2.691263 3.111510 43.777586
 1668.500079 -2.556891 3.023109 44.349600
 1668.520079 -2.586643 3.087492 44.288108
 1668.540079 -2.421935 3.065635 44.187680
 1668.560079 -2.541975 2.879488 44.366298
 1668.580079 -2.542413 2.829354 44.365943
 1668.600079 -2.688541 2.653929 43.796687
 1668.620079 -2.684656 2.598612 43.823396
 1668.640079 -2.796561 2.628887 42.782038
 1668.660079 -2.948637 2.638047 40.188785
 1668.680079 -3.007502 2.680172 38.663604
 1668.700079 -2.870466 2.817005 41.730657
 1668.720079 -2.799408 2.877796 42.747653
 1668.740079 -2.721098 2.889586 43.547488
 1668.760079 -2.507262 2.842448 44.369094
 1668.780079 -2.507827 2.811191 44.369433
 1668.800079 -2.527867 2.848871 44.373362
 1668.820079 -2.443885 2.856901 44.256605
 1668.840079 -2.576239 2.783566 44.313853
 1668.860079 -2.476764 2.710993 44.332794
 1668.880079 -2.472052 2.865494 44.324038
 1668.900079 -2.531820 2.704496 44.372224
 1668.920079 -2.653559 2.693043 44.014129
 1668.940079 -2.534821 2.851272 44.370927
 1668.960079 -2.484525 2.778794 44.345436
 1668.980079 -2.359988 2.790136 43.930884
 1669.000079 -2.155887 2.746416 42.946479
 1669.020079 -2.413943 2.798372 44.181670
 1669.040079 -2.318714 2.931013 43.760427
 1669.060079 -2.438074 2.728885 44.260013
 1669.080079 -2.416581 2.756201 44.191012
 1669.100079 -2.467337 2.872073 44.332109
 1669.120079 -2.544962 2.871442 44.375086
 1669.140079 -2.537556 2.916071 44.381319
 1669.160079 -2.556065 2.812316 44.361367
 1669.180079 -2.485868 2.820616 44.363394
 1669.200079 -2.516020 2.861920 44.386499
 1669.220079 -2.345784 2.832393 43.892044
 1669.240079 -2.326859 2.727868 43.800599
 1669.260079 -2.369338 2.773033 44.000615
 1669.280079 -2.196408 2.849744 43.162578
 1669.300079 -2.152601 2.627570 42.971092
 1669.320079 -2.165562 2.704600 43.025838
 1669.340079 -2.181946 2.697233 43.097324
 1669.360079 -2.249125 2.518158 43.414216
 1669.380079 -2.396373 2.613420 44.115133
 1669.400079 -2.677333 2.525398 43.876282
 1669.420079 -2.798447 2.417212 42.760649
 1669.440079 -2.923955 2.333850 40.731139
 1669.460079 -3.060023 2.486987 37.004158
 1669.480079 -2.944385 2.508794 40.286302
 1669.500079 -2.858833 2.519331 41.920297
 1669.520079 -2.789869 2.627900 42.862598
 1669.540079 -2.555286 2.800849 44.362501
 1669.560079 -2.521167 2.981267 44.386966
 1669.580079 -2.642944 3.023400 44.075633
 1669.600079 -2.507528 3.023676 44.383467
 1669.620079 -2.737255 2.930712 43.408920
 1669.640079 -2.702304 3.123017 43.700357
 1669.660079 -2.769859 3.069408 43.086145
 1669.680079 -2.976288 2.868601 39.514653
 1669.700079 -2.798699 2.969013 42.757592
 1669.720079 -2.894449 3.059396 41.310547
 1669.740079 -2.909094 2.975009 41.031918
 1669.760079 -2.848062 2.784347 42.087091
 1669.780079 -2.866614 2.918568 41.794888
 1669.800079 -2.913452 2.854036 40.945623
 1669.820079 -2.617253 2.804122 44.192837
 1669.840079 -2.800026 2.656549 42.741451
 1669.860079 -2.671136 2.869847 43.915860
 1669.880079 -2.580640 2.946639 44.312513
 1669.900079 -2.680343 2.912437 43.856475
 1669.920079 -2.632935 2.876597 44.124488
 1669.940079 -2.515508 2.918585 44.386395
 1669.960079 -2.476853 2.954892 44.349727
 1669.980079 -2.548536 2.965621 44.371241
 1670.000079 -2.283987 2.788581 43.587039
 1670.020079 -2.481506 2.745923 44.383802
 1670.040079 -2.403232 2.931882 44.174463
 1670.060079 -2.437363 2.885402 44.288110
 1670.080079 -2.480057 2.969885 44.381694
 1670.100079 -2.250090 2.779516 43.455053
 1670.120079 -2.313823 2.696636 43.772309
 1670.140079 -2.057622 2.882737 42.635098
 1670.160079 -2.354593 2.731539 43.968426
 1670.180079 -2.177864 2.716720 43.112551
 1670.200079 -2.308600 2.628106 43.746366
 1670.220079 -2.362799 2.694343 44.005828
 1670.240079 -2.390098 2.664352 44.122985
 1670.260079 -2.697580 2.548661 43.744873
 1670.280079 -2.639321 2.576383 44.107002
 1670.300079 -2.699316 2.606241 43.731901
 1670.320079 -2.629098 2.469882 44.156146
 1670.340079 -2.625071 2.461689 44.174345
 1670.360079 -2.531599 2.545258 44.406925
 1670.380079 -2.468618 2.552908 44.362376
 1670.400079 -2.172247 2.548213 43.087652
 1670.420079 -2.055320 2.470414 42.626866
 1670.440079 -2.197578 2.546113 43.202250
 1670.460079 -2.154947 2.598200 43.012755
 1670.480079 -2.401664 2.418164 44.168519
 1670.500079 -2.287453 2.537894 43.640772
 1670.520079 -2.213135 2.473958 43.275374
 1670.540079 -2.305841 2.531226 43.732623
 1670.560079 -2.233120 2.566434 43.371704
 1670.580079 -2.107332 2.531929 42.820039
 1670.600079 -2.050131 2.518296 42.608444
 1670.620079 -1.840438 2.622241 42.265412
 1670.640079 -1.859838 2.659407 42.240862
 1670.660079 -1.920465 2.661584 42.261592
 1670.680079 -1.884173 2.654646 42.232943
 1670.700079 -1.975417 2.557331 42.374294
 1670.720079 -1.890329 2.716667 42.234646
 1670.740079 -1.900330 2.758227 42.240345
 1670.760079 -1.964325 2.785335 42.346004
 1670.780079 -2.033470 2.727281 42.550758
 1670.800079 -1.990911 2.638232 42.417199
 1670.820079 -1.901041 2.693200 42.240879
 1670.840079 -1.892411 2.638046 42.235541
 1670.860079 -1.895087 2.695440 42.236924
 1670.880079 -1.955902 2.550119 42.326169
 1670.900079 -1.866084 2.600647 42.236505
 1670.920079 -1.855499 2.488756 42.244878
 1670.940079 -1.865871 2.779240 42.236627
 1670.960079 -1.865364 2.587870 42.236923
 1670.980079 -1.756877 2.615502 42.595990
 1671.000079 -1.913258 2.735291 42.252569
 1671.020079 -1.740586 2.667521 42.737372
 1671.040079 -1.788742 2.580704 42.460410
 1671.060079 -1.747891 2.487464 42.687104
 1671.080079 -1.791364 2.567004 42.449036
 1671.100079 -1.779174 2.605261 42.505184
 1671.120079 -1.678294 2.563568 43.277920
 1671.140079 -1.886628 2.435564 42.273758
 1671.160079 -1.653857 2.492093 43.536140
 1671.180079 -1.982317 2.397827 42.431984
 1671.200079 -1.928924 2.420618 42.314522
 1671.220079 -1.944176 2.332716 42.341533
 1671.240079 -1.900218 2.384551 42.280744
 1671.260079 -1.878752 2.400428 42.272794
 1671.280079 -1.953278 2.502894 42.360333
 1671.300079 -2.143289 2.346056 42.990322
 1671.320079 -2.196878 2.512053 43.220266
 1671.340079 -2.174200 2.555978 43.119756
 1671.360079 -2.133932 2.636491 42.952809
 1671.380079 -2.108854 2.692760 42.855750
 1671.400079 -2.175120 2.696812 43.123738
 1671.420079 -2.169359 2.711340 43.098914
 1671.440079 -2.191079 2.782471 43.194111
 1671.460079 -2.052945 2.723069 42.653078
 1671.480079 -2.123110 2.704431 42.910330
 1671.500079 -2.121560 2.760336 42.904322
 1671.520079 -2.169886 2.809125 43.101175
 1671.540079 -2.280285 2.812984 43.618736
 1671.560079 -2.287431 2.633299 43.653834
 1671.580079 -2.208694 2.715476 43.274439
 1671.600079 -2.163091 2.697183 43.072246
 1671.620079 -2.160059 2.683922 43.059475
 1671.640079 -2.114336 2.583506 42.876561
