#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  100
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  100
#! SET periodic_psi true
   -3.141592654   -3.141592654   16.220535481  -46.502680319   14.840593859
   -3.078760801   -3.141592654   13.440255157  -41.956893667   15.040306038
   -3.015928947   -3.141592654   10.957602588  -36.943811617   14.991161938
   -2.953097094   -3.141592654    8.807910249  -31.415614160   15.053749870
   -2.890265241   -3.141592654    7.021324104  -25.330830100   15.157997638
   -2.827433388   -3.141592654    5.633437142  -18.802452895   15.344665274
   -2.764601535   -3.141592654    4.660153878  -12.226501630   15.729979188
   -2.701769682   -3.141592654    4.080726711   -6.330513841   16.257111302
   -2.638937829   -3.141592654    3.853785920   -1.084348923   16.783803340
   -2.576105976   -3.141592654    3.922607856    3.181967611   17.177905304
   -2.513274123   -3.141592654    4.220421895    6.101313137   17.529611247
   -2.450442270   -3.141592654    4.675769389    8.225873276   17.971795250
   -2.387610417   -3.141592654    5.243132323    9.713135600   18.436481222
   -2.324778564   -3.141592654    5.893294381   10.843532590   18.851937460
   -2.261946711   -3.141592654    6.598738118   11.594068876   19.326869726
   -2.199114858   -3.141592654    7.342364813   12.064998517   19.766644707
   -2.136283004   -3.141592654    8.107650634   12.256718827   20.249118761
   -2.073451151   -3.141592654    8.877630629   12.120221024   20.620795880
   -2.010619298   -3.141592654    9.624121456   11.563677521   20.936421461
   -1.947787445   -3.141592654   10.320688723   10.563072640   21.389829387
   -1.884955592   -3.141592654   10.956249237    9.561936098   21.845460967
   -1.822123739   -3.141592654   11.524387873    8.482459173   22.463662587
   -1.759291886   -3.141592654   12.035009171    7.736825157   22.989292790
   -1.696460033   -3.141592654   12.503939614    7.335874836   23.737214259
   -1.633628180   -3.141592654   12.970544063    7.689619764   24.442616765
   -1.570796327   -3.141592654   13.474621695    8.509512708   25.247477945
   -1.507964474   -3.141592654   14.058039126   10.155221567   25.919852026
   -1.445132621   -3.141592654   14.763951081   12.411524728   26.721625298
   -1.382300768   -3.141592654   15.628958229   15.126856507   27.387818522
   -1.319468915   -3.141592654   16.679695841   18.371066743   28.301248937
   -1.256637061   -3.141592654   17.940842355   21.931309183   29.413565211
   -1.193805208   -3.141592654   19.450026110   26.162161598   30.848045241
   -1.130973355   -3.141592654   21.243971267   31.103813415   32.454367595
   -1.068141502   -3.141592654   23.374741170   36.905880216   34.524792756
   -1.005309649   -3.141592654   25.898033693   43.566509602   36.964161048
   -0.942477796   -3.141592654   28.860672919   50.796217055   39.875274347
   -0.879645943   -3.141592654   32.283030793   58.091256694   43.246679605
   -0.816814090   -3.141592654   36.156974291   65.147369745   46.911167003
   -0.753982237   -3.141592654   40.452052179   71.421883281   50.795551343
   -0.691150384   -3.141592654   45.112510098   76.717655944   54.517853601
   -0.628318531   -3.141592654   50.065394706   80.692914607   57.695552848
   -0.565486678   -3.141592654   55.222735502   83.175693077   59.999474425
